"SSN","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","burner3P","coverHandled"
3783,21,0,2,4,14,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,11,0,0,4,7,-1,0,0,11,10,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3784,200,0,12,11,149,22,1,12,0,0,6,6,0,0,0,0,37,0,0,0,16,21,0,0,0,0,0,0,51,0,0,18,31,-1,0,2,84,77,7,48,-1,-1,-1,0,0,0,7,1,0,0,0,0,0,0,0,1,1,3,3,1,10,0,1,9,0,0,12,5
3785,311,12,19,20,236,34,0,15,0,0,7,3,4,1,0,0,40,0,0,0,5,30,3,2,0,0,0,0,48,0,0,8,40,-1,0,0,259,236,13,109,0,109,0,0,0,0,21,9,-1,-1,-1,-1,-1,-1,-1,9,3,3,1,0,5,0,0,3,2,0,13,11
3786,252,0,9,3,187,52,1,17,0,0,10,6,1,0,0,0,29,0,0,0,3,25,1,0,0,0,0,0,26,0,0,5,20,-1,0,1,256,242,14,174,0,174,0,0,0,0,18,10,-1,-1,-1,-1,-1,-1,-1,9,1,2,2,0,7,0,0,6,1,0,9,11
3787,48,0,0,1,43,4,0,5,0,0,0,1,3,1,0,0,5,0,0,0,0,3,1,1,0,0,0,0,9,0,0,2,7,0,0,0,132,126,6,41,0,41,0,0,0,0,7,3,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,5,11
3788,78,0,3,4,63,8,0,1,0,0,0,1,0,0,0,0,22,0,0,0,3,19,0,0,0,0,0,0,17,0,0,8,9,-1,0,0,123,105,18,52,0,52,0,0,0,0,11,1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,0,3,0,1,2,0,0,6,6
3789,272,-1,11,6,231,23,1,12,0,0,6,2,3,1,0,0,45,0,0,0,9,30,6,0,0,0,0,0,57,0,0,21,33,-1,2,1,378,335,43,201,0,201,0,0,0,1,28,1,-1,-1,-1,-1,-1,-1,-1,1,4,5,2,0,14,0,3,10,1,0,9,24
3790,96,0,11,10,71,8,1,12,0,0,4,3,4,1,0,0,30,0,0,0,7,22,0,1,0,0,0,0,34,0,0,9,25,0,0,0,238,218,20,42,0,42,0,0,0,0,10,5,0,0,0,0,0,1,0,4,3,0,2,0,13,2,2,8,1,0,5,5
3791,95,0,18,17,57,3,0,8,0,0,4,3,1,0,0,0,19,0,0,0,6,13,0,0,0,0,0,0,44,0,0,9,34,-1,0,1,162,156,6,7,0,7,0,0,0,0,14,3,0,0,0,0,0,1,0,2,2,1,1,0,9,0,0,8,1,0,7,0
3792,10,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,16,14,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3793,25,0,4,0,21,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,0,0,16,0,0,7,8,0,0,0,56,51,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0
3794,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,13,6,7,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
3795,27,0,3,2,19,3,0,3,0,0,2,1,0,0,0,0,9,0,0,0,4,5,0,0,0,0,0,0,10,0,0,3,7,0,0,0,45,36,9,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3796,93,0,11,4,72,6,0,2,0,0,2,0,0,0,0,0,18,0,0,0,6,13,0,0,0,0,0,0,29,0,0,11,18,-1,0,0,143,132,11,17,0,17,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,0,0,7,0
3797,196,0,1,29,135,22,0,21,0,0,7,12,1,1,0,0,30,0,0,0,9,21,0,0,0,0,0,0,63,0,0,17,46,-1,0,0,351,321,30,46,0,46,0,0,1,0,15,8,0,0,0,0,0,0,0,8,4,2,1,0,15,0,2,11,2,0,10,3
3798,57,0,3,6,45,3,0,4,0,0,1,0,3,0,0,0,30,0,0,0,9,-1,0,0,0,0,0,0,31,0,0,14,17,0,0,0,127,111,16,21,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,2,0,5,0,2,2,1,0,8,2
3799,5,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,33,26,7,7,0,7,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3800,6,0,2,0,4,0,0,4,0,0,1,3,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,7,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,10,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,26,21,5,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3802,10,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,17,15,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3803,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,12,0,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0
3805,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3806,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,6,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
3809,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3811,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,6,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3813,23,0,2,4,13,4,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,4,0,0,2,2,0,0,0,35,30,5,15,0,15,0,0,1,0,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,0,0,0,1,0,1,0,0,0,1,1
3814,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,-1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,28,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,5,0,0,0,13,13,0,1,0,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,1,0,0,1,0,0,0,0
3816,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,7,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,7,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3818,13,0,2,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,20,0,5,1,14,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3820,52,0,3,0,40,5,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,6,3,0,0,0,40,36,4,23,0,23,0,0,0,0,1,3,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0,0,1,2
3821,69,0,8,28,21,12,0,1,0,0,0,1,0,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,4,0,0,1,3,0,0,0,25,9,16,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,0,1,4,1,0,0,0
3822,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3823,6,-1,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,23,21,2,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0
3824,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,18,0,1,5,12,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,4,0,0,1,3,0,0,0,31,23,8,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3826,9,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,18,0,4,1,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,19,19,0,1,0,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
3828,20,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,7,0,0,0,0,0,0,8,0,0,0,8,0,0,0,46,41,5,6,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,-1
3829,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3831,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,10,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,5,0,0,0,13,13,0,7,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
3833,8,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,6,0,0,2,4,0,0,0,20,16,4,6,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1
3834,30,0,2,2,24,2,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,3,-1,0,0,42,39,3,10,2,8,0,1,0,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,1,0,0,0,4,5
3835,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,13,7,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
3836,48,0,10,8,30,0,0,8,0,0,0,6,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,11,0,0,3,8,-1,0,0,27,23,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,1,0
3837,19,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,28,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
3838,27,0,3,1,22,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,16,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1
3839,4,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,2,2,0,0,0,14,9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3840,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3841,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,11,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,1
3842,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,12,0,2,3,6,1,0,2,0,0,1,1,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,16,0,0,2,-1,-1,0,0,24,22,2,14,0,12,2,0,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,2,0,0,1,0,1,-1,-1,-1,-1,-1,1,0
3844,19,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,3,0,0,0,40,36,4,14,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3845,17,0,2,0,14,1,0,4,0,0,0,1,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,2,4,0,0,0,39,32,7,8,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
3846,8,0,0,0,8,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,10,7,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3847,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,19,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,35,31,4,6,1,5,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,2,2,0,0,1,0,0,1,0,0,1,1
3850,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,4,0,1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3852,23,0,4,1,16,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,73,48,25,10,0,10,0,0,0,0,4,3,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0
3853,6,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3854,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3855,19,0,0,2,10,3,4,2,0,0,0,0,0,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,38,18,16,1,7,8,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3856,11,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,1,0,0,0,-1,-1,-1,9,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3857,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3858,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
3859,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3860,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,8,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3861,21,0,0,2,7,5,7,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,1,0,0,1,22,14,8,7,1,4,2,0,0,0,1,2,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0
3862,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,39,0,4,14,12,2,7,2,0,0,0,0,0,2,0,0,3,0,0,0,1,2,0,0,0,0,0,0,3,0,0,1,2,0,0,0,27,16,11,21,0,17,4,0,0,0,4,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3864,29,0,0,14,4,6,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,10,18,0,12,6,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0
3865,6,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,18,7,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,9,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3867,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3868,13,0,0,0,10,3,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,9,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,11,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,4,7,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23,16,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,42,0,0,3,37,2,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,6,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,15,6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
3876,21,0,0,2,15,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21,15,6,27,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
3877,6,0,0,2,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,4,10,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
