"SSN","site","subsite","unit","northing","easting"
2169,"51","NONE","N2W1",69,-13
2170,"52","NONE","N2W1",70,-8
2171,"53","NONE","N2W1",69,-8
2172,"54","NONE","N2W1",67,-9
2173,"55","-56","N2W1",65,-11
2174,"57","A","N2W1",76,-11
2175,"57","B","N2W1",77,-8
2176,"2","NONE","N2W1",70,-41
2177,"2","M","N2W1",72,-40
2178,"3","NONE","N2W1",71,-38
2179,"4","NONE","N2W1",71,-35
2180,"5","&14","N2W1",63,-40
2181,"6","NONE","N2W1",64,-35
2182,"7","NONE","N2W1",78,-40
2183,"8","NONE","N2W1",77,-34
2184,"9","NONE","N2W1",85,-38
2185,"10","NONE","N2W1",92,-37
2186,"11","NONE","N2W1",83,-33
2187,"12","NONE","N2W1",88,-33
2188,"13","NONE","N2W1",55,-47
2189,"114","ETC","N2W1",63,-47
2190,"16","N","N2W1",98,-31
2191,"16","S","N2W1",95,-27
2192,"17","NONE","N2W1",98,-41
2193,"59","NONE","N2W1",90,-29
2194,"60","NONE","N2W1",92,-27
2195,"101","NONE","N2W1",88,-31
2196,"18","NONE","N2W1",96,-20
2197,"18","J","N2W1",78,22
2198,"30","A","N2W1",90,-19
2199,"30","BC","N2W1",89,-23
2200,"30","D","N2W1",86,-20
2201,"31","A","N2W1",82,-22
2202,"31","B","N2W1",82,-19
2203,"58","NONE","N2W1",77,-21
2204,"61","NONE","N2W1",88,-27
2205,"62","ETC","N2W1",84,-27
2206,"63","NONE","N2W1",82,-26
2207,"64","NONE","N2W1",79,-30
2208,"65","NONE","N2W1",78,-27
2209,"66","NONE","N2W1",74,-30
2210,"67","NONE","N2W1",76,-26
2211,"68","NONE","N2W1",74,-26
2212,"69","NONE","N2W1",71,-31
2213,"70","NONE","N2W1",65,-28
2214,"71","NONE","N2W1",72,-20
2215,"72","NONE","N2W1",69,-24
2216,"73","NONE","N2W1",71,-24
2217,"74","-77","N2W1",66,-21
2218,"78","NONE","N2W1",63,-21
2219,"79","NONE","N2W1",63,-17
2220,"80","NONE","N2W1",64,-15
2221,"81","NONE","N2W1",63,-13
2222,"82","NONE","N2W1",61,-10
2223,"83","NONE","N2W1",63,-10
2224,"84","NONE","N2W1",61,-7
2225,"85","NONE","N2W1",64,-7
2226,"86","NONE","N2W1",65,-4
2227,"87","NONE","N2W1",63,-4
2228,"88","NONE","N2W1",61,-4
2229,"89","-90","N2W1",54,-26
2230,"91","NONE","N2W1",60,-36
2231,"92","NONE","N2W1",60,-32
2232,"93","NONE","N2W1",60,-28
2233,"94","NONE","N2W1",60,-18
2234,"95","NONE","N2W1",60,-12
2235,"96","NONE","N2W1",57,-5
2236,"100","-97","N2W1",57,-18
2237,"104","NONE","N2W1",82,-29
2238,"105","NONE","N2W1",82,-31
2239,"106","NONE","N2W1",94,-32
2240,"107","NONE","N2W1",98,-24
2241,"108","NONE","N2W1",62,-14
2242,"109","NONE","N2W1",76,0
2243,"110","NONE","N2W1",95,0
2244,"111","-2","N2W1",76,-48
2245,"113","NONE","N2W1",70,-49
2246,"1","+14","N1W1",21,-27
2247,"2","NONE","N1W1",15,-46
2248,"3","NONE","N1W1",22,-47
2249,"4","NONE","N1W1",26,-47
2250,"5","NONE","N1W1",26,-42
2251,"6","NONE","N1W1",32,-47
2252,"7","+9","N1W1",16,-40
2253,"8","+10","N1W1",21,-38
2254,"11","NONE","N1W1",31,-40
2255,"12","NONE","N1W1",40,-46
2256,"13","A","N1W1",1,-11
2257,"13","B","N1W1",13,-7
2258,"13","C","N1W1",-6,-10
2259,"13","D","N1W1",1,-17
2260,"13","E","N1W1",8,-19
2261,"13","F","N1W1",1,-24
2262,"13","G","N1W1",8,-36
2263,"13","H","N1W1",-3,-32
2264,"13","J","N1W1",2,-40
2265,"13","K","N1W1",-6,-21
2266,"15","A","N1W1",40,-39
2267,"15","B","N1W1",45,-15
2268,"15","C","N1W1",40,-15
2269,"15","D","N1W1",35,-13
2270,"15","E","N1W1",36,-26
2271,"15","F","N1W1",42,-29
2272,"15","G","N1W1",46,-24
2273,"15","H","N1W1",40,-22
2274,"15","J","N1W1",36,-32
2275,"15","K","N1W1",34,-17
2276,"15","P","N1W1",46,-8
2277,"15","Q","N1W1",41,-8
2278,"15","R","N1W1",35,-7
2279,"15","S","N1W1",29,-7
2280,"15","T","N1W1",47,-31
2281,"16","NONE","N1W1",46,-39
2282,"17","+18","N1W1",28,-36
2283,"15","L","N1W1",51,-21
2284,"15","M","N1W1",53,-14
2285,"15","N","N1W1",53,-8
2286,"L 1","NONE","N1W1",2,-47
2287,"L 2","NONE","N7E1",331,6
2288,"1","NONE","N7E1",314,2
2289,"2","NONE","N7E1",310,21
2290,"3","NONE","N7E1",309,27
2291,"4","NONE","N7E1",302,9
2292,"5","NONE","N7E1",303,3
2293,"L 1","NONE","N7E1",338,12
2294,"L 3","NONE","N7E1",340,29
2295,"L 4","NONE","N7E1",340,25
2296,"L 5","NONE","N7E1",330,13
2297,"L 6","NONE","N7E1",330,18
2298,"L 7","NONE","N7E1",331,24
2299,"L 8","NONE","N7E1",324,1
2300,"L 9","NONE","N7E1",324,6
2301,"L10","NONE","N7E1",317,1
2302,"L11","NONE","N7E1",308,8
2303,"L12","NONE","N7E1",316,10
2304,"L13","NONE","N7E1",318,5
2305,"L14","NONE","N7E1",323,17
2306,"L15","NONE","N7E1",319,25
2307,"L16","NONE","N7E1",315,26
2308,"L17","NONE","N7E1",318,18
2309,"L18","NONE","N7E1",311,14
2310,"L19","NONE","N7E1",352,31
2311,"L20","NONE","N7E1",327,48
2312,"L21","NONE","N7E1",331,45
2313,"L22","NONE","N7E1",336,42
2314,"L23","NONE","N7E1",340,39
2315,"L24","NONE","N7E1",321,42
2316,"L25","NONE","N7E1",326,36
2317,"L26","NONE","N7E1",329,29
2318,"L27","NONE","N7E1",341,3
2319,"L28","NONE","N7E1",346,12
2320,"L29","NONE","N7E1",346,17
2321,"1","NONE","N6E1",293,48
2322,"2","NONE","N6E1",297,30
2323,"3","NONE","N6E1",291,22
2324,"4","NONE","N6E1",285,21
2325,"5","NONE","N6E1",281,35
2326,"6","NONE","N6E1",284,12
2327,"7","SW","N6E1",267,21
2328,"7","SE","N6E1",267,28
2329,"7","NONE","N6E1",271,24
2330,"8","NONE","N6E1",288,4
2331,"9","NONE","N6E1",290,10
2332,"10","NONE","N6E1",290,15
2333,"11","NONE","N6E1",294,9
2334,"12","NONE","N6E1",299,20
2335,"13","W","N6E1",252,17
2336,"13","E","N6E1",253,24
2337,"14","NONE","N6E1",256,30
2338,"15","NONE","N6E1",256,37
2339,"L 1","NONE","N6E1",296,4
2340,"6","F1","N5E1",211,43
2341,"6","G1","N5E1",222,33
2342,"7","NONE","N5E1",230,15
2343,"8","NONE","N5E1",226,25
2344,"9","NONE","N5E1",233,6
2345,"10","NONE","N5E1",226,7
2346,"11","NONE","N5E1",225,1
2347,"20","NONE","N5E1",206,21
2348,"21","N","N5E1",204,24
2349,"21","S","N5E1",198,24
2350,"22","X","N5E1",223,11
2351,"23","NONE","N5E1",206,43
2352,"24","J","N5E1",196,30
2353,"24","K","N5E1",196,37
2354,"24","L","N5E1",196,35
2355,"24","M","N5E1",194,32
2356,"24","N","N5E1",197,40
2357,"24","A","N5E1",203,35
2358,"24","B","N5E1",200,32
2359,"24","C","N5E1",205,30
2360,"24","D","N5E1",203,28
2361,"24","E","N5E1",197,30
2362,"24","F","N5E1",205,35
2363,"24","G","N5E1",203,31
2364,"24","H","N5E1",197,27
2365,"24","P","N5E1",200,34
2366,"24","R","N5E1",201,40
2367,"24","Q&S","N5E1",295,37
2368,"24","T","N5E1",205,37
2369,"24","U","N5E1",205,39
2370,"25","NONE","N5E1",200,44
2371,"26","NONE","N5E1",224,24
2372,"27","N","N5E1",230,21
2373,"27","S","N5E1",225,21
2374,"28","NONE","N5E1",230,24
2375,"29","NONE","N5E1",235,22
2376,"30","NONE","N5E1",236,25
2377,"31","NONE","N5E1",245,33
2378,"32","NONE","N5E1",243,23
2379,"33","NONE","N5E1",243,15
2380,"34","NONE","N5E1",214,48
2381,"35","NONE","N5E1",218,50
2382,"L 1","NONE","N5E1",237,4
2383,"L 2","NONE","N5E1",234,36
2384,"1","NONE","N5E1",218,-1
2385,"2","NONE","N5E1",204,5
2386,"13","NONE","N5E1",203,9
2387,"3","NONE","N5E1",206,9
2388,"22","A","N5E1",212,11
2389,"22","B","N5E1",220,18
2390,"22","C","N5E1",210,18
2391,"22","D","N5E1",214,18
2392,"22","E","N5E1",220,10
2393,"22","F","N5E1",216,12
2394,"22","G","N5E1",220,13
2395,"22","H","N5E1",222,16
2396,"22","J","N5E1",219,15
2397,"22","K","N5E1",215,17
2398,"22","L","N5E1",212,14
2399,"22","M","N5E1",215,14
2400,"22","N","N5E1",213,17
2401,"22","P","N5E1",210,15
2402,"22","Q","N5E1",222,18
2403,"22","R","N5E1",223,15
2404,"22","S","N5E1",224,18
2405,"22","T","N5E1",217,15
2406,"22","U","N5E1",217,18
2407,"22","V","N5E1",219,8
2408,"22","W","N5E1",223,9
2409,"6","A","N5E1",219,28
2410,"6","B","N5E1",215,37
2411,"6","C","N5E1",212,28
2412,"6","D","N5E1",216,22
2413,"6","E&T","N5E1",209,20
2414,"6","F","N5E1",215,31
2415,"6","G","N5E1",218,33
2416,"6","H","N5E1",209,33
2417,"6","J","N5E1",209,28
2418,"6","K","N5E1",207,27
2419,"6","L","N5E1",215,28
2420,"6","M","N5E1",223,30
2421,"6","N","N5E1",215,32
2422,"6","P","N5E1",210,30
2423,"6","Q","N5E1",208,30
2424,"6","R","N5E1",211,30
2425,"6","S","N5E1",212,33
2426,"6","U","N5E1",216,23
2427,"6","VWX","N5E1",221,22
2428,"6","Y","N5E1",223,27
2429,"6","Z","N5E1",209,25
2430,"6","A1","N5E1",211,38
2431,"6","B1","N5E1",208,38
2432,"6","C1","N5E1",208,36
2433,"6","D1","N5E1",211,35
2434,"6","E1","N5E1",220,37
2435,"4","NONE","N5E1",201,9
2436,"5","NONE","N5E1",201,14
2437,"12","NONE","N5E1",201,11
2438,"14","NONE","N5E1",206,14
2439,"15","NONE","N5E1",203,14
2440,"16","NONE","N5E1",205,19
2441,"17","NONE","N5E1",200,16
2442,"18","NONE","N5E1",200,18
2443,"19","NONE","N5E1",198,20
2444,"10","NONE","N4E1",197,17
2445,"11","NONE","N4E1",193,13
2446,"12","NONE","N4E1",193,16
2447,"13","NONE","N4E1",190,14
2448,"14","NONE","N4E1",192,18
2449,"15","NONE","N4E1",193,11
2450,"1","NONE","N4E1",197,9
2451,"2","NONE","N4E1",193,8
2452,"3","NONE","N4E1",188,7
2453,"4","NONE","N4E1",188,4
2454,"5","A","N4E1",184,3
2455,"5","B","N4E1",182,3
2456,"5","C","N4E1",180,3
2457,"42","NONE","N4E1",187,12
2458,"23","A","N4E1",190,29
2459,"23","B","N4E1",188,26
2460,"25","NONE","N4E1",178,32
2461,"46","NONE","N4E1",174,40
2462,"59","NONE","N4E1",193,40
2463,"26","B","N4E1",191,35
2464,"26","A","N4E1",191,37
2465,"24","NONE","N4E1",190,33
2466,"47","NONE","N4E1",189,36
2467,"17","A","N4E1",175,43
2468,"17","B","N4E1",177,46
2469,"17","C","N4E1",180,44
2470,"17","D","N4E1",177,41
2471,"17","E","N4E1",177,43
2472,"20","G","N4E1",182,43
2473,"20","H","N4E1",182,44
2474,"20","B","N4E1",182,46
2475,"18","A","N4E1",183,40
2476,"18","B","N4E1",180,37
2477,"18","C","N4E1",183,34
2478,"18","D","N4E1",185,37
2479,"18","E","N4E1",183,37
2480,"18","F","N4E1",185,40
2481,"18","H","N4E1",185,34
2482,"18","J","N4E1",181,34
2483,"18","K","N4E1",180,33
2484,"18","L","N4E1",179,39
2485,"18","M","N4E1",180,39
2486,"18","N","N4E1",187,34
2487,"19","NONE","N4E1",176,37
2488,"20","F","N4E1",183,42
2489,"48","NONE","N4E1",183,47
2490,"20","A","N4E1",184,44
2491,"20","C","N4E1",187,46
2492,"20","D","N4E1",190,43
2493,"20","E","N4E1",189,45
2494,"21","NONE","N4E1",189,43
2495,"22","A","N4E1",183,31
2496,"22","B","N4E1",179,29
2497,"22","C","N4E1",183,27
2498,"22","D","N4E1",187,29
2499,"22","E","N4E1",186,32
2500,"22","F","N4E1",181,32
2501,"22","G","N4E1",186,26
2502,"22","H","N4E1",187,27
2503,"22","J","N4E1",183,29
2504,"22","K","N4E1",181,26
2505,"30","ETC","N4E1",182,5
2506,"6","NONE","N4E1",175,4
2507,"16","NONE","N4E1",190,22
2508,"27","NONE","N4E1",177,13
2509,"28","NONE","N4E1",187,3
2510,"29","NONE","N4E1",179,4
2511,"33","NONE","N4E1",176,7
2512,"34","NONE","N4E1",183,12
2513,"35","NONE","N4E1",186,10
2514,"36","NONE","N4E1",190,10
2515,"37","NONE","N4E1",180,14
2516,"38","NONE","N4E1",181,18
2517,"39","NONE","N4E1",182,20
2518,"40","NONE","N4E1",174,19
2519,"41","NONE","N4E1",173,22
2520,"43","NONE","N4E1",187,17
2521,"44","NONE","N4E1",197,0
2522,"45","NONE","N4E1",188,16
2523,"49","NONE","N4E1",173,27
2524,"50","NONE","N4E1",180,23
2525,"51","NONE","N4E1",177,29
2526,"52","NONE","N4E1",176,21
2527,"53","NONE","N4E1",179,25
2528,"54","NONE","N4E1",187,24
2529,"55","NONE","N4E1",191,24
2530,"56","NONE","N4E1",193,26
2531,"57","NONE","N4E1",193,33
2532,"58","NONE","N4E1",194,41
2533,"60","NONE","N4E1",193,44
2534,"61","NONE","N4E1",194,24
2535,"62","NONE","N4E1",171,28
2536,"63","NONE","N4E1",171,44
2537,"64","NONE","N4E1",171,36
2538,"65","NONE","N4E1",166,28
2539,"66","NONE","N4E1",160,28
2540,"67","NONE","N4E1",160,24
2541,"68","NONE","N4E1",166,24
2542,"69","NONE","N4E1",171,24
2543,"70","NONE","N4E1",165,39
2544,"71","NONE","N4E1",165,21
2545,"81","NONE","N4E1",162,49
2546,"82","NONE","N4E1",171,48
2547,"83","NONE","N4E1",182,49
2548,"72","J","N4E1",155,20
2549,"72","A","N4E1",159,17
2550,"72","B","N4E1",156,15
2551,"72","C","N4E1",160,14
2552,"72","D","N4E1",160,10
2553,"72","G","N4E1",157,10
2554,"73","A","N4E1",163,18
2555,"73","B","N4E1",166,15
2556,"73","C","N4E1",168,12
2557,"73","D","N4E1",165,12
2558,"73","E","N4E1",163,15
2559,"73","F","N4E1",164,9
2560,"73","G","N4E1",166,19
2561,"73","H","N4E1",169,19
2562,"78","73J","N4E1",170,16
2563,"73","K","N4E1",168,17
2564,"73","L","N4E1",168,15
2565,"73","M","N4E1",170,15
2566,"73","N","N4E1",167,16
2567,"76","NONE","N4E1",172,13
2568,"77","NONE","N4E1",172,18
2569,"73","P","N4E1",168,10
2570,"74","NONE","N4E1",169,6
2571,"75","NONE","N4E1",172,9
2572,"7","A","N4E1",172,4
2573,"8","NONE","N4E1",168,4
2574,"9","A","N4E1",164,4
2575,"9","B","N4E1",166,3
2576,"9","C","N4E1",161,4
2577,"72","E","N4E1",158,20
2578,"72","F","N4E1",160,20
2579,"72","H","N4E1",155,10
2580,"79","BC","N4E1",158,5
2581,"79","A&D","N4E1",83,4
2582,"80","NONE","N4E1",155,2
2583,"1","NONE","N3E1",139,24
2584,"9","NONE","N3E1",134,7
2585,"12","NONE","N3E1",143,5
2586,"13","NONE","N3E1",153,6
2587,"14","NONE","N3E1",107,47
2588,"16","NONE","N3E1",146,8
2589,"17","A","N3E1",140,3
2590,"17","B","N3E1",144,5
2591,"17","C","N3E1",135,5
2592,"18","NONE","N3E1",133,4
2593,"20","A","N3E1",140,43
2594,"20","B","N3E1",124,29
2595,"20","C","N3E1",158,33
2596,"20","D","N3E1",155,23
2597,"20","E","N3E1",156,25
2598,"20","F","N3E1",155,27
2599,"20","G","N3E1",154,25
2600,"20","H","N3E1",157,30
2601,"20","J","N3E1",155,30
2602,"20","K","N3E1",155,34
2603,"20","L","N3E1",156,38
2604,"20","M","N3E1",155,42
2605,"20","N","N3E1",152,42
2606,"20","P","N3E1",148,41
2607,"20","Q","N3E1",146,41
2608,"20","R","N3E1",143,41
2609,"20","S","N3E1",141,41
2610,"20","T","N3E1",140,41
2611,"20","UV","N3E1",138,41
2612,"20","W","N3E1",136,43
2613,"20","X","N3E1",133,41
2614,"20","Y","N3E1",131,41
2615,"20","Z","N3E1",129,41
2616,"20","A1","N3E1",127,41
2617,"20","B1","N3E1",125,41
2618,"20","C1","N3E1",122,40
2619,"20","D1","N3E1",122,42
2620,"20","E1","N3E1",124,38
2621,"20","F1","N3E1",124,24
2622,"21","NONE","N3E1",140,10
2623,"22","A","N3E1",138,38
2624,"22","B","N3E1",127,21
2625,"22","C","N3E1",153,24
2626,"22","D","N3E1",147,13
2627,"22","E","N3E1",133,12
2628,"24","NONE","N3E1",148,8
2629,"25","NONE","N3E1",111,16
2630,"65","NONE","N3E1",134,4
2631,"66","NONE","N3E1",138,2
2632,"67","NONE","N3E1",138,0
2633,"68","NONE","N3E1",140,0
2634,"69","NONE","N3E1",144,2
2635,"70","&71","N3E1",132,8
2636,"72","NONE","N3E1",130,6
2637,"73","NONE","N3E1",130,8
2638,"74","NONE","N3E1",146,5
2639,"75","NONE","N3E1",148,5
2640,"76","NONE","N3E1",146,8
2641,"77","NONE","N3E1",147,11
2642,"78","NONE","N3E1",146,9
2643,"79","&81","N3E1",148,3
2644,"2","A","N3E1",123,15
2645,"2","B","N3E1",120,19
2646,"2","C","N3E1",119,11
2647,"2","D","N3E1",119,15
2648,"2","E","N3E1",120,17
2649,"2","G-L","N3E1",124,17
2650,"2","ETC","N3E1",123,10
2651,"2","R","N3E1",121,15
2652,"2","T","N3E1",118,18
2653,"2","U","N3E1",116,14
2654,"2","V","N3E1",121,9
2655,"4","NONE","N3E1",127,6
2656,"5","A","N3E1",124,0
2657,"5","B","N3E1",123,4
2658,"5","C","N3E1",124,6
2659,"19","NONE","N3E1",132,4
2660,"44","NONE","N3E1",121,7
2661,"80","NONE","N3E1",125,7
2662,"6","A","N3E1",121,4
2663,"6","B","N3E1",122,0
2664,"7","A","N3E1",115,4
2665,"7","B","N3E1",113,0
2666,"7","C","N3E1",113,0
2667,"8","NONE","N3E1",131,11
2668,"10","NONE","N3E1",140,7
2669,"43","NONE","N3E1",118,3
2670,"15","A","N3E1",108,4
2671,"15","BCD","N3E1",110,3
2672,"15","E","N3E1",111,4
2673,"15","FGL","N3E1",108,4
2674,"15","HJK","N3E1",108,5
2675,"15","M","N3E1",106,3
2676,"15","N","N3E1",107,3
2677,"15","P","N3E1",105,4
2678,"15","Q","N3E1",110,4
2679,"26","NONE","N3E1",114,22
2680,"27","NONE","N3E1",110,20
2681,"28","NONE","N3E1",107,21
2682,"29","NONE","N3E1",109,23
2683,"30","B","N3E1",105,18
2684,"30","C","N3E1",105,15
2685,"30","A","N3E1",105,12
2686,"31","NONE","N3E1",105,9
2687,"32","&33","N3E1",107,10
2688,"34","A","N3E1",108,9
2689,"34","B","N3E1",110,7
2690,"34","C","N3E1",106,7
2691,"34","D","N3E1",108,6
2692,"34","E","N3E1",110,5
2693,"34","F","N3E1",106,5
2694,"35","NONE","N3E1",110,9
2695,"36","NONE","N3E1",110,10
2696,"37","NONE","N3E1",110,11
2697,"38","NONE","N3E1",114,9
2698,"39","NONE","N3E1",117,7
2699,"40","NONE","N3E1",112,7
2700,"41","NONE","N3E1",118,6
2701,"42","NONE","N3E1",114,5
2702,"23","N","N3E1",143,46
2703,"23","S","N3E1",127,46
2704,"45","A","N3E1",110,27
2705,"45","B","N3E1",112,25
2706,"45","C","N3E1",108,25
2707,"46","NONE","N3E1",124,-1
2708,"47","NONE","N3E1",113,0
2709,"48","NONE","N3E1",104,0
2710,"49","NONE","N3E1",106,27
2711,"50","NONE","N3E1",101,27
2712,"51","&52","N3E1",102,21
2713,"53","A","N3E1",101,42
2714,"53","B","N3E1",103,41
2715,"54","&55","N3E1",102,35
2716,"56","ETC","N3E1",109,41
2717,"57","NONE","N3E1",106,42
2718,"60","NONE","N3E1",115,41
2719,"61","NONE","N3E1",120,37
2720,"62","NONE","N3E1",134,2
2721,"63","NONE","N3E1",134,9
2722,"64","NONE","N3E1",127,3
2723,"11","NONE","N3E1",102,15
2724,"3","S","N3E1",98,0
2725,"3","N","N3E1",103,0
2726,"1","A","N2E1",67,4
2727,"1","B","N2E1",69,5
2728,"1","C","N2E1",72,4
2729,"1","D","N2E1",76,5
2730,"1","E","N2E1",79,4
2731,"1","F","N2E1",79,6
2732,"1","G","N2E1",82,4
2733,"1","H","N2E1",82,6
2734,"1","J","N2E1",81,3
2735,"1","K","N2E1",85,5
2736,"2","A","N2E1",65,3
2737,"2","C","N2E1",61,3
2738,"53","NONE","N2E1",73,6
2739,"15","NONE","N2E1",89,4
2740,"18","A","N2E1",89,8
2741,"18","B","N2E1",86,13
2742,"18","C","N2E1",85,8
2743,"18","D","N2E1",82,8
2744,"19","20A","N2E1",86,17
2745,"20","B","N2E1",83,17
2746,"23","NONE","N2E1",82,17
2747,"24","ETC","N2E1",78,17
2748,"25","NONE","N2E1",59,16
2749,"30","NONE","N2E1",82,10
2750,"16","&46","N2E1",90,10
2751,"8","NONE","N2E1",99,12
2752,"9","NONE","N2E1",100,10
2753,"10","NONE","N2E1",98,7
2754,"11","NONE","N2E1",95,7
2755,"12","NONE","N2E1",92,6
2756,"17","NONE","N2E1",89,10
2757,"22","NONE","N2E1",99,15
2758,"43","NONE","N2E1",95,16
2759,"44","&45","N2E1",91,15
2760,"47","A","N2E1",95,13
2761,"47","B","N2E1",92,9
2762,"47","C","N2E1",95,9
2763,"47","D","N2E1",98,10
2764,"13","NONE","N2E1",92,4
2765,"14","NONE","N2E1",95,4
2766,"26","NONE","N2E1",82,15
2767,"27","NONE","N2E1",81,14
2768,"28","-29","N2E1",81,12
2769,"31","NONE","N2E1",79,13
2770,"33","NONE","N2E1",75,16
2771,"35","A","N2E1",79,10
2772,"35","B","N2E1",76,13
2773,"35","C","N2E1",76,10
2774,"35","D","N2E1",73,9
2775,"36","&38","N2E1",72,17
2776,"37","&39","N2E1",72,15
2777,"40","NONE","N2E1",72,13
2778,"41","NONE","N2E1",70,13
2779,"52","A","N2E1",73,7
2780,"52","B","N2E1",78,7
2781,"54","NONE","N2E1",70,10
2782,"48","&51","N2E1",67,8
2783,"42","NONE","N2E1",68,17
2784,"49","NONE","N2E1",69,13
2785,"50","NONE","N2E1",67,13
2786,"55","NONE","N2E1",70,17
2787,"56","NONE","N2E1",90,1
2788,"2","B","N2E1",63,3
2789,"2","D","N2E1",60,4
2790,"3","NONE","N2E1",90,45
2791,"4","NONE","N2E1",87,46
2792,"5","NONE","N2E1",76,49
2793,"6","NONE","N2E1",64,47
2794,"7","A","N2E1",67,46
2795,"7","B","N2E1",67,42
2796,"7","C","N2E1",67,39
2797,"7","D","N2E1",69,39
2798,"7","E","N2E1",70,42
2799,"7","F","N2E1",70,45
2800,"7","G","N2E1",70,46
2801,"7","H","N2E1",70,48
2802,"7","JK","N2E1",68,48
2803,"130","NONE","N2E1",59,48
2804,"131","NONE","N2E1",60,46
2805,"132","NONE","N2E1",58,43
2806,"133","NONE","N2E1",59,41
2807,"133","P","N2E1",59,41
2808,"134","NONE","N2E1",61,39
2809,"135","NONE","N2E1",64,38
2810,"136","ETC","N2E1",63,42
2811,"139","NONE","N2E1",62,44
2812,"141","NONE","N2E1",63,49
2813,"142","A","N2E1",72,48
2814,"142","CP1","N2E1",73,43
2815,"142","CP2","N2E1",74,38
2816,"142","F","N2E1",74,48
2817,"142","H","N2E1",77,47
2818,"142","J&R","N2E1",78,46
2819,"142","M","N2E1",78,41
2820,"142","S","N2E1",73,37
2821,"142","T","N2E1",75,38
2822,"21","ETC","N2E1",98,21
2823,"73","NONE","N2E1",73,26
2824,"57","NONE","N2E1",77,23
2825,"58","A","N2E1",82,27
2826,"58","B","N2E1",82,25
2827,"58","C","N2E1",86,24
2828,"58","D","N2E1",82,20
2829,"59","NONE","N2E1",88,29
2830,"60","NONE","N2E1",88,27
2831,"61","NONE","N2E1",90,28
2832,"62","NONE","N2E1",90,27
2833,"63","NONE","N2E1",90,24
2834,"64","NS","N2E1",95,27
2835,"65","NONE","N2E1",94,24
2836,"66","NONE","N2E1",92,23
2837,"67","NONE","N2E1",90,22
2838,"68","NONE","N2E1",90,20
2839,"69","&70","N2E1",95,20
2840,"74","NONE","N2E1",73,22
2841,"75","NONE","N2E1",72,20
2842,"76","NONE","N2E1",70,21
2843,"77","NONE","N2E1",68,20
2844,"78","NONE","N2E1",68,22
2845,"79","NONE","N2E1",70,23
2846,"80","NONE","N2E1",69,25
2847,"81","NONE","N2E1",66,21
2848,"82","NONE","N2E1",65,18
2849,"83","NONE","N2E1",64,15
2850,"84","NONE","N2E1",65,13
2851,"85","NONE","N2E1",62,13
2852,"86","NONE","N2E1",65,10
2853,"87","NONE","N2E1",61,10
2854,"88","NONE","N2E1",65,8
2855,"89","NONE","N2E1",63,9
2856,"90","ETC","N2E1",62,6
2857,"91","NONE","N2E1",61,8
2858,"92","NONE","N2E1",61,6
2859,"95","NONE","N2E1",65,5
2860,"96","NONE","N2E1",63,0
2861,"97","&98","N2E1",60,15
2862,"99","NONE","N2E1",64,23
2863,"100","ETC","N2E1",69,29
2864,"101","-05","N2E1",52,30
2865,"106","-08","N2E1",54,6
2866,"109","NONE","N2E1",54,3
2867,"110","NONE","N2E1",56,2
2868,"111","NONE","N2E1",61,35
2869,"113","NONE","N2E1",65,32
2870,"114","NONE","N2E1",63,33
2871,"115","NONE","N2E1",65,34
2872,"116","NONE","N2E1",65,36
2873,"117","NONE","N2E1",66,36
2874,"118","WE","N2E1",68,33
2875,"119","NONE","N2E1",69,36
2876,"120","NONE","N2E1",70,32
2877,"121","NONE","N2E1",70,34
2878,"122","NONE","N2E1",72,30
2879,"123","NONE","N2E1",72,32
2880,"124","NONE","N2E1",72,34
2881,"125","NONE","N2E1",72,36
2882,"126","NONE","N2E1",74,30
2883,"127","NONE","N2E1",75,32
2884,"128","NONE","N2E1",78,32
2885,"129","NONE","N2E1",76,35
2886,"143","NONE","N2E1",81,31
2887,"144","NONE","N2E1",84,32
2888,"145","NONE","N2E1",82,35
2889,"146","-48","N2E1",80,41
2890,"149","-50","N2E1",82,46
2891,"151","NONE","N2E1",84,43
2892,"152","NONE","N2E1",84,40
2893,"153","ETC","N2E1",87,40
2894,"155","W","N2E1",88,32
2895,"155","E","N2E1",88,34
2896,"158","N","N2E1",95,40
2897,"158","S","N2E1",91,37
2898,"159","ETC","N2E1",93,35
2899,"164","NONE","N2E1",97,32
2900,"161","NONE","N2E1",95,34
2901,"165","NONE","N2E1",98,35
2902,"167","NONE","N2E1",90,49
2903,"168","NONE","N2E1",97,42
2904,"169","NONE","N2E1",86,28
2905,"170","NONE","N2E1",83,28
2906,"171","NONE","N2E1",78,28
2907,"172","NONE","N2E1",93,32
2908,"173","NONE","N2E1",81,1
2909,"174","NONE","N2E1",67,1
2910,"L 1","NONE","N2E1",52,29
2911,"L 2","NONE","N2E1",54,12
2912,"166","NONE","N2E1",81,49
2913,"1","A","N1E1",20,30
2914,"1","C","N1E1",20,15
2915,"1","D","N1E1",27,32
2916,"1","E","N1E1",13,32
2917,"1","F","N1E1",36,25
2918,"1","G","N1E1",20,38
2919,"1","H","N1E1",5,25
2920,"1","J","N1E1",21,6
2921,"1","K","N1E1",38,11
2922,"1","L","N1E1",38,16
2923,"1","M","N1E1",38,21
2924,"1","N","N1E1",38,26
2925,"1","P","N1E1",25,41
2926,"1","P1","N1E1",25,41
2927,"1","Q","N1E1",20,41
2928,"1","Q1","N1E1",20,41
2929,"1","R","N1E1",15,41
