"SSN","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","pitMisc","archaeoExcRest","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jaguey","erosion","silting","siteAlteration"
4337,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4338,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4339,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0
4340,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
4341,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0
4342,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4343,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,3
4344,3,0,0,0,0,0,3,0,0,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3
4345,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,3
4346,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4347,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4348,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4349,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4350,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4351,3,0,0,0,0,0,3,0,0,1,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
4352,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
4353,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4354,3,0,0,0,0,0,3,-1,-1,1,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
4355,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,3
4356,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4357,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,1,3,3
4358,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
4359,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4360,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3
4361,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,3,3
4362,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
4364,3,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
4365,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,3,3
4366,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,3,3
4367,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4368,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,3,0
4369,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4370,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4371,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4372,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4373,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4374,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4375,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4376,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,3,3
4377,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,3,3
4378,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4379,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4380,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4381,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4382,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4383,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4384,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,-1,0,0,0,0,3,0,0,0,1,3,0
4385,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4386,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4387,3,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,3,3
4388,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4389,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0
4390,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4391,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,3
4392,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4393,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4394,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4395,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4396,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,3
4397,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4398,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
4399,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0
4400,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4401,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0
4402,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,3,3
4403,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
4404,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
4405,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4406,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4407,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4408,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4409,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4410,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4411,3,0,0,0,0,3,0,3,0,1,3,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0
4412,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
4413,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3
4414,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4415,0,0,0,0,0,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4416,0,0,0,0,3,3,0,0,0,2,3,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,0
4417,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,2
4418,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4419,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
4420,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
4421,0,0,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4422,3,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,3,0,0,0,2,0,2,1,0,0,0,3,0
4423,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,3,3,0,0,2,0,2,0,0,0,1,2,3
4424,3,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1
4425,3,0,0,0,0,3,0,3,0,1,3,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0
4426,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3,4
4427,3,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,3,2
4428,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,3,1
4429,3,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,1,2,2,0,0,0,3,2
4430,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
4431,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,3,4
4432,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2
4433,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4434,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4435,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
4436,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,2
4437,3,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3,1
4438,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,1,4,2
4439,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,1,3,1
4440,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,1,3,2
4441,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
4442,3,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4443,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4444,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
4445,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
4446,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
4447,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3
4448,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,0
4449,0,0,0,0,0,3,0,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
4450,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
4451,3,0,0,0,3,3,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
4452,3,0,0,0,3,3,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
4453,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
4454,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0
4455,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4456,-1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4457,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4459,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4460,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
4461,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
4462,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4463,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4465,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4466,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
4468,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,3
4469,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4471,0,0,0,0,0,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4472,0,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4473,0,0,0,0,0,3,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4474,0,0,0,0,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4475,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4476,3,0,0,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0
4477,3,0,0,3,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
4478,0,0,0,3,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0
4479,0,0,0,3,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
4480,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4481,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4482,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4484,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4485,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4487,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4489,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4490,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4491,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4493,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4497,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4498,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
4500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4501,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,3,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4504,0,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4505,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4506,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4507,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
4508,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4509,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,3
4510,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0
4511,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4512,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0
4513,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4516,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
4518,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,-1
4520,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4521,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
4522,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,3
4523,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3
4524,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3
4525,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,3
4526,3,0,0,0,0,3,0,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2
4527,3,0,0,0,0,3,3,0,0,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,1
4528,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2
4529,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,3,3
4530,3,0,0,0,0,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,3
4531,0,0,0,0,0,3,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4532,0,0,0,0,0,3,0,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4533,1,0,0,0,0,3,3,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0
4534,2,0,0,0,0,0,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0
4535,3,0,0,0,0,3,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3
4536,0,0,0,0,0,4,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
4537,0,0,0,0,0,3,0,0,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2
4538,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,3
4539,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4540,0,0,0,0,1,0,3,0,2,1,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,3,3
4541,0,0,0,0,4,0,0,4,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,3
4542,0,0,0,4,0,0,0,4,0,2,5,0,0,0,0,0,4,4,0,0,0,0,0,2,0,0,1,3,4
4543,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,0,0,0,0,4,4,0,0,3,0,0,4,0,0,2,3,4
4544,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3
4545,1,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0
4546,0,0,0,0,0,0,0,0,4,-1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2
4547,0,0,0,0,0,0,0,0,4,-1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0
4548,0,0,0,0,0,0,3,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1
4549,0,0,0,0,0,0,0,0,3,-1,1,3,0,3,0,3,0,0,0,0,0,0,0,1,0,0,1,3,0
4550,0,0,0,4,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4
4551,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,3
4552,3,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3
4553,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,3
4554,3,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,2
4555,0,0,0,0,0,0,0,0,3,-1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3
4556,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3
4557,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4558,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
4559,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4560,0,0,0,0,3,0,0,0,3,2,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,3,0
4561,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
4562,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
