"SSN","midden","burials","height","slope","areaSite","areaStruct","lastBuildPhase","ceramicAbundance","intrusiveSherd"
1958,0,0,43,1,133,724,5,3,1
1959,0,0,42,1,164,1320,0,4,1
1960,0,0,99,1,324,2500,3,6,1
1961,0,0,99,1,336,1760,3,5,1
1962,0,0,99,1,312,2652,3,7,1
1963,0,0,46,1,70,576,3,5,1
1964,0,0,86,1,93,784,3,6,1
1965,0,0,76,1,90,756,5,6,1
1966,0,0,-1,1,600,-1,0,-1,-1
1967,0,0,38,1,40,418,5,6,1
1968,0,0,4,1,201,-1,0,-1,-1
1969,0,0,26,1,189,522,3,7,1
1970,0,0,17,1,56,555,0,1,1
1971,0,0,20,1,76,260,0,1,1
1972,0,0,36,1,54,396,5,3,1
1973,0,0,47,1,61,440,0,3,1
1974,0,0,27,1,19,100,0,-1,-1
1975,0,0,30,1,28,100,0,4,1
1976,0,0,0,1,32,540,0,1,1
1977,0,0,0,1,68,660,0,1,1
1978,0,0,27,1,35,120,5,5,1
1979,0,0,12,1,26,234,0,3,1
1980,0,0,17,1,104,832,0,3,1
1981,0,0,18,1,384,1720,5,5,1
1982,0,0,0,1,556,4464,5,-1,1
1983,0,0,20,1,48,240,0,2,1
1984,0,0,22,1,56,208,0,3,1
1985,0,0,0,1,108,528,0,-1,-1
1986,0,0,0,1,95,828,0,5,1
1987,0,0,31,1,53,504,0,3,1
1988,0,0,39,1,81,676,5,3,1
1989,0,0,28,1,136,2208,5,2,1
1990,0,0,27,1,96,580,5,5,1
1991,0,0,0,1,96,-1,0,1,1
1992,0,0,9,1,40,264,5,3,1
1993,0,0,11,1,27,273,0,3,1
1994,0,0,18,1,44,240,0,4,1
1995,0,0,8,1,85,756,0,3,1
1996,0,0,5,1,115,484,4,3,1
1997,0,0,22,1,170,1632,0,3,1
1998,0,0,5,1,33,288,0,3,1
1999,0,0,5,1,41,276,0,0,1
2000,0,0,9,1,30,300,0,3,1
2001,0,0,0,1,61,-1,0,1,1
2002,0,0,29,1,152,432,5,1,1
2003,0,0,0,1,50,456,5,1,1
2004,0,0,75,1,154,640,0,-1,-1
2005,0,0,65,1,105,688,0,-1,-1
2006,0,0,48,1,205,396,0,-1,-1
2007,0,0,54,1,59,462,0,-1,-1
2008,0,0,57,1,101,900,0,1,1
2009,0,0,9,1,83,672,0,5,1
2010,0,0,9,1,88,-1,0,5,1
2011,0,0,14,1,101,-1,5,5,1
2012,-1,-1,13,-1,144,-1,0,-1,-1
2013,0,-1,47,1,138,1080,0,-1,-1
2014,0,-1,34,1,600,540,0,-1,-1
2015,0,0,15,1,299,2160,4,4,1
2016,0,0,25,1,336,2732,4,1,1
2017,0,0,5,1,495,2432,4,4,1
2018,0,0,8,1,336,2376,4,5,1
2019,0,0,30,2,544,742,4,3,1
2020,0,0,9,1,116,854,4,7,1
2021,0,0,-1,1,74,-1,4,6,1
2022,0,0,-1,2,420,3544,0,1,1
2023,0,0,30,2,227,3660,4,6,1
2024,0,0,8,1,218,1980,4,4,1
2025,0,0,-1,1,238,1081,5,3,1
2026,0,0,-1,1,244,2112,4,4,1
2027,0,0,23,1,383,4060,4,7,1
2028,0,0,10,1,420,2808,4,9,1
2029,0,8,25,1,462,3534,4,7,1
2030,0,0,13,1,448,3944,5,7,1
2031,0,0,-1,1,390,3132,0,1,1
2032,0,0,-1,1,185,1800,0,4,1
2033,0,0,8,1,469,3534,4,5,1
2034,1,0,16,1,420,3672,5,5,1
2035,0,0,-1,1,420,2456,4,7,1
2036,0,0,17,1,257,2100,4,9,1
2037,0,0,12,1,445,3456,4,7,1
2038,0,0,35,1,761,5440,5,5,1
2039,0,0,-1,1,350,3082,4,7,1
2040,0,0,0,1,311,0,4,5,1
2041,0,0,20,1,529,4342,4,5,1
2042,0,0,-1,-1,26,-1,0,-1,-1
2043,-1,-1,-1,-1,37,-1,0,-1,-1
2044,0,0,19,1,854,5032,5,8,1
2045,0,0,10,1,91,792,5,6,1
2046,0,0,54,1,72,360,5,4,1
2047,0,0,9,1,96,1008,5,7,1
2048,0,0,17,1,82,-1,5,4,1
2049,0,0,19,1,40,200,5,-1,1
2050,0,0,27,1,36,384,5,6,1
2051,0,0,22,2,36,280,0,3,1
2052,0,0,14,2,87,722,0,5,1
2053,0,0,23,2,68,465,4,5,1
2054,0,0,24,1,78,252,4,-1,1
2055,0,0,17,2,70,216,0,-1,1
2056,0,0,9,2,169,1822,4,-1,1
2057,0,0,66,1,266,2009,4,4,1
2058,0,0,-1,1,26,288,4,-1,1
2059,0,0,13,1,32,256,4,-1,1
2060,0,0,3,1,114,783,4,5,1
2061,0,0,2,1,83,588,4,5,1
2062,0,0,0,1,226,2120,4,5,1
2063,0,0,5,1,165,1896,4,3,1
2064,0,0,4,1,241,1796,4,9,1
2065,0,0,8,1,316,2610,4,6,1
2066,0,0,31,1,426,2784,5,7,1
2067,0,0,47,1,34,224,4,9,1
2068,0,0,25,1,114,1076,4,5,1
2069,0,-1,8,1,144,868,0,-1,-1
2070,0,0,0,1,53,-1,4,1,1
2071,0,0,56,2,32,255,5,6,1
2072,0,0,12,2,39,-1,0,9,1
2073,0,8,38,2,130,1180,5,5,1
2074,0,0,37,2,89,890,5,6,1
2075,0,0,21,2,37,176,0,7,1
2076,0,0,33,2,22,240,5,7,1
2077,0,0,41,2,30,154,0,8,1
2078,0,0,30,2,28,140,5,9,1
2079,0,0,13,2,74,448,5,9,1
2080,0,0,38,2,24,160,0,8,1
2081,0,0,47,2,53,380,5,5,1
2082,0,0,17,2,57,342,5,7,1
2083,0,0,24,2,67,360,0,3,1
2084,0,0,35,2,51,462,0,3,1
2085,0,0,20,1,40,96,5,5,1
2086,0,0,34,1,49,384,5,3,1
2087,0,0,44,1,418,2388,5,6,1
2088,0,0,58,1,224,2064,5,4,1
2089,0,-1,60,1,62,399,0,-1,-1
2090,0,0,63,1,190,1280,0,3,1
2091,0,0,29,1,30,449,0,5,1
2092,0,0,52,1,64,722,0,5,1
2093,0,0,45,1,90,432,0,5,1
2094,0,0,8,1,95,800,0,4,1
2095,0,0,37,1,92,1104,0,2,1
2096,0,0,5,1,133,952,5,5,1
2097,0,0,0,1,97,-1,0,2,1
2098,0,0,19,1,390,3248,4,6,1
2099,0,0,20,1,225,1840,3,8,1
2100,0,0,0,1,816,-1,4,5,1
2101,0,0,3,1,143,-1,5,5,1
2102,0,0,9,1,209,1815,2,6,1
2103,0,0,0,1,253,-1,0,2,1
2104,0,0,24,1,409,3306,5,5,1
2105,0,0,23,1,395,3012,5,-1,1
2106,0,0,5,1,241,1829,0,4,1
2107,0,0,4,1,302,2464,5,4,1
2108,0,0,39,1,222,792,4,3,1
2109,0,0,65,1,330,1700,4,1,1
2110,0,0,39,1,277,792,4,1,1
2111,0,0,0,1,102,648,0,4,2
2112,0,-1,0,1,88,621,4,4,1
2113,0,8,19,1,671,4836,4,7,1
2114,0,0,0,1,260,-1,0,1,1
2115,0,8,15,1,221,1786,5,5,1
2116,0,0,10,1,89,1040,5,-1,1
2117,0,0,8,1,30,-1,5,7,1
2118,-1,-1,-1,-1,35,-1,0,-1,-1
2119,0,0,7,1,115,1152,0,-1,-1
2120,-1,-1,41,1,90,144,0,3,1
2121,0,0,32,1,54,234,0,3,1
2122,0,0,16,1,106,668,0,2,1
2123,0,0,11,1,74,511,0,2,1
2124,0,0,2,1,46,180,0,-1,-1
2125,0,0,24,1,44,180,0,3,1
2126,0,0,0,-1,44,180,0,-1,-1
2127,0,0,0,1,61,320,0,-1,-1
2128,0,0,30,1,46,280,1,3,1
2129,0,0,0,1,46,460,0,-1,-1
2130,0,0,0,-1,40,262,0,-1,-1
2131,0,0,9,1,156,1100,4,4,1
2132,0,0,5,1,46,442,5,5,1
2133,0,0,5,1,78,-1,5,1,1
2134,0,0,9,1,142,-1,5,4,1
2135,0,0,17,1,62,494,0,4,1
2136,0,0,16,1,63,288,0,5,1
2137,0,0,-1,1,41,-1,0,-1,1
2138,0,0,-1,1,99,185,0,5,1
2139,0,0,-1,1,24,162,0,1,1
2140,0,0,2,1,30,156,0,1,1
2141,0,0,25,1,128,552,5,5,1
2142,0,0,19,1,55,432,0,5,1
2143,0,0,-1,1,76,168,0,3,1
2144,0,0,-1,1,84,352,3,3,1
2145,0,0,21,1,81,145,5,7,1
2146,0,0,-1,1,210,2016,0,3,1
2147,0,0,-1,1,133,-1,0,3,1
2148,0,0,-1,1,139,1224,5,8,1
2149,0,0,-1,1,101,748,5,5,1
2150,0,0,-1,1,100,-1,0,-1,-1
2151,0,0,-1,1,186,852,5,7,1
2152,0,0,-1,1,57,646,5,3,1
2153,0,0,-1,1,79,-1,0,3,1
2154,0,0,-1,1,232,1269,0,3,1
2155,0,0,-1,1,62,624,0,3,1
2156,0,0,-1,1,29,288,0,2,1
2157,0,0,-1,1,61,-1,0,-1,-1
2158,0,0,-1,1,86,528,0,3,1
2159,0,0,-1,1,57,-1,0,2,1
2160,0,0,-1,1,78,466,0,3,1
2161,0,0,-1,1,52,240,0,1,1
2162,0,0,-1,1,28,276,0,1,1
2163,0,0,-1,1,53,348,0,3,1
2164,0,0,-1,1,48,446,0,2,1
2165,0,0,34,1,84,840,0,-1,-1
2166,0,0,-1,1,149,1942,5,6,1
2167,0,0,-1,1,113,1035,0,3,1
2168,0,0,-1,1,103,-1,5,3,1
2169,0,0,-1,1,269,1550,0,5,1
2170,0,0,-1,1,42,894,0,1,1
2171,0,0,-1,1,38,-1,0,3,1
2172,0,0,-1,1,66,494,0,1,1
2173,0,0,-1,1,74,-1,0,3,1
2174,0,0,-1,1,23,252,0,1,1
2175,0,0,-1,1,83,-1,0,3,1
2176,0,0,20,1,375,3240,5,5,1
2177,0,0,20,1,17,680,4,5,1
2178,0,0,0,1,95,-1,4,3,1
2179,0,0,3,1,308,1991,4,5,1
2180,0,0,5,1,500,3960,4,4,1
2181,0,0,5,1,307,2128,4,3,1
2182,0,0,0,1,348,3024,4,4,1
2183,0,0,-1,1,364,3083,4,3,1
2184,0,0,10,1,492,5928,5,5,1
2185,0,0,12,1,563,4805,0,1,1
2186,0,0,5,1,95,800,0,4,1
2187,0,0,18,1,211,1170,0,3,1
2188,0,0,2,1,610,-1,0,-1,-1
2189,0,0,0,1,541,4449,5,4,1
2190,0,0,35,1,554,2670,4,4,1
2191,0,0,25,1,125,720,0,4,1
2192,0,0,3,1,348,2376,0,1,1
2193,0,0,-1,1,76,504,4,5,1
2194,0,0,-1,1,103,960,5,5,1
2195,0,0,-1,1,90,-1,0,1,1
2196,0,0,13,1,363,3755,4,9,1
2197,0,0,0,1,44,-1,0,-1,-1
2198,0,0,11,1,172,1227,4,5,1
2199,0,0,8,1,120,-1,5,5,1
2200,0,0,18,1,128,1120,4,6,1
2201,0,0,18,1,112,-1,0,-1,-1
2202,0,0,-1,1,172,1418,0,-1,1
2203,0,0,7,1,339,2816,4,8,1
2204,0,0,-1,1,143,768,5,7,1
2205,0,0,-1,1,174,1095,6,4,1
2206,0,0,-1,1,167,1472,5,9,1
2207,0,0,-1,1,105,-1,0,1,1
2208,0,0,-1,1,64,432,5,6,1
2209,0,0,-1,1,213,1564,5,7,1
2210,0,0,-1,1,64,384,0,1,1
2211,0,0,-1,1,105,714,0,5,1
2212,0,0,-1,1,61,-1,0,1,1
2213,0,0,-1,1,690,4802,5,7,1
2214,0,0,-1,1,259,1848,4,8,1
2215,0,0,-1,1,51,360,5,7,1
2216,0,0,-1,1,62,-1,0,5,1
2217,0,0,-1,1,266,2486,5,7,1
2218,0,0,-1,1,170,1408,5,6,1
2219,0,0,-1,1,86,544,5,4,1
2220,0,0,-1,1,30,304,0,3,1
2221,0,0,-1,1,95,510,0,3,1
2222,0,0,-1,1,72,-1,0,1,1
2223,0,0,-1,1,40,320,0,3,1
2224,0,0,-1,1,62,484,0,3,1
2225,0,0,-1,1,126,-1,0,1,1
2226,0,0,-1,1,26,224,0,3,1
2227,0,0,-1,1,55,480,0,3,1
2228,0,0,-1,1,44,420,0,3,1
2229,0,0,-1,1,1472,-1,5,6,1
2230,0,0,15,1,29,198,0,-1,-1
2231,0,0,-1,1,24,176,4,1,1
2232,0,0,0,1,9,165,0,-1,-1
2233,0,0,10,1,33,388,0,-1,-1
2234,0,0,-1,1,10,0,0,1,1
2235,0,0,15,1,25,240,5,5,1
2236,0,0,9,1,84,1666,5,4,1
2237,0,0,-1,1,65,440,4,5,1
2238,0,0,10,1,56,-1,0,-1,-1
2239,0,0,0,-1,270,-1,0,-1,-1
2240,0,0,0,1,25,-1,0,-1,-1
2241,0,0,0,-1,28,-1,0,-1,-1
2242,0,0,0,-1,20,208,0,-1,-1
2243,0,0,0,-1,36,318,0,-1,-1
2244,0,0,4,1,489,4396,5,3,1
2245,0,0,0,1,434,4448,5,5,1
2246,0,0,15,1,2027,-1,4,5,1
2247,3,0,0,0,404,-1,5,8,1
2248,0,0,0,0,126,-1,0,1,1
2249,0,0,0,0,124,-1,5,7,1
2250,0,0,5,2,480,2304,5,3,1
2251,0,0,5,0,237,-1,5,5,1
2252,0,0,20,0,951,4992,5,7,1
2253,0,0,0,0,165,-1,5,5,1
2254,0,0,0,0,259,1722,5,6,1
2255,0,0,0,1,488,-1,5,3,1
2256,0,0,0,0,1425,9999,5,1,1
2257,0,0,20,0,459,2072,5,5,1
2258,0,0,0,0,208,1728,5,3,1
2259,0,0,15,0,330,1218,5,6,1
2260,0,0,0,1,214,2704,5,7,1
2261,0,0,0,0,968,6873,5,6,1
2262,0,-1,0,-1,965,5856,0,-1,-1
2263,0,0,0,0,846,5558,0,6,1
2264,0,0,0,0,482,2622,0,1,1
2265,0,0,0,0,267,1800,0,-1,1
2266,0,0,10,0,1000,3599,5,-1,1
2267,0,0,26,0,420,3580,4,7,1
2268,0,0,23,0,340,2670,5,5,1
2269,0,0,13,0,160,1055,5,3,1
2270,0,0,10,0,542,3912,4,5,1
2271,0,0,13,0,664,4145,5,6,1
2272,0,0,17,0,487,3312,5,7,1
2273,0,0,10,0,230,2016,5,5,1
2274,0,0,0,0,172,-1,5,2,1
2275,0,0,0,0,175,693,0,-1,1
2276,0,0,15,0,363,2418,4,5,1
2277,0,0,18,0,394,2700,4,5,1
2278,0,0,0,0,381,2700,5,5,1
2279,0,0,0,0,444,2422,0,3,1
2280,0,0,0,0,121,-1,4,2,1
2281,0,0,15,0,466,2728,0,4,1
2282,0,0,7,0,446,3669,5,5,1
2283,0,0,10,0,241,1961,5,6,1
2284,0,0,17,0,336,2808,4,5,1
2285,0,0,25,0,450,3224,5,5,1
2286,0,-1,0,1,577,-1,0,3,-1
2287,0,-1,0,1,832,-1,0,1,-1
2288,0,0,-1,1,250,0,3,7,1
2289,0,0,-1,1,460,0,0,3,1
2290,0,0,-1,1,605,0,3,3,1
2291,0,0,-1,1,406,0,0,3,1
2292,0,0,-1,1,472,0,2,4,1
2293,0,0,-1,1,1600,-1,0,3,1
2294,0,0,-1,1,388,-1,0,7,1
2295,0,0,-1,1,177,-1,0,7,1
2296,0,0,-1,1,400,-1,3,1,1
2297,0,0,-1,1,315,-1,3,3,1
2298,0,0,-1,1,840,-1,0,3,1
2299,0,0,-1,1,450,-1,0,3,1
2300,0,0,-1,1,550,-1,0,3,1
2301,0,0,-1,1,68,0,0,1,1
2302,0,0,-1,1,110,-1,0,5,1
2303,0,0,-1,1,128,-1,0,5,1
2304,0,0,-1,1,118,-1,0,3,1
2305,0,0,-1,1,308,-1,0,3,1
2306,0,0,-1,1,1039,-1,0,7,1
2307,0,0,-1,1,23,-1,0,5,1
2308,0,0,-1,1,193,-1,0,5,1
2309,0,0,-1,1,900,-1,4,7,1
2310,0,-1,0,1,429,-1,1,5,0
2311,0,-1,0,-1,621,-1,0,2,-1
2312,0,-1,0,-1,504,-1,0,2,-1
2313,0,-1,0,-1,692,-1,0,2,-1
2314,0,-1,0,-1,896,-1,0,2,-1
2315,0,0,-1,1,560,-1,0,4,1
2316,0,0,-1,1,900,-1,0,3,1
2317,0,0,-1,1,550,-1,0,3,1
2318,0,0,-1,1,840,-1,3,2,1
2319,0,0,-1,1,210,-1,0,1,1
2320,0,0,-1,1,210,-1,1,5,1
2321,0,0,0,-1,316,0,0,3,1
2322,0,0,0,1,440,-1,0,-1,1
2323,0,0,0,1,592,4131,4,6,1
2324,0,0,0,1,772,0,0,3,1
2325,0,0,0,1,244,1444,4,5,1
2326,0,0,19,1,418,3050,6,5,1
2327,0,8,0,1,240,4464,3,7,1
2328,0,8,10,1,190,4828,3,7,1
2329,0,0,0,1,450,-1,5,7,1
2330,0,0,0,1,644,-1,6,3,1
2331,0,0,0,1,301,-1,6,3,1
2332,0,0,0,1,244,0,6,3,1
2333,0,0,0,1,348,-1,6,3,1
2334,0,0,10,1,1344,7276,6,7,1
2335,0,8,10,1,810,7298,5,7,1
2336,0,0,7,1,700,4272,5,9,1
2337,0,0,0,1,372,0,5,3,1
2338,0,0,0,1,442,-1,0,-1,2
2339,0,0,0,1,360,-1,0,1,2
2340,0,0,0,1,503,-1,0,1,1
2341,0,0,0,1,48,-1,0,-1,-1
2342,0,0,26,1,720,7081,4,4,1
2343,0,0,-1,1,80,613,4,1,1
2344,0,0,5,1,185,-1,0,1,1
2345,0,0,-1,1,111,1170,0,1,1
2346,0,0,0,1,127,1112,0,1,1
2347,0,0,5,1,40,336,0,5,1
2348,0,0,3,1,320,-1,2,6,1
2349,0,0,0,1,407,-1,0,1,1
2350,0,0,11,1,19,-1,2,1,1
2351,0,0,36,1,279,2808,4,5,1
2352,0,0,14,1,194,1934,3,9,1
2353,0,0,2,1,56,-1,0,1,1
2354,0,0,4,1,104,816,0,3,1
2355,0,-1,10,1,42,-1,0,-1,-1
2356,0,0,12,1,184,1564,0,3,1
2357,0,0,55,1,129,960,5,5,1
2358,0,0,19,1,48,360,0,5,1
2359,0,0,15,1,151,792,4,5,1
2360,0,0,6,1,58,-1,2,7,1
2361,0,0,21,1,166,480,0,5,1
2362,0,0,15,1,92,672,0,6,1
2363,0,0,0,1,144,-1,0,1,1
2364,0,0,9,1,46,32,3,6,1
2365,0,0,13,1,90,624,0,1,1
2366,0,0,9,1,182,84,0,1,1
2367,0,0,8,1,83,-1,0,-1,-1
2368,0,0,-1,1,117,-1,0,1,1
2369,0,0,9,1,34,208,0,1,1
2370,0,0,0,1,500,-1,0,3,1
2371,0,0,4,1,16,132,0,1,1
2372,0,0,0,1,215,-1,0,1,1
2373,0,0,0,1,314,-1,0,3,1
2374,0,0,5,1,90,792,0,3,1
2375,0,0,0,1,330,2106,4,4,1
2376,0,0,5,1,181,1656,5,4,1
2377,0,0,15,1,2006,7772,5,7,1
2378,0,0,3,1,654,4940,4,5,1
2379,0,0,8,1,720,5784,4,6,1
2380,0,0,5,1,100,620,0,3,1
2381,0,0,4,1,189,1332,0,1,1
2382,0,0,0,1,229,-1,0,1,1
2383,0,0,-1,1,187,-1,0,1,1
2384,0,0,99,1,1769,9999,3,6,1
2385,0,0,99,1,221,1600,0,3,1
2386,0,0,20,1,37,352,0,1,1
2387,0,0,86,1,172,1173,3,6,1
2388,0,0,11,1,260,204,0,5,1
2389,0,0,42,1,93,624,0,6,1
2390,0,0,27,1,55,324,3,-1,1
2391,0,0,5,1,55,-1,0,7,1
2392,0,0,22,1,92,924,0,1,1
2393,0,0,0,1,148,-1,0,1,1
2394,0,0,8,1,124,630,0,3,1
2395,0,0,12,1,33,-1,0,1,1
2396,0,0,0,1,63,-1,0,1,1
2397,0,0,4,1,65,-1,0,3,1
2398,0,-1,0,1,64,-1,0,-1,-1
2399,0,0,9,1,42,360,0,1,1
2400,0,0,4,1,48,324,0,3,1
2401,0,0,12,1,79,465,0,1,1
2402,0,0,24,1,31,196,0,3,1
2403,0,-1,0,1,93,1360,0,-1,-1
2404,0,0,9,1,13,-1,0,1,1
2405,0,0,11,1,74,612,0,1,1
2406,0,0,9,1,20,-1,0,1,1
2407,0,0,7,1,89,888,0,3,1
2408,0,0,6,1,36,308,0,1,1
2409,0,0,64,1,245,1406,3,6,1
2410,0,0,74,1,308,2484,5,6,1
2411,0,0,65,1,160,1484,3,5,1
2412,0,0,11,1,74,528,0,5,1
2413,0,0,22,1,102,684,0,4,1
2414,0,0,5,1,13,320,0,1,1
2415,0,0,14,1,144,240,0,3,1
2416,0,0,7,1,126,550,3,5,1
2417,0,0,10,1,72,287,0,3,1
2418,0,0,8,1,30,216,0,1,1
2419,0,0,0,1,156,-1,0,3,1
2420,0,0,-1,1,122,1020,0,1,1
2421,0,-1,0,1,54,-1,0,-1,-1
2422,0,0,0,1,36,-1,0,3,1
2423,0,0,7,1,54,206,0,3,1
2424,0,0,14,1,20,160,0,3,1
2425,0,0,23,1,122,714,0,3,1
2426,0,0,0,1,606,-1,3,5,1
2427,0,0,22,1,172,1440,3,5,1
2428,0,0,0,1,114,-1,0,3,1
2429,0,0,23,1,86,644,0,5,1
2430,0,0,20,1,123,620,0,3,1
2431,0,0,11,1,62,294,0,1,1
2432,0,0,5,1,87,552,0,1,1
2433,0,0,0,1,63,-1,0,-1,-1
2434,0,0,0,1,433,-1,0,1,1
2435,0,0,99,1,120,1173,0,1,1
2436,0,0,66,1,105,729,0,4,1
2437,0,0,9,1,39,256,0,1,1
2438,0,0,9,1,174,1224,0,5,1
2439,0,0,0,1,172,1926,0,-1,1
2440,0,0,13,1,163,816,0,3,1
2441,0,0,13,1,38,482,0,5,1
2442,0,0,2,1,72,768,0,1,1
2443,0,0,13,1,78,-1,0,3,1
2444,0,0,84,1,180,1190,3,-1,1
2445,0,0,60,1,122,812,0,5,1
2446,0,0,22,1,75,514,0,1,1
2447,0,0,20,1,175,1144,0,3,1
2448,0,0,24,1,160,1000,0,3,1
2449,0,0,23,1,54,320,0,3,1
2450,0,0,96,1,211,1520,0,3,1
2451,0,0,11,1,130,1190,0,3,1
2452,0,-1,98,1,84,900,0,-1,-1
2453,0,-1,83,1,75,812,0,-1,-1
2454,0,-1,62,1,45,451,0,-1,-1
2455,0,-1,52,1,29,256,0,-1,-1
2456,0,-1,45,1,22,140,0,-1,-1
2457,0,0,11,1,118,-1,0,6,1
2458,-1,-1,8,1,175,-1,3,5,1
2459,0,0,11,1,14,121,0,3,1
2460,0,0,12,1,114,893,4,5,1
2461,0,0,27,1,273,-1,3,6,1
2462,0,0,12,1,78,676,4,5,1
2463,0,0,17,1,70,-1,3,7,1
2464,0,0,29,1,43,315,4,7,1
2465,0,0,28,1,166,1078,4,6,1
2466,-1,-1,-1,-1,166,-1,0,-1,-1
2467,0,0,25,1,34,264,0,7,1
2468,0,0,29,1,50,462,4,7,1
2469,0,0,39,1,78,460,4,7,1
2470,0,0,33,1,59,440,4,7,1
2471,-1,-1,0,1,158,-1,0,3,1
2472,0,0,3,1,22,240,0,5,1
2473,0,0,0,1,50,-1,0,2,1
2474,0,0,10,1,39,300,0,5,1
2475,0,0,35,1,90,676,4,7,1
2476,0,0,39,1,102,624,4,7,1
2477,0,0,44,1,87,572,4,6,1
2478,0,0,42,1,78,600,4,7,1
2479,0,0,4,1,70,120,0,4,1
2480,0,0,10,1,42,156,0,5,1
2481,0,0,10,1,38,161,0,3,1
2482,0,0,7,1,33,345,0,5,1
2483,0,0,5,1,16,-1,0,3,1
2484,0,0,-1,1,14,-1,4,-1,1
2485,0,0,20,1,44,221,4,6,1
2486,0,0,21,1,13,120,4,7,1
2487,0,0,9,1,268,-1,4,4,1
2488,0,0,0,1,25,144,0,4,1
2489,-1,-1,-1,-1,228,-1,0,-1,-1
2490,0,0,6,1,37,224,4,6,1
2491,0,0,15,1,22,264,0,4,1
2492,0,0,16,1,23,136,0,4,1
2493,0,0,3,1,53,-1,0,3,1
2494,0,0,20,1,200,1488,3,6,1
2495,0,0,24,1,79,396,3,5,1
2496,0,0,22,1,32,216,0,3,1
2497,0,0,18,1,40,360,0,3,1
2498,0,0,17,1,46,378,4,5,1
2499,0,0,15,1,17,184,3,7,1
2500,0,0,13,1,30,160,0,-1,1
2501,0,0,13,1,27,168,0,3,1
2502,0,0,5,1,14,72,0,3,1
2503,0,0,4,1,32,384,0,3,1
2504,-1,-1,5,1,32,190,0,5,1
2505,0,0,32,1,185,1721,0,4,1
2506,0,0,59,1,151,1054,0,3,1
2507,0,0,11,1,103,774,0,5,1
2508,0,0,20,1,420,3422,0,7,1
2509,0,-1,42,1,47,468,0,-1,1
2510,0,-1,2,0,38,306,0,-1,-1
2511,0,0,16,1,231,1880,0,1,1
2512,0,0,0,1,627,-1,0,3,1
2513,0,0,26,1,60,720,0,3,1
2514,0,-1,16,1,69,510,0,-1,-1
2515,-1,-1,4,1,78,-1,0,3,1
2516,0,0,0,1,288,-1,0,1,1
2517,0,0,5,1,164,-1,4,7,1
2518,0,0,4,1,40,400,0,1,1
2519,0,0,20,1,50,-1,0,3,1
2520,0,0,21,1,20,-1,0,3,1
2521,-1,-1,19,1,-1,484,0,-1,-1
2522,0,0,0,1,94,-1,0,3,1
2523,0,0,8,1,49,-1,0,5,1
2524,0,0,0,1,747,-1,0,1,1
2525,0,0,6,1,78,780,0,6,1
2526,0,0,6,1,48,493,0,-1,1
2527,0,0,3,1,25,238,0,3,1
2528,0,0,5,1,17,156,0,1,1
2529,0,0,5,1,315,-1,3,5,1
2530,0,0,16,1,32,-1,0,5,1
2531,0,0,7,1,264,-1,0,3,1
2532,0,-1,6,1,30,-1,0,-1,1
2533,0,0,0,1,115,-1,0,1,1
2534,0,-1,3,1,10,-1,0,-1,-1
2535,0,0,0,1,190,-1,0,5,1
2536,0,0,-1,1,185,2128,0,3,1
2537,0,0,0,1,144,1368,0,3,1
2538,0,0,-1,1,360,3168,0,3,1
2539,0,0,0,1,210,1960,0,3,1
2540,0,0,-1,1,141,1406,0,6,1
2541,0,0,0,1,271,-1,0,1,1
2542,0,0,-1,1,137,1260,0,5,1
2543,0,-1,0,1,210,-1,0,-1,1
2544,0,0,0,1,224,-1,0,7,1
2545,0,0,-1,1,90,696,5,7,1
2546,0,0,0,1,50,-1,0,-1,-1
2547,0,0,0,1,280,-1,4,5,1
2548,0,0,-1,1,98,560,4,6,1
2549,0,0,-1,1,148,357,6,6,1
2550,0,0,-1,1,274,300,4,7,1
2551,0,0,-1,1,142,960,4,7,1
2552,0,-1,-1,1,58,320,0,-1,-1
2553,-1,-1,-1,1,182,-1,0,-1,1
2554,0,0,76,1,159,1089,3,7,1
2555,0,0,46,1,80,480,0,3,1
2556,0,0,46,1,62,396,0,-1,1
2557,-1,-1,16,1,93,784,2,3,1
2558,0,-1,4,1,106,-1,0,-1,1
2559,0,-1,0,1,347,-1,0,-1,-1
2560,0,0,2,1,99,667,0,3,1
2561,0,0,4,1,81,560,0,1,1
2562,0,0,17,1,67,448,0,1,1
2563,0,0,1,1,19,187,0,1,1
2564,0,0,3,1,36,165,0,1,1
2565,0,-1,-1,1,32,-1,0,-1,1
2566,0,-1,-1,1,7,-1,0,-1,-1
2567,0,0,18,1,76,672,5,6,1
2568,0,-1,34,1,190,-1,0,-1,1
2569,0,0,16,1,107,-1,3,5,1
2570,0,0,62,1,114,2080,4,7,1
2571,0,0,52,1,158,576,3,5,1
2572,0,0,63,1,90,448,0,1,1
2573,0,0,60,1,66,232,0,1,1
2574,0,0,75,1,112,1088,5,3,1
2575,0,0,60,1,44,420,0,3,1
2576,0,0,45,1,44,468,0,3,1
2577,0,0,-1,1,22,209,0,3,1
2578,0,0,-1,1,54,-1,0,3,1
2579,0,0,-1,1,84,600,0,5,1
2580,0,0,30,1,151,1200,5,7,1
2581,0,0,62,0,107,952,0,-1,-1
2582,0,-1,62,1,24,240,0,-1,-1
2583,0,0,99,1,1274,9999,3,4,1
2584,0,0,63,1,46,624,5,6,1
2585,0,0,2,1,10,110,0,3,1
2586,0,0,18,1,510,8100,5,6,1
