"SSN","collectionYear","collectionQuarter","analysisYear","analysisQuarter"
3852,62,2,69,3
3853,62,4,69,3
3854,62,4,62,4
3855,62,4,67,1
3856,63,3,71,4
3857,62,4,62,4
3858,63,3,67,1
3859,63,3,67,1
3860,63,3,67,1
3861,63,3,67,1
3862,63,3,67,1
3863,62,4,63,4
3864,62,4,63,4
3865,62,4,-1,-1
3866,63,3,63,4
3867,62,4,65,3
3868,63,3,67,1
3869,63,3,67,1
3870,63,3,67,1
3871,63,3,-1,-1
3872,63,3,67,1
3873,64,4,64,4
3874,62,4,68,1
3875,65,4,67,1
3876,62,4,67,1
3877,63,3,-1,-1
3878,62,4,67,1
3879,62,4,67,1
3880,62,4,67,2
3881,62,4,67,2
3882,62,4,67,1
3883,62,4,67,2
3884,62,4,67,2
3885,62,4,67,2
3886,62,4,67,2
3887,62,4,67,1
3888,62,4,67,1
3889,62,4,67,1
3890,62,4,67,2
3891,62,4,67,2
3892,62,4,67,2
3893,62,4,67,2
3894,62,4,67,2
3895,62,4,67,2
3896,62,4,67,2
3897,62,4,67,2
3898,62,4,67,2
3899,62,4,67,2
3900,62,4,67,2
3901,62,4,67,2
3902,62,4,67,2
3903,62,4,67,2
3904,66,1,66,1
3905,66,1,66,1
3906,66,1,66,1
3907,66,1,66,1
3908,66,1,66,1
3909,66,1,66,1
3910,66,1,66,1
3911,66,1,66,1
3912,66,1,66,1
3913,66,1,66,1
3914,66,1,66,1
3915,63,1,69,3
3916,63,1,63,1
3917,66,1,66,1
3918,66,1,66,1
3919,66,1,66,1
3920,66,1,66,1
3921,66,1,66,1
3922,66,1,66,1
3923,66,1,66,1
3924,66,1,66,1
3925,66,1,66,1
3926,66,1,66,1
3927,66,1,66,1
3928,66,1,66,1
3929,66,1,66,1
3930,66,1,66,1
3931,66,1,66,1
3932,66,1,66,1
3933,66,1,66,1
3934,66,1,66,1
3935,66,1,66,1
3936,66,1,66,1
3937,66,1,66,1
3938,66,1,66,1
3939,66,1,66,1
3940,66,1,66,1
3941,66,1,66,1
3942,66,1,66,1
3943,66,1,66,1
3944,66,1,66,1
3945,63,3,63,3
3946,66,1,66,1
3947,66,1,66,1
3948,66,1,66,1
3949,66,1,66,1
3950,66,1,66,1
3951,66,1,65,1
3952,66,1,66,1
3953,66,1,66,1
3954,66,1,66,1
3955,66,1,66,1
3956,66,1,66,1
3957,66,1,66,1
3958,66,1,66,1
3959,66,1,66,1
3960,66,1,66,1
3961,66,1,66,1
3962,66,1,66,1
3963,66,1,66,1
3964,66,1,66,1
3965,66,1,66,1
3966,66,1,66,1
3967,66,1,66,1
3968,66,1,66,1
3969,66,1,66,1
3970,66,1,66,1
3971,66,1,66,1
3972,66,1,66,1
3973,66,2,66,2
3974,66,1,66,1
3975,66,1,66,1
3976,66,1,66,1
3977,66,1,66,1
3978,66,1,66,1
3979,66,1,66,1
3980,66,1,66,1
3981,66,2,66,2
3982,66,2,66,2
3983,66,2,66,2
3984,66,2,66,2
3985,66,2,66,2
3986,66,2,66,2
3987,66,2,66,2
3988,66,2,66,2
3989,66,2,66,2
3990,66,2,66,2
3991,66,2,66,2
3992,66,2,66,2
3993,67,4,67,4
3994,67,4,67,4
3995,67,4,67,4
3996,67,4,67,4
3997,67,4,67,4
3998,67,4,67,4
3999,67,4,67,4
4000,62,4,62,4
4001,66,4,66,4
4002,66,1,66,1
4003,66,1,66,1
4004,66,1,66,1
4005,66,4,66,4
4006,66,1,66,1
4007,62,4,70,2
4008,62,4,62,4
4009,62,4,62,4
4010,65,4,65,4
4011,66,1,66,1
4012,66,1,66,1
4013,66,1,66,1
4014,66,1,66,1
4015,66,1,66,1
4016,66,1,66,1
4017,66,1,66,1
4018,66,1,66,1
4019,66,1,66,1
4020,66,1,66,1
4021,66,1,66,1
4022,66,1,66,1
4023,66,1,66,1
4024,65,4,65,4
4025,66,1,65,1
4026,66,1,66,1
4027,66,1,66,1
4028,66,1,66,1
4029,66,1,66,1
4030,66,1,66,1
4031,66,1,66,1
4032,66,1,66,1
4033,66,4,66,1
4034,66,1,66,1
4035,66,1,66,1
4036,66,1,66,1
4037,62,4,69,3
4038,65,4,65,4
4039,62,4,70,2
4040,66,1,66,1
4041,66,1,66,1
4042,66,1,66,1
4043,66,1,66,1
4044,66,1,66,1
4045,66,1,66,1
4046,66,1,66,1
4047,66,1,66,1
4048,66,1,66,1
4049,66,1,66,1
4050,66,1,66,1
4051,62,4,70,2
4052,62,4,-1,-1
4053,66,1,66,1
4054,64,2,71,4
4055,64,2,71,4
4056,64,2,71,4
4057,64,2,71,4
4058,64,2,71,4
4059,64,2,71,4
4060,64,2,70,1
4061,70,1,70,1
4062,65,4,65,4
4063,67,4,67,4
4064,67,4,67,4
4065,67,4,67,4
4066,67,4,67,4
4067,67,4,67,4
4068,67,4,67,4
4069,67,4,67,4
4070,67,4,67,4
4071,67,4,67,4
4072,67,4,67,4
4073,67,4,67,4
4074,67,4,67,4
4075,67,4,67,4
4076,64,2,67,4
4077,67,4,67,4
4078,67,4,67,4
4079,67,4,67,4
4080,67,4,67,4
4081,67,4,67,4
4082,67,4,67,4
4083,65,4,-1,-1
4084,65,4,65,4
4085,67,4,67,4
4086,67,4,67,4
4087,65,4,65,4
4088,-1,-1,-1,-1
4089,65,4,65,4
4090,65,4,65,4
4091,65,4,65,4
4092,67,4,71,1
4093,67,4,71,1
4094,65,4,65,4
4095,65,4,65,4
4096,65,4,65,4
4097,65,4,65,4
4098,65,4,65,4
4099,65,4,65,4
4100,66,1,66,1
4101,66,1,66,1
4102,66,1,66,1
4103,66,1,66,1
4104,66,1,66,1
4105,66,1,66,1
4106,66,1,66,1
4107,66,1,66,1
4108,66,1,66,1
4109,66,1,66,1
4110,66,1,66,1
4111,66,1,66,1
4112,66,1,66,1
4113,66,1,66,1
4114,64,2,69,4
4115,64,2,69,4
4116,64,2,69,4
4117,64,2,69,4
4118,64,2,69,4
4119,64,2,69,4
4120,65,4,65,4
4121,64,3,69,4
4122,64,3,69,4
4123,65,4,65,4
4124,65,4,65,4
4125,65,4,65,4
4126,65,4,65,4
4127,65,4,65,4
4128,65,4,65,4
4129,65,4,65,4
4130,65,4,65,4
4131,65,4,65,4
4132,65,4,65,4
4133,65,4,65,4
4134,65,4,65,4
4135,65,4,65,4
4136,65,4,65,4
4137,65,4,65,4
4138,65,4,65,4
4139,65,4,65,4
4140,65,4,65,4
4141,65,4,65,4
4142,65,4,65,4
4143,65,4,65,4
4144,65,4,65,4
4145,65,4,65,4
4146,65,4,65,4
4147,65,4,65,4
4148,65,4,65,4
4149,65,4,-1,-1
4150,65,4,65,4
4151,65,4,65,4
4152,65,4,65,4
4153,66,1,66,1
4154,66,1,66,1
4155,66,1,66,1
4156,66,1,66,1
4157,66,1,66,1
4158,66,1,66,1
4159,66,1,66,1
4160,66,1,66,1
4161,66,1,66,1
4162,66,1,66,1
4163,66,1,66,1
4164,66,1,66,1
4165,66,1,66,1
4166,66,1,66,1
4167,66,1,66,1
4168,66,1,66,1
4169,66,1,66,1
4170,66,1,66,1
4171,66,1,66,1
4172,66,1,66,1
4173,66,1,66,1
4174,66,1,66,1
4175,66,1,66,1
4176,66,1,66,1
4177,66,1,66,1
4178,66,1,66,1
4179,66,1,66,1
4180,66,1,66,1
4181,66,1,66,1
4182,66,1,66,1
4183,66,1,66,1
4184,66,1,66,1
4185,66,1,66,1
4186,66,1,66,1
4187,66,1,66,1
4188,66,1,66,1
4189,66,1,66,1
4190,66,1,66,1
4191,66,1,66,1
4192,66,1,66,1
4193,66,1,66,1
4194,66,1,66,2
4195,66,1,66,1
4196,66,1,66,1
4197,66,1,66,1
4198,66,1,66,1
4199,66,1,66,1
4200,66,1,66,1
4201,66,1,66,1
4202,66,1,66,1
4203,66,1,66,1
4204,66,1,66,1
4205,66,1,66,1
4206,66,1,66,1
4207,66,2,66,1
4208,66,1,66,1
4209,66,1,66,1
4210,66,1,66,1
4211,66,1,66,1
4212,66,1,66,1
4213,66,1,66,1
4214,62,4,69,3
4215,65,2,65,2
4216,65,2,65,2
4217,65,2,65,2
4218,62,4,69,3
4219,65,2,65,2
4220,65,2,65,2
4221,65,2,65,2
4222,65,2,65,2
4223,65,2,65,2
4224,65,2,65,1
4225,64,4,64,4
4226,64,3,67,3
4227,64,4,64,4
4228,65,4,65,4
4229,65,4,-1,-1
4230,65,4,-1,-1
4231,65,4,65,4
4232,65,4,65,4
4233,65,4,65,4
4234,65,4,65,4
4235,65,4,-1,-1
4236,65,4,65,4
4237,65,4,-1,-1
4238,65,4,65,4
4239,64,3,67,3
4240,65,4,65,4
4241,65,4,65,4
4242,64,4,64,4
4243,65,4,65,4
4244,65,4,65,4
4245,65,4,65,4
4246,65,4,65,4
4247,65,4,65,4
4248,65,4,65,4
4249,65,4,65,4
4250,65,4,65,4
4251,65,4,65,4
4252,65,4,65,4
4253,65,4,65,4
4254,65,4,65,4
4255,65,4,-1,-1
4256,65,4,65,4
4257,64,4,-1,-1
4258,65,4,65,4
4259,65,1,65,1
4260,65,1,65,1
4261,65,1,65,1
4262,65,1,65,1
4263,65,1,65,1
4264,65,1,65,1
4265,65,1,65,1
4266,65,1,-1,-1
4267,65,1,65,1
4268,65,1,65,1
4269,66,1,66,1
4270,66,1,66,1
4271,66,1,66,1
4272,66,1,66,1
4273,66,1,66,1
4274,66,1,66,1
4275,66,2,66,2
4276,66,2,66,2
4277,64,4,64,4
4278,65,1,65,1
4279,65,1,65,1
4280,65,1,65,1
4281,65,1,65,1
4282,65,1,65,1
4283,65,1,65,1
4284,65,1,65,1
4285,65,1,65,1
4286,65,1,65,1
4287,65,1,67,4
4288,65,4,65,4
4289,65,4,65,4
4290,65,4,65,4
4291,65,4,65,4
4292,65,4,65,4
4293,65,4,65,4
4294,65,4,65,4
4295,66,1,66,1
4296,66,1,66,1
4297,66,1,66,1
4298,66,1,66,1
4299,66,1,66,1
4300,66,1,66,1
4301,66,1,66,1
4302,66,1,66,1
4303,66,1,66,1
4304,66,1,66,1
4305,66,1,66,1
4306,66,1,66,1
4307,66,1,66,1
4308,66,1,66,1
4309,66,1,66,1
4310,66,1,66,1
4311,66,1,66,1
4312,66,1,66,1
4313,66,2,66,2
4314,66,2,66,2
4315,65,1,65,1
4316,65,1,65,1
4317,65,1,65,1
4318,65,1,65,1
4319,65,2,65,2
4320,65,2,65,2
4321,65,1,65,1
4322,65,2,65,2
4323,65,2,65,2
4324,65,2,65,1
4325,65,2,65,2
4326,65,2,65,2
4327,65,2,65,2
4328,65,2,65,2
4329,65,2,65,2
4330,65,2,65,2
4331,65,2,65,2
4332,65,2,65,2
4333,65,2,65,2
4334,65,2,65,2
4335,65,2,65,2
4336,65,2,65,2
4337,65,3,65,2
4338,65,2,65,2
4339,65,2,65,2
4340,65,2,65,2
4341,65,2,65,2
4342,65,2,65,2
4343,65,2,65,2
4344,65,2,65,2
4345,65,2,65,2
4346,65,2,65,2
4347,65,2,65,2
4348,65,2,65,2
4349,65,2,65,2
4350,65,2,65,2
4351,65,2,65,2
4352,65,2,65,2
4353,65,2,65,2
4354,65,2,65,2
4355,65,2,65,2
4356,65,2,65,2
4357,65,2,65,2
4358,65,2,65,2
4359,65,2,65,2
4360,69,4,69,4
4361,65,2,65,2
4362,62,4,69,3
4363,65,2,65,2
4364,65,2,65,2
4365,65,2,65,2
4366,65,2,65,2
4367,65,2,65,2
4368,65,2,65,2
4369,65,2,65,2
4370,65,2,65,2
4371,65,2,65,2
4372,65,2,65,2
4373,65,2,65,2
4374,65,2,65,2
4375,65,2,65,2
4376,65,2,65,2
4377,65,2,65,2
4378,65,2,65,2
4379,65,2,65,2
4380,65,2,65,2
4381,65,2,65,2
4382,65,2,65,2
4383,65,2,65,2
4384,65,2,65,2
4385,65,2,65,2
4386,65,2,65,2
4387,65,2,65,2
4388,65,2,65,2
4389,65,2,65,2
4390,65,2,65,2
4391,65,2,65,2
4392,65,2,65,2
4393,65,2,65,2
4394,65,-1,65,2
4395,65,2,69,2
4396,65,2,65,2
4397,65,2,65,2
4398,65,2,65,2
4399,65,2,65,2
4400,65,2,65,2
4401,65,2,65,2
4402,65,2,65,2
4403,65,2,65,2
4404,65,2,65,2
4405,65,1,65,2
4406,65,2,65,2
4407,65,2,65,2
4408,65,2,65,2
4409,67,2,65,2
4410,64,3,67,3
4411,64,4,64,4
4412,64,4,64,4
4413,64,4,64,4
4414,64,4,64,4
4415,64,4,64,4
4416,64,4,64,4
4417,64,4,64,4
4418,64,4,64,4
4419,64,4,64,4
4420,64,4,64,4
4421,64,4,64,4
4422,64,4,64,4
4423,64,4,64,4
4424,64,4,64,4
4425,64,4,64,4
4426,64,3,64,4
4427,64,4,64,4
4428,64,4,64,4
4429,64,4,64,4
4430,64,4,64,4
4431,64,4,64,4
4432,64,4,64,4
4433,64,4,64,4
4434,64,4,64,4
4435,64,4,64,4
4436,64,4,64,4
4437,64,4,64,4
4438,64,4,64,4
4439,64,4,64,4
4440,64,4,64,4
4441,64,3,64,3
4442,64,3,64,3
4443,64,4,64,4
4444,64,4,-1,-1
4445,64,4,64,4
4446,64,4,64,4
4447,64,4,64,4
4448,64,4,64,4
4449,64,4,64,4
4450,64,4,64,4
4451,64,4,64,4
4452,64,4,64,4
4453,64,4,64,4
4454,64,4,64,4
4455,64,4,64,4
4456,64,4,64,4
4457,64,4,64,4
4458,64,4,64,4
4459,64,4,64,4
4460,64,4,64,4
4461,64,4,64,4
4462,64,4,64,4
4463,64,4,64,4
4464,64,4,64,4
4465,64,4,64,4
4466,64,4,64,4
4467,64,4,64,4
4468,64,4,64,4
4469,64,4,64,4
4470,64,4,64,4
4471,64,4,64,4
4472,64,4,64,4
4473,64,4,64,4
4474,64,4,64,4
4475,64,4,64,4
4476,64,4,64,4
4477,64,4,64,4
4478,64,4,64,4
4479,64,4,64,4
4480,64,4,64,4
4481,64,4,64,4
4482,64,4,64,4
4483,64,4,64,4
4484,64,4,64,4
4485,64,4,64,4
4486,64,4,64,4
4487,64,4,64,4
4488,64,4,64,4
4489,64,4,64,4
4490,64,4,64,4
4491,64,4,64,4
4492,64,4,64,4
4493,64,4,64,4
4494,64,4,64,4
4495,64,4,64,4
4496,64,4,64,4
4497,64,4,64,4
4498,64,4,64,4
4499,64,4,64,4
4500,64,4,64,4
4501,65,1,65,1
4502,65,4,65,4
4503,64,4,64,4
4504,67,4,67,1
4505,65,3,65,3
4506,65,1,65,2
4507,65,1,65,1
4508,65,1,65,1
4509,65,1,-1,-1
4510,65,1,65,1
4511,65,1,65,1
4512,65,1,65,1
4513,65,1,65,1
4514,65,1,65,1
4515,65,2,65,1
4516,65,1,65,1
4517,64,4,-1,-1
4518,65,1,65,1
4519,64,4,64,4
4520,65,1,65,1
4521,65,1,65,1
4522,65,1,65,1
4523,65,1,65,1
4524,65,1,65,1
4525,65,1,65,1
4526,65,1,65,1
4527,65,1,65,1
4528,65,1,65,1
4529,65,1,65,1
4530,65,1,65,1
4531,65,1,65,1
4532,65,1,65,1
4533,65,1,65,1
4534,65,1,65,1
4535,65,1,65,1
4536,65,1,65,1
4537,65,1,65,1
4538,65,1,65,1
4539,65,1,65,1
4540,65,1,65,1
4541,65,1,65,1
4542,65,1,65,1
4543,65,1,65,1
4544,65,1,65,1
4545,65,1,65,1
4546,65,1,65,1
4547,65,1,65,1
4548,65,1,65,1
4549,65,1,65,1
4550,65,1,65,1
4551,65,1,65,2
4552,70,1,70,1
4553,65,1,65,1
4554,65,1,65,1
4555,65,1,65,1
4556,70,1,70,1
4557,65,2,65,2
4558,65,2,65,2
4559,65,2,65,2
4560,65,2,65,2
4561,65,2,63,2
4562,65,2,65,2
4563,65,2,65,2
4564,65,2,65,2
4565,65,2,65,2
4566,65,2,65,2
4567,65,2,65,2
4568,65,2,65,2
4569,65,2,65,2
4570,65,2,65,2
4571,65,2,65,2
4572,62,4,62,4
4573,65,2,65,2
4574,65,2,65,2
4575,65,2,65,2
4576,65,2,65,2
4577,65,2,65,2
4578,65,2,65,2
4579,65,2,65,2
4580,65,2,65,2
4581,65,2,65,2
4582,65,2,65,2
4583,65,2,65,2
4584,65,2,65,2
4585,65,2,65,2
4586,65,4,65,2
4587,65,2,65,2
4588,65,2,65,2
4589,65,2,65,2
4590,65,2,65,2
4591,65,2,65,2
4592,65,2,65,2
4593,65,2,65,2
4594,65,2,65,2
4595,65,2,65,2
4596,65,2,65,2
4597,65,2,65,2
4598,65,2,65,2
4599,65,2,-1,-1
4600,65,2,65,2
4601,65,2,65,2
4602,65,2,65,2
4603,65,2,65,2
4604,65,2,65,2
4605,65,2,65,2
4606,65,2,65,2
4607,65,2,65,2
4608,65,2,65,2
4609,65,2,65,2
4610,65,2,65,2
4611,65,2,65,2
4612,65,2,65,2
4613,65,2,62,2
4614,65,2,65,2
4615,65,2,65,2
4616,64,3,67,3
4617,64,3,67,3
4618,64,3,67,3
4619,64,3,67,3
4620,64,3,67,3
4621,64,3,67,3
4622,64,3,64,3
4623,64,3,64,3
4624,64,3,64,3
4625,64,3,64,3
4626,64,3,64,3
4627,65,3,64,3
4628,64,3,64,3
4629,64,3,64,3
4630,64,3,64,3
4631,64,3,64,3
4632,64,3,64,3
4633,64,3,64,3
4634,64,3,64,3
4635,64,3,64,3
4636,64,3,64,3
4637,64,3,64,3
4638,64,4,64,4
4639,64,4,64,4
4640,64,4,64,4
4641,64,4,64,4
4642,64,4,64,4
4643,64,4,64,4
4644,64,4,64,4
4645,64,4,64,4
4646,64,4,64,4
4647,64,4,64,4
4648,64,4,64,4
4649,64,4,64,4
4650,64,4,64,4
4651,64,4,64,4
4652,64,4,64,4
4653,64,4,64,4
4654,64,4,64,4
4655,64,4,64,4
4656,64,4,64,4
4657,-1,-1,71,4
4658,64,4,64,4
4659,64,4,64,4
4660,64,4,64,4
4661,64,3,64,3
4662,64,3,64,3
4663,64,3,64,3
4664,64,3,64,3
4665,64,3,64,3
4666,64,4,64,4
4667,64,4,64,4
4668,64,4,64,4
4669,64,4,64,4
4670,64,4,64,4
4671,64,4,64,4
4672,64,4,64,4
4673,64,4,64,4
4674,64,4,-1,-1
4675,64,4,64,4
4676,64,4,64,4
4677,64,4,64,4
4678,64,4,64,4
4679,64,4,64,4
4680,64,4,64,4
4681,64,4,64,4
4682,64,4,64,4
4683,64,4,64,4
4684,64,4,64,4
4685,66,3,66,3
4686,66,3,66,3
4687,64,4,64,4
4688,64,3,64,3
4689,64,4,64,4
4690,66,3,66,3
4691,66,3,66,3
4692,66,3,66,3
4693,66,2,66,2
4694,66,2,66,2
4695,66,2,66,2
4696,66,2,66,2
4697,66,2,66,2
4698,66,2,66,2
4699,66,2,66,2
4700,66,2,66,2
4701,66,2,66,2
4702,66,2,66,2
4703,66,2,66,2
4704,62,4,67,1
4705,66,1,66,1
4706,66,1,66,1
4707,66,1,66,1
4708,66,1,66,1
4709,66,1,66,1
4710,66,1,66,1
4711,66,1,66,1
4712,66,1,66,1
4713,66,1,66,2
4714,66,1,66,1
4715,62,4,67,3
4716,62,4,67,3
4717,62,4,67,3
4718,62,4,67,3
4719,64,4,64,4
4720,64,4,64,4
4721,64,4,64,4
4722,64,4,64,4
4723,64,4,64,4
4724,64,4,64,4
4725,64,4,64,4
4726,64,4,64,4
4727,64,4,64,4
4728,64,4,64,4
4729,66,3,66,3
4730,66,3,66,3
4731,66,4,-1,-1
4732,64,4,64,4
4733,64,4,64,4
4734,64,4,64,4
4735,64,4,64,4
4736,64,4,64,4
4737,64,4,64,4
4738,64,4,66,4
4739,62,4,68,1
4740,62,4,68,1
4741,62,4,68,1
4742,62,4,68,1
4743,62,4,68,1
4744,62,4,68,1
4745,66,1,66,1
4746,66,1,66,1
4747,66,1,66,1
4748,66,1,66,1
4749,66,1,66,1
4750,62,4,69,3
4751,62,4,69,3
4752,66,2,69,3
4753,66,1,66,1
4754,66,4,69,3
4755,66,4,69,3
4756,-1,-1,-1,-1
4757,-1,-1,-1,-1
4758,-1,-1,-1,-1
4759,-1,-1,-1,-1
4760,66,3,66,3
4761,64,2,67,3
4762,65,3,67,3
4763,62,3,67,3
4764,66,3,66,3
4765,66,4,66,4
4766,66,4,66,4
4767,66,4,66,4
4768,66,4,66,4
4769,66,4,66,4
4770,66,4,66,4
4771,66,4,66,4
4772,66,4,66,4
4773,66,4,66,4
4774,66,4,66,4
4775,66,4,66,4
4776,66,4,66,4
4777,66,4,66,4
4778,66,4,66,4
4779,66,1,66,1
4780,66,1,66,1
4781,66,1,66,1
4782,62,4,64,4
4783,62,4,65,3
4784,62,4,69,3
4785,62,4,69,3
4786,62,4,69,3
4787,62,4,69,4
4788,66,1,66,1
4789,66,1,66,1
4790,66,1,66,1
4791,66,1,66,1
4792,62,4,68,2
4793,66,1,66,2
4794,62,4,68,3
4795,66,1,66,1
4796,66,1,66,1
4797,66,1,66,1
4798,66,1,66,1
4799,66,1,66,1
4800,66,1,66,1
4801,66,1,66,1
4802,66,1,66,1
4803,66,1,66,1
4804,66,1,66,1
4805,66,1,66,1
4806,66,1,66,1
4807,66,1,66,1
4808,66,1,66,1
4809,66,1,66,1
4810,66,1,66,1
4811,62,4,69,3
4812,62,4,69,3
4813,62,4,69,3
4814,64,2,67,4
4815,63,3,67,4
4816,66,3,66,3
4817,64,2,67,4
4818,64,2,67,4
4819,64,2,64,2
4820,64,2,64,4
4821,64,2,67,4
4822,64,2,67,4
4823,66,3,66,3
4824,62,4,67,4
4825,66,3,66,3
4826,66,3,66,3
4827,66,3,66,3
4828,66,3,66,3
4829,66,3,66,3
4830,66,4,66,4
4831,64,2,67,4
4832,64,2,67,4
4833,64,2,67,4
4834,64,2,67,4
4835,66,1,66,1
4836,66,1,66,1
4837,66,1,66,1
4838,66,1,66,1
4839,66,1,66,1
4840,66,1,66,1
4841,66,1,66,1
4842,66,1,66,1
4843,66,1,66,1
4844,66,1,66,1
4845,66,1,66,1
4846,66,1,66,1
4847,66,1,66,1
4848,68,2,68,2
4849,66,1,66,1
4850,66,1,66,1
4851,66,3,66,3
4852,68,1,68,1
4853,68,1,68,1
4854,66,2,66,2
4855,66,2,66,2
4856,66,2,66,2
4857,66,1,66,1
4858,66,2,66,2
4859,66,2,66,2
4860,66,2,66,2
4861,66,2,66,2
4862,66,2,66,2
4863,66,2,66,2
4864,66,2,66,2
4865,66,2,66,2
4866,66,2,66,2
4867,66,2,66,2
4868,66,2,66,2
4869,66,2,66,2
4870,66,2,66,2
4871,66,2,66,2
4872,66,2,66,2
4873,66,2,66,2
4874,68,2,68,2
4875,66,2,66,2
4876,66,2,66,2
4877,66,2,66,2
4878,66,3,66,3
4879,68,2,68,2
4880,68,2,68,2
4881,62,4,69,3
4882,63,3,67,4
4883,63,3,67,4
4884,66,3,66,3
4885,63,3,67,4
4886,66,3,66,3
4887,66,3,66,3
4888,66,4,66,4
4889,66,3,66,3
4890,66,3,66,3
4891,66,3,66,3
4892,66,3,66,3
4893,66,3,66,3
4894,66,3,66,3
4895,66,3,66,3
4896,66,3,66,3
4897,66,3,66,3
4898,66,3,66,3
4899,66,3,66,3
4900,66,3,66,3
4901,66,4,66,4
4902,66,3,66,3
4903,66,2,66,2
4904,66,2,66,2
4905,66,2,66,2
4906,66,2,66,2
4907,66,2,66,2
4908,66,2,66,2
4909,66,2,66,2
4910,66,2,66,2
4911,66,2,66,2
4912,66,2,66,2
4913,66,2,66,2
4914,66,2,66,2
4915,66,2,66,2
4916,66,2,66,2
4917,66,2,66,2
4918,66,2,66,2
4919,66,2,66,2
4920,66,2,66,2
4921,66,2,66,2
4922,66,2,66,2
4923,66,2,66,2
4924,66,2,66,2
4925,66,2,66,2
4926,66,2,66,2
4927,66,2,66,2
4928,66,2,66,2
4929,66,2,66,2
4930,66,2,66,2
4931,66,2,66,2
4932,66,2,66,2
4933,66,2,66,2
4934,66,2,66,2
4935,66,2,66,2
4936,66,2,66,2
4937,66,2,66,2
4938,66,2,66,2
4939,66,2,66,2
4940,66,2,66,2
4941,66,2,66,2
4942,68,2,68,2
4943,68,2,68,2
4944,66,2,66,2
4945,66,2,66,2
4946,68,2,66,2
4947,66,2,66,2
4948,66,2,66,2
4949,66,2,66,2
4950,66,2,66,2
4951,66,2,66,2
4952,66,2,66,2
4953,66,2,66,2
4954,66,2,66,2
4955,66,2,66,2
4956,66,2,66,2
4957,66,2,66,2
4958,66,2,66,2
4959,66,2,66,2
4960,66,2,66,2
4961,66,2,66,2
4962,66,2,66,2
4963,66,2,66,2
4964,66,2,66,2
4965,66,3,66,2
4966,66,2,66,2
4967,66,2,66,2
4968,66,2,66,2
4969,66,2,66,2
4970,66,2,66,2
4971,66,2,66,2
4972,66,2,66,2
4973,66,2,66,2
4974,66,2,66,2
4975,66,2,66,2
4976,66,2,66,2
4977,66,2,66,2
4978,66,2,66,2
4979,66,2,66,2
4980,66,2,66,2
4981,66,2,66,2
4982,66,2,66,2
4983,66,2,66,2
4984,66,2,66,2
4985,66,2,66,2
4986,66,2,62,2
4987,66,2,66,2
4988,66,2,66,2
4989,66,2,66,2
4990,66,2,66,2
4991,66,2,66,2
4992,66,2,66,2
4993,66,2,66,2
4994,66,2,66,2
4995,66,2,66,2
4996,66,2,66,2
4997,66,2,66,2
4998,66,2,66,2
4999,66,2,66,2
5000,66,2,66,2
5001,66,2,66,2
5002,66,2,66,2
5003,66,2,66,2
5004,66,2,66,2
5005,66,2,66,2
5006,66,2,66,2
5007,66,2,66,2
5008,66,2,66,2
5009,68,2,68,2
5010,68,2,68,2
5011,66,2,66,2
5012,68,2,68,2
5013,68,2,68,2
5014,68,2,68,2
5015,62,4,69,3
5016,62,4,69,3
5017,62,4,69,3
5018,66,2,66,2
5019,66,2,66,2
5020,66,2,66,2
5021,66,2,66,2
5022,66,2,66,2
5023,66,2,66,2
5024,66,2,66,2
5025,66,2,66,2
5026,66,2,66,2
5027,66,2,66,2
5028,68,2,68,2
5029,67,2,67,2
5030,68,2,68,2
5031,68,2,68,2
5032,66,2,66,2
5033,66,2,66,2
5034,66,2,66,2
5035,66,2,66,2
5036,66,2,66,2
5037,66,2,66,2
5038,66,2,66,2
5039,66,2,66,2
5040,66,2,66,2
5041,66,2,66,2
5042,66,2,66,2
5043,66,2,66,2
5044,66,2,66,2
5045,66,2,66,2
5046,66,2,66,2
5047,66,2,66,2
5048,66,2,66,2
5049,66,2,66,2
5050,66,2,66,2
