"SSN","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","ceramicDisk","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm"
4218,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4220,11,2,-1,-1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4223,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,3
4226,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4227,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4231,3,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4232,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,2
4233,56,4,-1,-1,-1,1,-1,-1,1,0,0,3,3,1,0,0,0,3,82,-1,-1,-1,-1,-1,68
4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
4235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4236,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,1,1
4237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4238,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
4239,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,-1,-1,-1,-1,-1,4
4243,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
4244,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,5,0,0,0,0,-1,5
4245,7,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4246,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4248,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4249,9,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,0,0,0,0,4,5,-1,-1,-1,-1,-1,3
4250,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
4251,12,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,4
4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
4253,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,13,-1,-1,-1,-1,-1,8
4254,7,1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,12,-1,-1,-1,-1,-1,9
4255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,7,-1,-1,-1,-1,2,-1,-1,-1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
4260,17,-1,-1,-1,-1,3,6,-1,-1,0,0,2,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
4261,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,2
4262,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,2
4264,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
4265,14,-1,-1,-1,-1,3,-1,-1,-1,0,0,2,1,0,0,0,0,2,8,-1,-1,-1,-1,-1,4
4266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4267,11,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,17,-1,-1,-1,-1,-1,11
4268,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,2
4269,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4270,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,10,-1,-1,-1,-1,-1,8
4271,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4272,6,-1,-1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,6
4273,4,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,8,8
4274,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,11,-1,-1,-1,-1,-1,9
4275,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
4276,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,-1,-1,-1,-1,-1,6
4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4278,19,-1,0,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,14,-1,-1,-1,-1,-1,5
4279,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,-1,7,7
4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4282,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
4283,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,2
4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-1,-1,-1,-1,-1,0
4285,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
4287,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
4288,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,2
4289,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
4290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4297,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,5
4298,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,2
4299,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,1,3,-1,-1,-1,-1,-1,2
4300,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
4301,13,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,0,15,-1,-1,-1,-1,-1,12
4302,7,0,-1,-1,1,-1,-1,1,-1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2
4303,5,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,5
4304,4,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4305,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4306,4,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4307,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
4308,6,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,1,0,0,0,0,0,7,-1,-1,-1,-1,-1,5
4309,3,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,3
4310,5,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,11,-1,-1,-1,-1,-1,8
4311,12,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,3,11,-1,-1,-1,-1,-1,5
4312,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
4313,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4315,8,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,2,10,-1,-1,-1,-1,7,7
4316,11,-1,-1,-1,-1,-1,-1,1,-1,0,0,2,0,0,0,0,0,1,9,-1,-1,-1,-1,9,9
4317,12,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
4318,17,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,4
4319,14,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
4320,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,1
4321,17,6,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,6,0,0,0,0,-1,6
4322,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,7,-1,-1,-1,-1,-1,5
4323,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4324,16,3,-1,-1,-1,1,-1,-1,1,-1,1,2,0,0,0,0,0,0,14,-1,-1,-1,-1,-1,6
4325,15,4,-1,-1,-1,4,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,5
4326,3,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,2
4327,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,10,-1,-1,-1,-1,-1,6
4328,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,0,0,0,0,-1,2
4329,9,2,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,11,-1,-1,-1,-1,-1,8
4330,7,4,-1,-1,2,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
4331,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
4332,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4334,7,3,-1,-1,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4335,2,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4336,11,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4338,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,-1,1
4339,6,2,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,0,0
4340,11,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,1,0,0,0,0,-1,1
4341,22,6,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,0,0,0,0,2,15,-1,-1,-1,-1,-1,12
4342,4,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4343,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,10,-1,-1,-1,-1,-1,6
4344,5,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,2,7,-1,-1,-1,-1,-1,3
4345,3,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4346,6,4,-1,-1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,1
4347,13,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,1,0,0,0,0,-1,1
4348,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,6,-1,-1,-1,-1,-1,2
4349,5,2,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,0,0
4350,20,7,-1,-1,1,6,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,11,-1,-1,-1,-1,-1,4
4351,20,6,-1,-1,-1,6,-1,-1,-1,-1,-1,2,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4352,3,1,-1,-1,-1,-1,1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4354,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4355,6,2,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4356,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,0,0
4357,9,2,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,0,0,0,0,-1,3,0,0,0,0,-1,3
4358,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,5,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4360,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4361,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
4362,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4365,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4368,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4369,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4370,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1,1
4371,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4372,7,3,-1,-1,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4373,8,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,-1,1
4374,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4375,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4376,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4377,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380,4,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4381,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1,1
4382,10,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,2,-1,-1,-1,-1,0,0
4383,3,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,2,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4384,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4385,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
4387,4,2,-1,-1,2,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4388,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4389,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4390,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4391,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4392,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4396,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4398,5,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0
4399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4401,4,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,1
4404,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4408,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
4411,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,5,-1,-1,-1,-1,-1,2
4415,16,-1,-1,-1,-1,1,-1,-1,-1,0,2,4,2,0,0,0,0,1,22,-1,-1,-1,-1,-1,13
4416,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1
4418,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4419,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4420,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,3
4421,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,4,-1,-1,-1,-1,-1,3
4422,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,6,-1,-1,-1,-1,-1,5
4425,6,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,3,6,-1,-1,-1,-1,-1,6
4426,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
4427,11,3,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0,1,5,-1,-1,-1,-1,-1,4
4428,4,-1,-1,-1,-1,-1,1,1,-1,0,0,3,0,0,0,0,0,0,15,-1,-1,-1,-1,-1,4
4429,6,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,7,-1,-1,-1,-1,-1,6
4430,2,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,3
4432,3,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4433,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4434,6,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,7,-1,-1,-1,-1,-1,6
4435,13,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,3,-1,-1,-1,-1,0,0
4436,7,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,0,0,0,0,0,1,11,-1,-1,-1,-1,-1,6
4437,4,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,0,0,0,0,1,8,-1,-1,-1,-1,-1,5
4438,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
4439,4,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,2
