"SSN","neighborhoodChar","constructQual","boundInfoQual","insubstantialCount","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto"
3691,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3692,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3693,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3694,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3695,1,1,2,2,3,3,3,20,77,77,77,77,24,24,24,41,77,77,77,77
3696,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3697,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3698,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3699,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3700,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3701,1,2,0,0,7,7,7,20,77,5,5,77,43,43,43,41,77,7,7,77
3702,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3703,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3704,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3705,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3706,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3707,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3708,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3709,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3710,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3711,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
3712,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
3713,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3714,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3715,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3716,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3717,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3718,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3719,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3720,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3721,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3722,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3723,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3724,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3725,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3726,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3727,1,2,0,0,2,4,4,19,77,77,77,-1,3,2,2,-1,77,77,77,77
3728,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3729,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3730,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3731,1,2,1,0,20,4,4,19,-1,-1,-1,-1,-1,2,2,-1,77,77,77,77
3732,1,0,-1,-1,14,14,14,14,-1,77,77,-1,31,31,31,31,-1,77,77,-1
3733,1,2,0,0,14,4,4,20,-1,14,14,-1,31,3,3,41,-1,31,31,-1
3734,1,0,-1,-1,14,14,14,20,-1,77,77,77,31,31,31,41,-1,77,77,77
3735,1,0,-1,-1,14,14,14,20,-1,77,77,77,31,31,31,41,-1,77,77,77
3736,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3737,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3738,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,-1,77,77,77,77
3739,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
3740,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3741,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3742,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,-1,77,77,77,77
3743,1,-1,-1,-1,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3744,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3745,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3746,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3747,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,-1,77,77,77,77
3748,1,0,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3749,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3750,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3751,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3752,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3753,1,1,2,1,3,3,20,20,77,77,3,77,1,1,41,-1,77,77,1,77
3754,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3755,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3756,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3757,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3758,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,-1
3759,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3760,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3761,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3762,1,1,2,3,3,3,20,20,77,77,3,77,1,1,41,-1,77,77,1,77
3763,1,0,-1,-1,14,14,14,20,-1,77,77,77,31,31,31,41,-1,77,77,77
3764,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3765,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3766,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3767,1,0,-1,-1,14,14,14,20,-1,77,77,77,31,31,31,41,-1,77,77,77
3768,1,0,-1,-1,14,14,14,20,-1,77,77,77,31,31,31,41,-1,77,77,77
3769,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3770,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3771,1,1,2,3,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3772,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3773,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3774,1,1,2,3,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3775,1,1,2,4,3,3,20,20,77,77,77,77,1,1,41,-1,77,77,77,77
3776,1,1,2,-1,3,3,20,20,77,77,3,77,1,1,41,-1,77,77,1,77
3777,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3778,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3779,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,77,77,77,77
3780,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3781,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3782,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3783,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3784,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3785,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3786,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3787,1,1,2,2,3,3,3,20,-1,77,77,77,1,1,1,-1,77,77,77,77
3788,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3789,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3790,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,-1,77,2,2,77
3791,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3792,1,1,2,1,3,3,20,20,77,77,3,77,1,1,41,-1,77,77,1,77
3793,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3794,1,2,2,1,3,3,3,20,77,77,77,77,3,2,2,-1,77,77,77,77
3795,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3796,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3797,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
3798,1,1,2,4,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3799,1,1,2,1,3,3,3,20,15,15,15,77,1,1,1,41,35,35,35,77
3800,1,1,2,1,3,3,20,20,77,77,3,77,1,1,41,-1,77,77,1,77
3801,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
3802,1,-1,2,1,3,3,3,20,19,19,19,77,1,1,1,41,-1,-1,-1,-1
3803,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3804,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3805,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3806,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3807,1,-1,-1,-1,19,19,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3808,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3809,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3810,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3811,1,1,0,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3812,1,1,0,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3813,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3814,1,1,-1,-1,20,20,20,20,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3815,1,1,2,-1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3816,1,1,2,-1,20,3,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3817,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3818,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3819,1,1,2,3,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3820,1,2,0,0,2,4,4,20,77,77,77,77,42,42,42,42,41,-1,-1,-1
3821,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3822,1,-1,-1,-1,20,19,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3823,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
3824,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3825,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3826,1,1,0,0,3,3,20,20,-1,77,-1,77,1,1,41,41,-1,77,-1,77
3827,1,2,0,0,7,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
3828,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3829,1,1,2,1,3,3,20,20,77,77,77,77,1,1,41,41,77,77,77,77
3830,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3831,1,2,0,0,2,4,20,20,77,77,77,77,3,2,41,41,77,77,77,77
3832,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3833,1,2,0,0,7,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
3834,1,1,0,0,3,3,20,20,-1,-1,-1,77,1,1,41,41,-1,-1,-1,-1
3835,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3836,1,-1,2,-1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3837,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3838,1,1,2,1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3839,1,1,2,1,3,3,20,20,77,77,77,77,1,1,41,41,77,77,77,77
3840,1,2,0,0,2,4,20,20,77,77,77,77,3,2,41,41,77,77,77,77
3841,1,2,0,0,2,4,20,20,77,77,77,77,3,2,41,41,77,77,77,77
3842,1,1,2,3,3,3,20,20,77,77,77,77,1,1,41,41,77,77,77,77
3843,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3844,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3845,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3846,1,2,0,0,2,4,20,20,77,77,77,77,3,2,41,41,77,77,77,77
3847,1,1,2,0,19,3,19,20,77,77,77,77,41,1,41,41,77,77,77,77
3848,8,-1,-1,-1,20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
3849,1,2,-1,-1,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
3850,1,2,0,0,2,4,4,20,77,77,20,77,3,2,2,41,77,77,41,77
3851,1,1,2,-1,3,3,20,20,77,77,77,77,1,1,41,41,77,77,77,77
3852,1,1,2,-1,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3853,1,1,2,0,20,3,20,20,77,77,77,77,41,1,41,41,77,77,77,77
3854,7,2,0,0,20,5,5,20,77,-1,77,-1,41,7,7,41,77,-1,12,-1
3855,7,2,0,0,20,8,8,8,77,4,4,2,41,43,43,43,77,3,3,3
3856,1,2,-1,-1,20,8,8,19,77,4,4,77,41,43,43,43,77,3,3,77
3857,7,2,0,0,20,8,8,8,77,4,4,4,41,43,43,43,77,24,24,24
3858,7,2,-1,-1,20,19,19,19,-1,4,4,2,41,24,24,24,-1,3,3,3
3859,7,2,0,0,20,4,20,-1,-1,-1,-1,-1,41,3,41,-1,-1,-1,-1,-1
3860,7,2,0,0,20,4,4,2,77,-1,-1,-1,41,3,3,3,77,-1,-1,-1
3861,7,2,0,0,20,4,4,2,77,2,2,2,41,3,3,3,77,24,24,24
3862,7,2,2,1,20,3,3,20,77,20,20,-1,41,1,1,41,77,41,41,-1
3863,7,2,0,0,-1,4,4,2,20,-1,-1,-1,-1,3,3,3,41,-1,-1,-1
3864,7,1,0,0,20,4,4,2,-1,-1,-1,-1,41,24,24,24,-1,3,3,3
3865,7,2,0,0,20,4,4,2,-1,-1,-1,20,41,3,3,3,-1,-1,-1,41
3866,7,2,-1,-1,20,4,4,20,-1,-1,-1,77,41,3,3,41,-1,-1,-1,77
3867,7,2,-1,-1,20,12,12,12,-1,20,20,20,41,28,28,28,-1,41,41,41
3868,7,2,0,0,20,4,4,20,-1,-1,-1,2,41,3,3,41,-1,-1,-1,3
3869,7,2,-1,-1,20,20,20,20,-1,4,4,2,41,41,41,41,-1,3,3,3
3870,7,2,1,0,20,4,4,2,-1,-1,-1,-1,41,3,3,3,-1,-1,-1,-1
3871,7,2,0,0,20,4,4,20,77,-1,-1,77,41,3,3,41,77,-1,-1,77
3872,8,2,-1,-1,19,19,19,20,20,20,20,77,-1,-1,-1,41,41,41,41,77
3873,7,2,0,0,20,4,20,20,77,-1,-1,77,41,24,41,41,77,-1,-1,77
3874,1,2,0,0,20,4,20,20,77,77,77,77,41,2,41,41,77,77,77,77
3875,7,2,1,0,20,4,4,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
3876,7,2,1,-1,20,4,4,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
3877,7,2,0,0,20,2,2,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
3878,-1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3879,7,1,2,1,20,3,3,20,-1,77,77,-1,41,1,1,41,-1,77,77,-1
3880,7,2,0,0,20,4,4,20,-1,77,77,77,41,2,2,41,-1,77,77,77
3881,7,2,1,0,20,4,4,20,-1,-1,-1,77,41,2,2,41,-1,-1,-1,77
3882,7,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3883,7,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3884,7,2,-1,-1,2,4,4,20,-1,77,77,77,3,2,2,41,-1,77,77,77
3885,7,1,2,1,20,3,3,20,19,77,77,77,41,1,1,41,-1,77,77,77
3886,7,1,-1,-1,20,19,19,20,19,19,20,77,41,1,-1,41,-1,-1,41,77
3887,7,-1,2,1,3,3,20,20,19,19,19,77,-1,-1,-1,41,39,39,39,77
3888,7,-1,2,1,3,3,20,19,19,19,19,-1,-1,-1,-1,-1,39,39,39,39
3889,7,-1,2,2,3,3,20,20,19,19,19,77,-1,-1,-1,41,39,39,39,77
3890,7,2,1,0,20,4,4,20,77,77,77,-1,41,2,2,41,77,77,77,-1
3891,7,-1,2,1,20,3,20,20,77,19,19,77,41,-1,-1,41,77,-1,-1,77
3892,7,-1,2,1,20,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3893,7,1,2,1,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
3894,7,0,2,1,3,3,3,20,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,-1
3895,7,0,2,2,3,3,20,20,-1,-1,19,77,1,1,1,-1,-1,-1,-1,77
3896,7,0,2,1,3,3,20,20,-1,-1,19,77,1,1,1,-1,-1,-1,-1,77
3897,7,0,2,1,3,3,3,3,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1
3898,7,-1,2,2,3,3,3,20,-1,-1,-1,77,41,41,41,-1,-1,-1,-1,77
3899,7,0,2,2,3,3,3,3,77,77,77,77,1,1,1,1,-1,-1,-1,-1
3900,7,-1,-1,-1,3,3,3,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3901,7,0,2,2,3,3,20,20,-1,-1,-1,77,1,1,41,-1,-1,-1,-1,77
3902,7,0,2,4,3,3,3,20,-1,-1,-1,77,1,1,1,-1,-1,-1,-1,77
3903,1,0,2,1,3,3,20,20,-1,-1,77,77,1,1,-1,-1,99,99,77,77
3904,1,1,2,0,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
3905,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3906,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3907,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3908,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3909,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3910,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3911,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3912,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3913,1,1,2,0,3,20,20,20,77,77,77,77,1,41,41,41,-1,-1,-1,-1
3914,1,1,2,0,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
3915,8,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
3916,8,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
3917,1,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
3918,1,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
3919,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3920,1,2,1,2,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3921,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3922,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3923,1,2,0,2,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3924,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3925,1,2,0,2,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3926,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3927,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,4,2,41,-1,-1,-1,-1
3928,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3929,1,2,1,0,20,4,4,20,-1,-1,-1,-1,41,2,2,41,-1,-1,-1,-1
3930,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3931,1,1,2,0,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
3932,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3933,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3934,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3935,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,77,77,77,77
3936,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3937,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3938,1,1,2,3,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3939,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3940,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3941,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3942,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3943,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3944,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3945,1,1,2,0,20,3,3,3,77,77,77,77,41,1,1,1,77,77,77,77
3946,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3947,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3948,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3949,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3950,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3951,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3952,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3953,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3954,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3955,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3956,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3957,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
3958,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
3959,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3960,1,0,-1,-1,20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
3961,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3962,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3963,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3964,1,2,0,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,77,77,77,77
3965,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3966,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3967,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3968,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3969,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
3970,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3971,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
3972,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3973,1,1,2,0,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
3974,1,1,2,0,20,20,3,20,77,77,77,77,41,41,1,41,77,77,77,77
3975,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3976,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3977,1,1,2,-1,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
3978,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3979,1,-1,-1,-1,20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
3980,1,-1,-1,-1,20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
3981,1,-1,-1,-1,20,20,20,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
3982,8,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3983,1,2,0,0,2,4,4,20,-1,77,77,77,3,2,2,41,-1,77,77,77
3984,1,2,0,0,20,7,7,20,77,77,77,77,41,43,43,41,77,77,77,77
3985,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
3986,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
3987,8,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
3988,1,1,2,0,20,3,3,20,77,77,77,77,41,1,1,41,77,77,77,77
