"SSN","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz"
3810,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0
3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3813,19,0,2,6,7,0,4,0,0,0,0,0,0,0,0
3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,8,0,0,3,4,1,0,0,0,0,0,0,0,0,0
3816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3817,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0
3818,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0
3819,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
3820,29,1,2,6,6,0,15,0,0,0,0,0,0,-1,0
3821,364,25,156,27,19,5,22,0,0,0,7,17,5,1,0
3822,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3823,16,15,0,0,0,1,0,0,0,0,0,0,0,0,0
3824,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3825,68,36,0,11,3,15,0,2,0,0,1,0,0,0,0
3826,56,20,0,12,1,23,0,0,0,0,0,0,0,0,0
3827,41,22,0,4,0,12,3,1,0,0,0,2,1,1,0
3828,71,50,0,8,8,4,0,1,0,0,0,1,1,0,0
3829,5,1,1,0,2,1,0,0,0,0,0,-1,-1,-1,0
3830,-1,2,-1,0,0,1,0,0,0,0,0,0,0,0,0
3831,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0
3832,36,17,0,11,1,6,1,0,0,0,0,2,1,0,0
3833,42,27,2,8,4,4,1,0,0,0,0,-1,2,0,0
3834,22,4,0,5,5,6,2,0,0,0,0,0,0,0,0
3835,7,3,0,2,0,2,0,0,0,0,0,0,0,0,0
3836,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
3837,14,7,0,3,1,1,2,0,0,0,0,2,2,0,0
3838,8,5,0,1,0,2,0,0,0,0,0,1,1,0,0
3839,5,0,1,2,1,2,0,0,0,0,0,0,0,0,0
3840,10,3,0,1,3,3,0,0,0,0,0,0,0,0,0
3841,25,13,2,5,3,4,0,0,0,0,0,0,0,0,0
3842,10,7,0,0,2,0,1,0,0,0,0,0,0,0,0
3843,22,8,5,5,4,0,0,0,0,0,0,0,0,0,0
3844,11,4,1,5,1,1,0,0,0,0,0,0,0,0,0
3845,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0
3846,3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0
3847,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,39,7,5,12,2,3,10,0,0,0,0,2,2,0,0
3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,8,0,0,4,3,0,1,0,0,0,0,0,0,0,0
3852,8,0,2,0,3,0,3,0,0,0,0,0,0,0,0
3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,417,41,320,5,29,0,15,0,1,5,0,0,0,0,0
3855,36,10,0,8,2,7,9,0,0,0,0,0,0,0,0
3856,12,3,1,1,1,2,3,0,1,0,0,0,0,0,-1
3857,439,28,275,5,0,6,51,1,0,25,0,-1,-1,0,0
3858,351,24,225,8,64,3,27,0,1,9,0,0,0,0,0
3859,19,0,0,2,3,1,11,1,0,0,0,1,1,0,0
3860,5,1,1,1,1,0,1,0,0,0,0,-1,5,0,0
3861,511,74,309,11,73,4,38,0,0,1,2,6,5,0,0
3862,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3863,22,4,0,3,5,0,9,0,0,1,0,-1,0,0,0
3864,37,0,4,14,4,1,9,0,0,2,3,1,1,1,0
3865,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0
3866,39,14,0,8,3,4,10,0,0,0,0,1,1,0,0
3867,141,21,110,1,6,0,2,0,0,7,1,0,0,0,0
3868,22,2,0,12,2,1,5,0,0,0,0,1,0,0,0
3869,13,1,3,3,0,0,5,0,0,0,0,-1,0,0,0
3870,27,1,0,12,0,5,8,0,0,0,0,-1,1,0,0
3871,110,60,1,2,-1,42,0,1,0,0,0,1,1,0,0
3872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3873,599,185,359,4,11,13,4,2,0,0,0,0,0,0,0
3874,25,0,0,14,6,1,4,0,0,0,0,1,1,0,0
3875,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3876,79,2,18,36,10,2,10,0,0,0,0,1,1,0,0
3877,18,1,0,14,0,2,0,0,0,0,0,0,0,0,0
3878,4,0,1,1,2,0,0,0,0,0,0,0,0,0,-1
3879,9,0,3,2,4,0,0,0,0,0,0,0,0,0,0
3880,15,0,2,5,5,1,2,0,0,0,0,0,0,0,0
3881,13,1,1,3,1,1,6,0,0,0,0,0,0,0,0
3882,31,5,6,3,11,2,2,0,0,4,0,1,1,0,0
3883,56,4,9,13,16,3,11,0,0,5,0,1,1,0,0
3884,12,1,2,5,4,0,0,0,0,0,0,0,0,0,0
3885,6,0,2,2,0,1,1,0,0,0,0,0,0,0,0
3886,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0
3887,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3888,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3889,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0
3890,18,0,5,7,5,0,1,0,0,0,0,0,0,0,0
3891,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3894,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3895,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0
3896,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3897,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
3898,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3899,6,1,2,2,1,0,0,0,0,0,0,0,0,0,0
3900,4,0,1,0,0,2,1,0,0,0,0,0,0,0,0
3901,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3903,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3904,36,8,9,15,5,1,0,0,0,0,0,-1,-1,-1,0
3905,51,8,12,26,3,2,0,0,0,0,0,1,1,0,0
3906,146,55,42,39,6,3,0,0,0,0,0,2,0,0,0
3907,41,14,7,17,2,1,0,0,0,0,0,3,0,0,0
3908,35,13,4,16,2,0,0,0,0,0,0,1,1,0,0
3909,7,0,4,3,0,0,0,0,0,0,0,3,0,0,0
3910,10,0,4,4,1,0,0,0,0,0,0,1,1,0,0
3911,11,1,6,4,0,0,0,0,0,0,0,0,0,0,0
3912,13,2,5,6,0,0,1,0,0,0,0,0,0,0,0
3913,7,1,1,3,2,0,0,0,0,0,0,1,1,0,0
3914,21,2,10,8,1,0,0,0,0,0,0,0,0,0,0
3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,26,3,9,12,2,0,0,0,0,0,0,0,0,0,0
3918,37,8,17,10,1,1,0,0,0,0,0,0,0,0,0
3919,63,10,15,32,0,5,1,0,0,0,0,6,4,0,0
3920,36,16,6,12,1,0,1,0,0,0,0,0,0,1,0
3921,46,16,12,13,4,1,0,0,0,0,0,3,2,0,0
3922,54,14,15,21,2,2,0,0,0,0,0,2,2,0,0
3923,77,20,19,32,3,3,2,0,0,0,0,5,3,0,0
3924,41,9,5,22,2,3,0,0,0,0,0,3,2,0,0
3925,68,27,10,27,3,1,0,0,0,0,0,5,4,0,0
3926,63,15,6,27,8,6,1,0,0,0,0,1,0,0,0
3927,43,6,5,23,6,1,0,0,0,0,0,0,0,0,0
3928,93,37,21,29,2,4,0,0,0,0,0,5,3,0,0
3929,56,20,11,19,5,0,1,0,0,0,0,7,3,0,0
3930,59,21,13,21,4,0,0,0,0,0,0,0,0,0,0
3931,9,2,2,4,1,0,0,0,0,0,0,1,0,0,0
3932,22,6,4,12,0,0,0,0,0,0,0,0,0,0,0
3933,11,4,0,6,1,0,0,0,0,0,0,0,0,0,0
3934,16,3,2,9,2,0,0,0,0,0,0,1,0,0,0
3935,37,12,7,16,1,2,0,0,0,0,0,1,1,0,0
3936,71,19,8,28,9,7,0,0,0,0,0,7,2,0,0
3937,50,12,11,18,2,7,0,0,0,0,0,2,0,0,0
3938,77,39,8,22,5,2,0,0,0,0,0,4,1,0,0
3939,7,2,1,4,0,0,0,0,0,0,0,0,0,0,0
3940,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0
3941,32,6,12,14,0,0,0,0,0,0,0,2,2,0,0
3942,6,3,1,2,0,0,0,0,0,0,0,2,2,0,0
3943,14,0,2,10,2,0,0,0,0,0,0,0,0,0,0
3944,19,4,4,9,2,0,0,0,0,0,0,1,1,0,0
3945,7,2,1,2,2,1,0,0,0,0,0,0,0,0,0
3946,20,5,6,7,2,0,0,0,0,0,0,1,1,0,0
3947,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0
3948,7,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3949,21,1,11,8,1,0,0,0,0,0,0,3,1,0,0
3950,9,0,6,2,1,0,0,0,0,0,0,0,0,0,0
3951,47,13,21,12,3,1,0,0,0,0,0,3,2,0,0
3952,23,5,11,7,0,0,0,0,0,0,0,2,0,0,0
3953,20,5,10,4,0,1,0,0,0,0,0,4,3,0,0
3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,45,15,7,15,4,0,0,0,0,0,0,2,0,0,0
3956,17,4,6,5,2,0,0,0,0,0,0,1,0,0,0
3957,24,10,8,4,1,1,0,0,0,0,0,2,0,0,0
3958,8,2,3,2,1,0,0,0,0,0,0,0,0,0,0
3959,27,12,8,6,1,0,0,0,0,0,0,0,0,0,0
3960,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3961,9,5,2,1,0,1,0,0,0,0,0,0,0,0,0
3962,7,3,2,0,2,0,0,0,0,0,0,0,0,0,0
3963,47,20,10,12,1,4,0,0,0,0,0,0,0,0,0
3964,28,9,7,11,0,1,0,0,0,0,0,0,0,0,0
3965,53,14,23,11,2,3,0,0,0,0,0,3,1,0,0
3966,8,2,4,0,1,1,0,0,0,0,0,0,0,0,0
3967,47,17,17,7,0,2,1,0,0,0,0,4,3,0,0
3968,6,0,4,1,0,1,0,0,0,0,0,0,0,0,0
3969,44,13,12,15,0,4,0,0,0,0,0,-1,-1,0,0
3970,19,4,6,6,2,1,0,0,0,0,0,4,0,0,0
3971,23,4,8,9,1,1,0,0,0,0,0,-1,-1,0,0
3972,23,4,5,10,0,2,1,0,0,0,0,1,1,0,0
3973,28,6,12,2,1,5,0,0,0,0,2,3,1,0,0
3974,12,3,5,3,0,1,0,0,0,0,0,0,0,0,0
3975,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3976,15,3,5,7,0,0,0,0,0,0,0,1,1,0,0
3977,27,6,10,10,1,0,0,0,0,0,0,8,1,0,0
3978,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3979,2,1,0,1,0,0,0,0,0,0,0,0,0,-1,0
3980,8,0,1,4,0,3,0,0,0,0,0,0,0,0,0
3981,7,1,4,0,0,0,0,0,0,0,2,0,0,0,0
3982,53,29,16,7,0,0,0,0,0,0,0,2,0,0,0
3983,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0
3984,30,9,13,3,0,0,0,0,0,0,4,2,0,0,0
3985,22,8,6,3,3,2,0,0,0,0,0,1,0,0,0
3986,14,4,8,1,1,0,0,0,0,0,0,0,0,0,0
3987,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3988,29,14,9,3,2,1,0,0,0,0,0,0,0,0,0
3989,19,7,5,2,2,0,0,0,0,0,3,0,0,0,0
3990,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
3991,4,0,2,0,1,1,0,0,0,0,0,1,1,0,0
3992,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3993,38,5,26,1,1,0,0,0,0,0,4,0,0,0,0
3994,14,7,4,1,1,1,0,0,0,0,0,0,0,0,0
3995,16,2,11,3,0,0,0,0,0,0,0,0,0,0,0
3996,17,1,16,0,0,0,0,0,0,0,0,0,0,0,0
3997,7,2,4,0,0,1,0,0,0,0,0,0,0,0,0
3998,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0
3999,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
4000,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
4001,40,7,28,4,1,0,0,0,0,0,0,0,0,0,0
4002,25,3,17,4,1,0,0,0,0,0,0,0,0,0,0
4003,69,1,54,7,1,0,0,0,0,0,6,1,0,0,0
4004,14,5,5,3,1,0,0,0,0,0,0,8,4,0,0
4005,66,27,26,11,2,0,0,0,0,0,0,0,0,0,0
4006,68,23,26,18,1,0,0,0,0,0,0,2,0,0,0
4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
4010,25,5,7,10,2,1,0,0,0,0,0,0,0,0,0
4011,71,5,63,6,0,0,0,0,0,0,0,0,0,0,0
4012,22,0,22,0,0,0,0,0,0,0,0,1,0,0,0
4013,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
4014,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4015,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0
4016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4017,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4018,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
4019,24,13,6,4,1,0,0,0,0,0,0,0,0,-1,0
4020,42,7,17,14,3,1,0,0,0,0,0,0,0,0,0
4021,13,3,3,5,2,0,0,0,0,0,0,0,0,0,0
4022,19,2,12,4,1,0,0,0,0,0,0,0,0,0,0
4023,36,1,20,6,0,0,9,0,0,0,0,1,0,0,0
4024,25,2,19,4,0,0,0,0,0,0,0,0,0,0,0
4025,18,3,14,1,0,0,0,0,0,0,0,0,0,0,0
4026,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4027,41,0,40,0,0,0,0,0,0,0,22,0,0,0,0
4028,17,3,6,8,0,0,0,0,0,0,0,0,0,0,0
4029,25,6,9,8,1,1,0,0,0,0,0,0,0,0,0
4030,34,3,6,22,1,1,0,0,0,0,0,1,0,0,0
4031,78,8,41,24,5,0,0,0,0,0,0,0,0,0,0
4032,13,4,3,5,1,0,0,0,0,0,0,0,0,0,0
4033,81,7,32,30,8,3,0,0,0,0,1,7,6,-1,0
4034,107,13,35,45,13,1,0,0,0,0,0,9,6,-1,0
4035,46,1,20,20,3,2,0,0,0,0,0,5,2,0,0
4036,26,5,10,10,0,1,0,0,0,0,0,0,0,0,0
4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,83,4,40,28,7,2,0,0,0,0,2,4,1,0,0
4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4040,7,0,3,3,1,0,0,0,0,0,0,0,0,-1,0
4041,47,18,21,6,2,0,0,0,0,0,0,0,0,0,0
4042,16,4,6,4,1,0,0,0,0,0,0,0,0,0,0
4043,368,75,190,73,20,10,0,0,0,0,0,5,1,-1,0
4044,11,3,4,3,1,0,0,0,0,0,0,0,0,0,0
4045,52,14,13,20,3,2,0,0,0,0,0,4,3,0,0
4046,97,11,36,40,7,3,0,0,0,0,0,6,1,0,0
4047,13,3,2,8,0,0,0,0,0,0,0,1,1,0,0
4048,56,6,17,21,4,6,0,0,0,0,0,3,0,0,0
4049,52,6,19,22,5,0,0,0,0,0,0,-1,1,0,0
4050,96,21,26,41,1,6,0,0,0,0,1,2,0,0,0
4051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4052,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
4053,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0
4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
4060,156,103,7,15,26,4,1,0,0,0,0,2,2,0,0
4061,54,18,14,11,7,4,0,0,0,0,0,1,0,0,0
4062,28,8,9,9,0,2,0,0,0,0,0,0,0,0,0
4063,37,10,23,3,1,0,0,0,0,0,0,1,1,-1,1
4064,35,10,10,9,3,3,0,0,0,0,0,0,0,0,0
4065,14,0,8,2,0,0,0,0,0,0,4,0,0,0,0
4066,254,72,124,15,12,20,0,0,0,0,11,3,1,-1,2
4067,7,0,5,0,0,0,0,0,0,0,2,0,0,0,0
4068,22,7,9,3,4,0,0,0,0,0,0,1,0,0,0
4069,151,34,76,12,5,13,0,0,0,0,0,0,0,0,0
4070,30,2,19,4,2,0,0,0,0,0,3,0,0,0,0
4071,33,9,17,6,1,0,0,0,0,0,0,0,0,0,0
4072,8,0,5,0,0,3,0,0,0,0,0,0,0,0,0
4073,17,2,14,0,1,0,0,0,0,0,0,0,0,0,0
4074,11,2,6,1,1,1,0,0,0,0,0,0,0,0,0
4075,44,9,21,8,3,1,0,0,0,0,0,0,0,0,0
4076,13,4,5,4,0,0,0,0,0,0,0,0,0,0,0
4077,49,6,35,2,2,3,0,0,0,0,1,0,0,-1,1
4078,33,7,18,2,4,1,0,0,0,0,1,0,0,0,0
4079,27,5,17,1,2,2,0,0,0,0,0,0,0,0,0
4080,36,4,21,4,3,3,0,0,0,0,1,1,1,0,0
4081,44,7,23,4,7,2,0,0,0,0,0,1,0,0,0
4082,20,0,19,1,0,0,0,0,0,0,0,0,0,0,0
4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,4,0,2,2,0,0,0,0,0,0,0,0,0,-1,1
4085,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
4086,312,0,311,1,0,0,0,0,0,0,309,0,0,0,0
4087,32,2,6,10,0,2,1,0,0,0,11,-1,-1,0,0
4088,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
4089,17,4,6,6,0,1,0,0,0,0,0,0,0,0,0
4090,6,0,0,0,1,0,0,0,0,0,6,0,0,0,0
4091,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0
4092,2,0,0,0,2,0,0,0,0,0,0,0,0,0,-1
4093,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
4094,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4095,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0
4096,34,10,7,16,1,0,0,0,0,0,0,1,0,0,1
4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
4099,15,5,5,4,1,0,0,0,0,0,0,0,0,0,0
4100,28,11,9,8,0,0,0,0,0,0,0,0,0,0,0
4101,22,4,6,9,3,0,0,0,0,0,0,0,0,0,0
4102,37,6,4,17,7,1,0,0,0,0,2,5,1,0,0
4103,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1
4104,7,0,3,4,0,0,0,0,0,0,0,2,1,0,0
4105,242,5,8,4,0,1,0,0,0,0,0,2,0,0,0
4106,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0
4107,7,2,2,3,0,0,0,0,0,0,0,0,0,1,0
4108,26,6,12,6,2,0,0,0,0,0,0,1,1,0,0
4109,54,15,11,22,5,0,0,0,0,0,1,5,2,0,0
4110,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
4111,19,8,5,4,1,1,0,0,0,0,0,0,0,0,0
4112,21,1,9,10,1,0,0,0,0,0,0,2,0,0,0
4113,42,7,17,16,2,0,0,0,0,0,0,1,0,0,0
4114,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
4115,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0
4116,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0
4117,23,8,3,7,3,2,0,0,0,0,0,0,0,0,0
4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,172,145,17,2,2,5,1,0,0,0,0,0,0,0,0
4120,17,4,8,2,1,2,0,0,0,0,0,0,0,0,0
4121,76,38,14,16,2,5,0,0,0,0,1,0,0,0,0
4122,71,30,14,20,5,1,0,0,0,0,1,0,0,0,0
4123,24,15,5,3,1,0,0,0,0,0,0,1,0,0,1
4124,124,34,53,19,8,7,2,0,0,0,1,1,0,0,1
4125,95,23,24,26,9,10,1,0,0,0,2,0,0,0,1
4126,29,7,10,6,4,1,0,0,0,0,1,0,0,0,0
4127,13,7,5,1,0,0,0,0,0,0,0,0,0,0,0
4128,140,53,47,29,8,3,0,0,0,0,0,0,0,0,1
4129,8,5,0,2,1,0,0,0,0,0,0,0,0,0,0
4130,22,8,7,3,1,2,1,0,0,0,0,0,0,0,1
4131,37,17,13,5,1,1,0,0,0,0,0,0,0,0,0
4132,73,24,27,17,3,0,1,0,0,0,1,0,0,0,0
4133,59,19,19,17,2,2,0,0,0,0,0,0,0,0,1
4134,7,2,0,1,1,1,0,0,0,0,2,0,0,0,0
4135,71,19,20,20,6,3,1,0,0,0,0,2,0,0,1
4136,46,10,19,5,5,5,0,0,0,0,2,0,0,0,0
4137,13,1,7,4,0,1,0,0,0,0,0,0,0,0,0
4138,55,14,25,13,0,2,1,0,0,0,0,1,0,0,0
4139,28,8,12,6,0,1,0,0,0,0,1,0,0,0,1
4140,102,11,49,29,8,5,0,0,0,0,0,9,5,0,2
4141,19,10,2,7,0,0,0,0,0,0,0,1,1,0,1
4142,20,18,0,2,0,0,0,0,0,0,0,0,0,0,0
4143,12,5,1,5,1,0,0,0,0,0,0,2,2,0,0
4144,13,3,1,9,0,0,0,0,0,0,0,1,1,0,0
4145,10,5,1,4,0,0,0,0,0,0,0,1,0,0,0
4146,26,11,4,9,2,0,0,0,0,0,0,0,0,0,0
4147,19,8,7,2,0,0,2,0,0,0,0,0,0,0,0
4148,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4149,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
4150,117,27,16,54,15,5,0,0,0,0,0,1,1,0,2
4151,49,5,11,25,6,1,1,0,0,0,0,2,0,0,1
4152,30,9,7,11,2,1,0,0,0,0,0,1,1,0,0
4153,65,19,21,16,7,2,0,0,0,0,0,0,0,0,0
4154,35,11,8,11,2,3,0,0,0,0,0,2,0,0,0
4155,18,6,2,7,1,0,0,2,0,0,0,2,1,0,0
4156,85,18,35,22,6,4,0,0,0,0,0,4,1,0,0
4157,56,11,14,23,5,3,0,0,0,0,0,0,0,0,0
4158,40,10,14,14,1,1,0,0,0,0,0,0,0,0,0
4159,71,6,16,36,8,4,0,0,0,0,1,2,1,0,0
4160,109,45,28,25,7,3,0,0,0,0,1,1,1,0,1
4161,62,25,11,17,5,4,0,0,0,0,0,1,0,0,1
4162,81,32,21,23,4,1,0,0,0,0,0,0,0,0,1
4163,49,11,17,13,3,5,0,0,0,0,0,4,0,0,0
4164,27,5,9,13,0,0,0,0,0,0,0,0,0,0,0
4165,9,4,1,4,0,0,0,0,0,0,0,0,0,0,0
4166,15,2,2,11,0,0,0,0,0,0,0,1,0,0,0
4167,2,0,0,2,0,0,0,0,0,0,0,1,1,-1,0
4168,67,36,6,22,3,0,0,0,0,0,0,0,0,1,0
4169,44,9,5,26,0,4,0,0,0,0,0,0,0,0,0
4170,50,18,8,20,0,4,0,0,0,0,0,1,1,0,2
4171,21,6,6,9,0,0,0,0,0,0,0,0,0,-1,0
4172,38,11,3,10,13,1,0,0,0,0,0,1,1,0,0
4173,20,4,6,8,1,0,1,0,0,0,0,0,0,0,0
4174,7,1,4,2,0,0,0,0,0,0,0,1,0,0,0
4175,20,5,4,6,3,1,0,0,0,0,1,1,0,0,1
4176,20,4,7,8,0,0,1,0,0,0,0,3,0,0,0
4177,7,1,1,3,2,0,0,0,0,0,0,0,0,0,0
4178,37,11,6,14,4,2,0,0,0,0,0,1,0,0,1
4179,11,2,3,6,0,0,0,0,0,0,0,0,0,0,0
4180,13,5,2,3,3,0,0,0,0,0,0,1,0,0,1
4181,19,4,4,5,2,1,0,0,0,0,3,1,0,0,1
4182,6,2,0,2,1,1,0,0,0,0,0,0,0,0,0
4183,8,1,4,3,0,0,0,0,0,0,0,0,0,0,0
4184,17,4,3,8,1,1,0,0,0,0,0,0,0,0,0
4185,14,2,3,6,2,1,0,0,0,0,0,1,0,0,0
4186,11,4,2,5,0,0,0,0,0,0,0,1,1,0,0
4187,59,20,16,17,5,1,0,0,0,0,0,0,0,0,0
4188,20,6,4,6,3,1,0,0,0,0,0,1,1,0,0
4189,28,8,7,10,2,1,0,0,0,0,0,1,1,0,0
4190,20,5,3,9,3,0,0,0,0,0,0,0,0,0,0
4191,31,8,10,13,0,0,0,0,0,0,0,1,1,0,0
4192,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0
4193,33,9,10,10,3,1,0,0,0,0,0,3,0,0,0
4194,27,4,8,10,3,1,0,0,0,0,0,0,0,0,0
4195,33,2,13,12,5,0,0,0,0,0,1,1,0,0,0
4196,10,1,0,7,2,0,0,0,0,0,0,0,0,0,0
4197,12,4,0,6,1,1,0,0,0,0,0,0,0,-1,0
4198,12,4,0,8,0,0,0,0,0,0,0,0,0,0,0
4199,24,4,5,8,6,1,0,0,0,0,0,0,0,0,0
4200,8,1,0,5,0,2,0,0,0,0,0,0,0,0,0
4201,32,15,5,6,4,1,1,0,0,0,0,3,0,-1,0
4202,26,3,5,13,4,0,0,0,0,0,0,2,0,-1,0
4203,24,1,6,15,2,0,0,0,0,0,0,2,0,-1,0
4204,11,1,2,4,4,0,0,0,0,0,0,1,0,0,0
4205,30,7,11,8,3,1,0,0,0,0,0,1,1,0,0
4206,57,5,16,21,13,1,1,0,0,0,0,2,2,0,0
4207,24,3,7,9,4,1,0,0,0,0,0,0,0,-1,0
4208,7,2,4,1,0,0,0,0,0,0,0,0,0,-1,0
4209,29,7,8,13,1,0,0,0,0,0,0,0,0,0,0
4210,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0
4211,12,3,3,3,3,0,0,0,0,0,0,1,1,0,0
4212,41,7,15,12,5,1,1,0,0,0,0,1,1,0,0
4213,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0
4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,90,28,50,13,2,6,1,0,0,0,0,1,0,0,0
4216,60,27,27,5,1,0,1,0,0,0,0,0,0,-1,0
4217,15,4,7,4,0,0,1,0,0,0,0,0,0,0,0
4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,19,7,10,0,1,0,0,0,0,0,0,0,0,0,0
4220,58,25,23,7,2,0,1,0,0,0,0,1,0,0,0
4221,10,2,5,1,0,1,0,0,0,0,0,0,0,0,0
4222,4,24,9,3,1,1,0,0,0,0,0,1,0,0,0
4223,51,8,25,13,2,1,0,0,0,0,0,1,0,0,0
4224,9,3,5,2,0,0,0,0,0,0,0,0,0,0,0
4225,26,14,2,1,3,2,1,0,0,0,0,0,0,0,0
4226,18,6,4,5,2,1,0,0,0,0,0,0,0,0,0
