SSN,Code,Variable,Where
4403,40,arch1Oxto,NA
4403,7,arch2McTl,NA
4403,6,func2McTl,NA
4403,70,neighborhoodChar,NA
4404,5,func1PMic,NA
4404,5,func1McTl,NA
4404,38,func1XlMe,NA
4404,30,func1Oxto,NA
4404,7,arch1PMic,NA
4404,7,arch1McTl,NA
4404,40,arch1XlMe,NA
4404,40,arch1Oxto,NA
4404,70,neighborhoodChar,NA
4405,0,func1PMic,Missing
4405,0,func1McTl,Missing
4405,0,func1XlMe,Missing
4405,0,func1Oxto,Missing
4405,8,arch1PMic,NA
4405,8,arch1McTl,NA
4405,8,arch1XlMe,NA
4405,40,arch1Oxto,NA
4405,70,neighborhoodChar,NA
4406,5,func1PMic,NA
4406,38,func1McTl,NA
4406,38,func1XlMe,NA
4406,38,func1Oxto,NA
4406,7,arch1PMic,NA
4406,40,arch1McTl,NA
4406,40,arch1XlMe,NA
4406,40,arch1Oxto,NA
4406,70,neighborhoodChar,NA
4407,5,func1PMic,NA
4407,5,func1McTl,NA
4407,38,func1XlMe,NA
4407,38,func1Oxto,NA
4407,7,arch1PMic,NA
4407,7,arch1McTl,NA
4407,40,arch1XlMe,NA
4407,40,arch1Oxto,NA
4407,70,neighborhoodChar,NA
4408,5,func1PMic,NA
4408,38,func1McTl,NA
4408,38,func1XlMe,NA
4408,0,func1Oxto,Missing
4408,7,arch1PMic,NA
4408,40,arch1McTl,NA
4408,40,arch1XlMe,NA
4408,40,arch1Oxto,NA
4408,70,neighborhoodChar,NA
4409,0,func1PMic,Missing
4409,0,func1McTl,Missing
4409,0,func1XlMe,Missing
4409,0,func1Oxto,Missing
4409,40,arch1PMic,NA
4409,40,arch1McTl,NA
4409,40,arch1XlMe,NA
4409,40,arch1Oxto,NA
4409,70,neighborhoodChar,NA
4410,61,presPaTz,NA
4410,61,presMcTl,NA
4410,61,presXlMt,NA
4410,14,func1PMic,NA
4410,14,func1McTl,NA
4410,14,func1XlMe,NA
4410,38,func1Oxto,NA
4410,14,arch1PMic,NA
4410,14,arch1McTl,NA
4410,14,arch1XlMe,NA
4410,40,arch1Oxto,NA
4410,59,archInt1McTl,NA
4410,59,archInt1XlMt,NA
4410,70,neighborhoodChar,NA
4410,113,macroComplexNum,NA
4411,38,func1PMic,NA
4411,5,func1McTl,NA
4411,5,func1XlMe,NA
4411,38,func1Oxto,NA
4411,40,arch1PMic,NA
4411,7,arch1McTl,NA
4411,7,arch1XlMe,NA
4411,40,arch1Oxto,NA
4411,70,neighborhoodChar,NA
4412,38,func1PMic,NA
4412,4,func1McTl,NA
4412,4,func1XlMe,NA
4412,38,func1Oxto,NA
4412,40,arch1PMic,NA
4412,1,arch1McTl,NA
4412,1,arch1XlMe,NA
4412,40,arch1Oxto,NA
4412,70,neighborhoodChar,NA
4413,0,func1PMic,Missing
4413,0,func1McTl,Missing
4413,0,func1XlMe,Missing
4413,0,func1Oxto,Missing
4413,40,arch1PMic,NA
4413,8,arch1McTl,NA
4413,40,arch1XlMe,NA
4413,40,arch1Oxto,NA
4413,70,neighborhoodChar,NA
4414,65,ceramicField,NA
4414,6,func1PMic,NA
4414,4,func1McTl,NA
4414,4,func1XlMe,NA
4414,38,func1Oxto,NA
4414,2,arch1PMic,NA
4414,1,arch1McTl,NA
4414,1,arch1XlMe,NA
4414,40,arch1Oxto,NA
4414,43,ceramicKrotser,NA
4414,70,neighborhoodChar,NA
4415,65,ceramicField,NA
4415,6,func1PMic,NA
4415,4,func1McTl,NA
4415,4,func1XlMe,NA
4415,38,func1Oxto,NA
4415,2,arch1PMic,NA
4415,1,arch1McTl,NA
4415,1,arch1XlMe,NA
4415,40,arch1Oxto,NA
4415,43,ceramicKrotser,NA
4415,70,neighborhoodChar,NA
4416,0,func1PMic,Missing
4416,0,func1McTl,Missing
4416,0,func1XlMe,Missing
4416,0,func1Oxto,Missing
4416,40,arch1PMic,NA
4416,8,arch1McTl,NA
4416,8,arch1XlMe,NA
4416,40,arch1Oxto,NA
4416,70,neighborhoodChar,NA
4417,6,func1PMic,NA
4417,4,func1McTl,NA
4417,4,func1XlMe,NA
4417,38,func1Oxto,NA
4417,2,arch1PMic,NA
4417,1,arch1McTl,NA
4417,1,arch1XlMe,NA
4417,40,arch1Oxto,NA
4417,70,neighborhoodChar,NA
4418,0,func1PMic,Missing
4418,0,func1McTl,Missing
4418,0,func1XlMe,Missing
4418,38,func1Oxto,NA
4418,40,arch1PMic,NA
4418,8,arch1McTl,NA
4418,8,arch1XlMe,NA
4418,40,arch1Oxto,NA
4418,70,neighborhoodChar,NA
4419,0,func1PMic,Missing
4419,0,func1McTl,Missing
4419,0,func1XlMe,Missing
4419,38,func1Oxto,NA
4419,40,arch1PMic,NA
4419,8,arch1McTl,NA
4419,8,arch1XlMe,NA
4419,40,arch1Oxto,NA
4419,70,neighborhoodChar,NA
4420,38,func1PMic,NA
4420,4,func1McTl,NA
4420,4,func1XlMe,NA
4420,38,func1Oxto,NA
4420,40,arch1PMic,NA
4420,1,arch1McTl,NA
4420,1,arch1XlMe,NA
4420,40,arch1Oxto,NA
4420,70,neighborhoodChar,NA
4421,65,ceramicField,NA
4421,0,func1PMic,Missing
4421,4,func1McTl,NA
4421,4,func1XlMe,NA
4421,38,func1Oxto,NA
4421,40,arch1PMic,NA
4421,1,arch1McTl,NA
4421,1,arch1XlMe,NA
4421,40,arch1Oxto,NA
4421,43,ceramicKrotser,NA
4421,70,neighborhoodChar,NA
4422,0,func1PMic,Missing
4422,4,func1McTl,NA
4422,4,func1XlMe,NA
4422,38,func1Oxto,NA
4422,40,arch1PMic,NA
4422,1,arch1McTl,NA
4422,1,arch1XlMe,NA
4422,40,arch1Oxto,NA
4422,70,neighborhoodChar,NA
4423,0,func1PMic,Missing
4423,0,func1McTl,Missing
4423,0,func1XlMe,Missing
4423,38,func1Oxto,NA
4423,40,arch1PMic,NA
4423,8,arch1McTl,NA
4423,8,arch1XlMe,NA
4423,40,arch1Oxto,NA
4423,70,neighborhoodChar,NA
4424,65,ceramicField,NA
4424,6,func1PMic,NA
4424,4,func1McTl,NA
4424,4,func1XlMe,NA
4424,38,func1Oxto,NA
4424,2,arch1PMic,NA
4424,1,arch1McTl,NA
4424,1,arch1XlMe,NA
4424,40,arch1Oxto,NA
4424,43,ceramicKrotser,NA
4424,68,obsidianSpencePhase1,NA
4424,70,neighborhoodChar,NA
4425,63,ceramicField,NA
4425,6,func1PMic,NA
4425,12,func1McTl,NA
4425,12,func1XlMe,NA
4425,38,func1Oxto,NA
4425,2,arch1PMic,NA
4425,1,arch1McTl,NA
4425,1,arch1XlMe,NA
4425,40,arch1Oxto,NA
4425,43,ceramicKrotser,NA
4425,68,obsidianSpencePhase1,NA
4425,70,neighborhoodChar,NA
4426,38,func1PMic,NA
4426,4,func1McTl,NA
4426,4,func1XlMe,NA
4426,38,func1Oxto,NA
4426,40,arch1PMic,NA
4426,1,arch1McTl,NA
4426,1,arch1XlMe,NA
4426,40,arch1Oxto,NA
4426,70,neighborhoodChar,NA
4427,65,ceramicField,NA
4427,38,func1PMic,NA
4427,4,func1McTl,NA
4427,4,func1XlMe,NA
4427,38,func1Oxto,NA
4427,40,arch1PMic,NA
4427,1,arch1McTl,NA
4427,1,arch1XlMe,NA
4427,40,arch1Oxto,NA
4427,43,ceramicKrotser,NA
4427,70,neighborhoodChar,NA
4428,65,ceramicField,NA
4428,6,func1PMic,NA
4428,4,func1McTl,NA
4428,4,func1XlMe,NA
4428,38,func1Oxto,NA
4428,2,arch1PMic,NA
4428,1,arch1McTl,NA
4428,1,arch1XlMe,NA
4428,40,arch1Oxto,NA
4428,43,ceramicKrotser,NA
4428,70,neighborhoodChar,NA
4429,65,ceramicField,NA
4429,6,func1PMic,NA
4429,4,func1McTl,NA
4429,4,func1XlMe,NA
4429,38,func1Oxto,NA
4429,2,arch1PMic,NA
4429,1,arch1McTl,NA
4429,1,arch1XlMe,NA
4429,40,arch1Oxto,NA
4429,43,ceramicKrotser,NA
4429,70,neighborhoodChar,NA
4430,38,func1PMic,NA
4430,14,func1McTl,NA
4430,14,func1XlMe,NA
4430,38,func1Oxto,NA
4430,40,arch1PMic,NA
4430,14,arch1McTl,NA
4430,14,arch1XlMe,NA
4430,40,arch1Oxto,NA
4430,70,neighborhoodChar,NA
4431,38,func1PMic,NA
4431,0,func1McTl,Missing
4431,14,func1XlMe,NA
4431,38,func1Oxto,NA
4431,40,arch1PMic,NA
4431,40,arch1McTl,NA
4431,14,arch1XlMe,NA
4431,40,arch1Oxto,NA
4431,70,neighborhoodChar,NA
4432,38,func1PMic,NA
4432,14,func1McTl,NA
4432,14,func1XlMe,NA
4432,38,func1Oxto,NA
4432,40,arch1PMic,NA
4432,14,arch1McTl,NA
4432,14,arch1XlMe,NA
4432,40,arch1Oxto,NA
4432,70,neighborhoodChar,NA
4433,38,func1PMic,NA
4433,14,func1McTl,NA
4433,14,func1XlMe,NA
4433,38,func1Oxto,NA
4433,40,arch1PMic,NA
4433,14,arch1McTl,NA
4433,14,arch1XlMe,NA
4433,40,arch1Oxto,NA
4433,70,neighborhoodChar,NA
4434,6,func1PMic,NA
4434,4,func1McTl,NA
4434,4,func1XlMe,NA
4434,38,func1Oxto,NA
4434,2,arch1PMic,NA
4434,1,arch1McTl,NA
4434,1,arch1XlMe,NA
4434,40,arch1Oxto,NA
4434,70,neighborhoodChar,NA
4435,6,func1PMic,NA
4435,4,func1McTl,NA
4435,4,func1XlMe,NA
4435,38,func1Oxto,NA
4435,2,arch1PMic,NA
4435,1,arch1McTl,NA
4435,1,arch1XlMe,NA
4435,40,arch1Oxto,NA
4435,70,neighborhoodChar,NA
4436,65,ceramicField,NA
4436,6,func1PMic,NA
4436,4,func1McTl,NA
4436,4,func1XlMe,NA
4436,38,func1Oxto,NA
4436,2,arch1PMic,NA
4436,1,arch1McTl,NA
4436,1,arch1XlMe,NA
4436,40,arch1Oxto,NA
4436,43,ceramicKrotser,NA
4436,70,neighborhoodChar,NA
4437,65,ceramicField,NA
4437,6,func1PMic,NA
4437,4,func1McTl,NA
4437,4,func1XlMe,NA
4437,38,func1Oxto,NA
4437,2,arch1PMic,NA
4437,1,arch1McTl,NA
4437,1,arch1XlMe,NA
4437,40,arch1Oxto,NA
4437,43,ceramicKrotser,NA
4437,70,neighborhoodChar,NA
4438,38,func1PMic,NA
4438,4,func1McTl,NA
4438,4,func1XlMe,NA
4438,38,func1Oxto,NA
4438,40,arch1PMic,NA
4438,1,arch1McTl,NA
4438,1,arch1XlMe,NA
4438,40,arch1Oxto,NA
4438,70,neighborhoodChar,NA
4439,38,func1PMic,NA
4439,4,func1McTl,NA
4439,4,func1XlMe,NA
4439,38,func1Oxto,NA
4439,40,arch1PMic,NA
4439,1,arch1McTl,NA
4439,1,arch1XlMe,NA
4439,40,arch1Oxto,NA
4439,70,neighborhoodChar,NA
4440,38,func1PMic,NA
4440,4,func1McTl,NA
4440,4,func1XlMe,NA
4440,38,func1Oxto,NA
4440,40,arch1PMic,NA
4440,1,arch1McTl,NA
4440,1,arch1XlMe,NA
4440,40,arch1Oxto,NA
4440,70,neighborhoodChar,NA
4441,38,func1PMic,NA
4441,14,func1McTl,NA
4441,14,func1XlMe,NA
4441,38,func1Oxto,NA
4441,40,arch1PMic,NA
4441,14,arch1McTl,NA
4441,14,arch1XlMe,NA
4441,40,arch1Oxto,NA
4441,70,neighborhoodChar,NA
4442,38,func1PMic,NA
4442,14,func1McTl,NA
4442,14,func1XlMe,NA
4442,38,func1Oxto,NA
4442,40,arch1PMic,NA
4442,14,arch1McTl,NA
4442,14,arch1XlMe,NA
4442,40,arch1Oxto,NA
4442,70,neighborhoodChar,NA
4443,0,func1PMic,Missing
4443,0,func1McTl,Missing
4443,0,func1XlMe,Missing
4443,0,func1Oxto,Missing
4443,40,arch1PMic,NA
4443,8,arch1McTl,NA
4443,8,arch1XlMe,NA
4443,40,arch1Oxto,NA
4443,70,neighborhoodChar,NA
4444,0,func1PMic,Missing
4444,0,func1McTl,Missing
4444,0,func1XlMe,Missing
4444,0,func1Oxto,Missing
4444,40,arch1PMic,NA
4444,40,arch1McTl,NA
4444,8,arch1XlMe,NA
4444,40,arch1Oxto,NA
4444,70,neighborhoodChar,NA
4445,38,func1PMic,NA
4445,14,func1McTl,NA
4445,14,func1XlMe,NA
4445,38,func1Oxto,NA
4445,40,arch1PMic,NA
4445,14,arch1McTl,NA
4445,14,arch1XlMe,NA
4445,40,arch1Oxto,NA
4445,70,neighborhoodChar,NA
4446,38,func1PMic,NA
4446,14,func1McTl,NA
4446,14,func1XlMe,NA
4446,38,func1Oxto,NA
4446,40,arch1PMic,NA
4446,14,arch1McTl,NA
4446,14,arch1XlMe,NA
4446,40,arch1Oxto,NA
4446,70,neighborhoodChar,NA
4447,38,func1PMic,NA
4447,14,func1McTl,NA
4447,14,func1XlMe,NA
4447,38,func1Oxto,NA
4447,40,arch1PMic,NA
4447,14,arch1McTl,NA
4447,14,arch1XlMe,NA
4447,40,arch1Oxto,NA
4447,70,neighborhoodChar,NA
4448,38,func1PMic,NA
4448,22,func1McTl,NA
4448,22,func1XlMe,NA
4448,0,func1Oxto,Missing
4448,40,arch1PMic,NA
4448,26,arch1McTl,NA
4448,26,arch1XlMe,NA
4448,8,arch1Oxto,NA
4448,70,neighborhoodChar,NA
4449,38,func1PMic,NA
4449,22,func1McTl,NA
4449,22,func1XlMe,NA
4449,0,func1Oxto,Missing
4449,40,arch1PMic,NA
4449,26,arch1McTl,NA
4449,26,arch1XlMe,NA
4449,8,arch1Oxto,NA
4449,70,neighborhoodChar,NA
4450,0,func1PMic,Missing
4450,0,func1McTl,Missing
4450,0,func1XlMe,Missing
4450,0,func1Oxto,Missing
4450,40,arch1PMic,NA
4450,8,arch1McTl,NA
4450,8,arch1XlMe,NA
4450,0,arch1Oxto,Missing
4450,70,neighborhoodChar,NA
4451,6,func1PMic,NA
4451,4,func1McTl,NA
4451,4,func1XlMe,NA
4451,0,func1Oxto,Missing
4451,2,arch1PMic,NA
4451,1,arch1McTl,NA
4451,1,arch1XlMe,NA
4451,40,arch1Oxto,NA
4451,70,neighborhoodChar,NA
4452,6,func1PMic,NA
4452,4,func1McTl,NA
4452,4,func1XlMe,NA
4452,0,func1Oxto,Missing
4452,2,arch1PMic,NA
4452,1,arch1McTl,NA
4452,1,arch1XlMe,NA
4452,40,arch1Oxto,NA
4452,70,neighborhoodChar,NA
4453,38,func1PMic,NA
4453,4,func1McTl,NA
4453,4,func1XlMe,NA
4453,0,func1Oxto,Missing
4453,40,arch1PMic,NA
4453,1,arch1McTl,NA
4453,1,arch1XlMe,NA
4453,40,arch1Oxto,NA
4453,70,neighborhoodChar,NA
4454,0,func1PMic,Missing
4454,3,func1McTl,NA
4454,3,func1XlMe,NA
4454,0,func1Oxto,Missing
4454,40,arch1PMic,NA
4454,1,arch1McTl,NA
4454,1,arch1XlMe,NA
4454,40,arch1Oxto,NA
4454,70,neighborhoodChar,NA
4455,0,func1PMic,Missing
4455,4,func1McTl,NA
4455,4,func1XlMe,NA
4455,0,func1Oxto,Missing
4455,40,arch1PMic,NA
4455,1,arch1McTl,NA
4455,1,arch1XlMe,NA
4455,40,arch1Oxto,NA
4455,70,neighborhoodChar,NA
4456,6,func1PMic,NA
4456,4,func1McTl,NA
4456,4,func1XlMe,NA
4456,0,func1Oxto,Missing
4456,2,arch1PMic,NA
4456,1,arch1McTl,NA
4456,1,arch1XlMe,NA
4456,40,arch1Oxto,NA
4456,70,neighborhoodChar,NA
4457,0,func1PMic,Missing
4457,0,func1McTl,Missing
4457,0,func1XlMe,Missing
4457,0,func1Oxto,Missing
4457,8,arch1PMic,NA
4457,8,arch1McTl,NA
4457,8,arch1XlMe,NA
4457,40,arch1Oxto,NA
4457,70,neighborhoodChar,NA
4458,62,obsidianField,NA
4458,5,func1PMic,NA
4458,5,func1McTl,NA
4458,5,func1XlMe,NA
4458,0,func1Oxto,Missing
4458,7,arch1PMic,NA
4458,7,arch1McTl,NA
4458,7,arch1XlMe,NA
4458,40,arch1Oxto,NA
4458,70,neighborhoodChar,NA
4459,6,func1PMic,NA
4459,4,func1McTl,NA
4459,4,func1XlMe,NA
4459,0,func1Oxto,Missing
4459,2,arch1PMic,NA
4459,1,arch1McTl,NA
4459,1,arch1XlMe,NA
4459,40,arch1Oxto,NA
4459,70,neighborhoodChar,NA
4460,0,func1PMic,Missing
4460,22,func1McTl,NA
4460,22,func1XlMe,NA
4460,0,func1Oxto,Missing
4460,40,arch1PMic,NA
4460,26,arch1McTl,NA
4460,26,arch1XlMe,NA
4460,40,arch1Oxto,NA
4460,70,neighborhoodChar,NA
4461,0,func1PMic,Missing
4461,22,func1McTl,NA
4461,22,func1XlMe,NA
4461,0,func1Oxto,Missing
4461,40,arch1PMic,NA
4461,26,arch1McTl,NA
4461,26,arch1XlMe,NA
4461,40,arch1Oxto,NA
4461,70,neighborhoodChar,NA
4462,0,func1PMic,Missing
4462,4,func1McTl,NA
4462,4,func1XlMe,NA
4462,0,func1Oxto,Missing
4462,40,arch1PMic,NA
4462,1,arch1McTl,NA
4462,1,arch1XlMe,NA
4462,40,arch1Oxto,NA
4462,70,neighborhoodChar,NA
4463,0,func1PMic,Missing
4463,23,func1McTl,NA
4463,23,func1XlMe,NA
4463,23,func1Oxto,NA
4463,40,arch1PMic,NA
4463,21,arch1McTl,NA
4463,21,arch1XlMe,NA
4463,21,arch1Oxto,NA
4463,70,neighborhoodChar,NA
4464,0,func1PMic,Missing
4464,0,func1McTl,Missing
4464,0,func1XlMe,Missing
4464,38,func1Oxto,NA
4464,8,arch1PMic,NA
4464,8,arch1McTl,NA
4464,8,arch1XlMe,NA
4464,40,arch1Oxto,NA
4464,70,neighborhoodChar,NA
4465,6,func1PMic,NA
4465,4,func1McTl,NA
4465,4,func1XlMe,NA
4465,38,func1Oxto,NA
4465,2,arch1PMic,NA
4465,1,arch1McTl,NA
4465,1,arch1XlMe,NA
4465,40,arch1Oxto,NA
4465,70,neighborhoodChar,NA
4466,0,func1PMic,Missing
4466,4,func1McTl,NA
4466,4,func1XlMe,NA
4466,0,func1Oxto,Missing
4466,40,arch1PMic,NA
4466,1,arch1McTl,NA
4466,1,arch1XlMe,NA
4466,40,arch1Oxto,NA
4466,70,neighborhoodChar,NA
4467,0,func1PMic,Missing
4467,0,func1McTl,Missing
4467,0,func1XlMe,Missing
4467,0,func1Oxto,Missing
4467,8,arch1PMic,NA
4467,8,arch1McTl,NA
4467,8,arch1XlMe,NA
4467,40,arch1Oxto,NA
4467,70,neighborhoodChar,NA
4468,0,func1PMic,Missing
4468,4,func1McTl,NA
4468,4,func1XlMe,NA
4468,0,func1Oxto,Missing
4468,40,arch1PMic,NA
4468,1,arch1McTl,NA
4468,1,arch1XlMe,NA
4468,40,arch1Oxto,NA
4468,70,neighborhoodChar,NA
4469,0,func1PMic,Missing
4469,14,func1McTl,NA
4469,14,func1XlMe,NA
4469,0,func1Oxto,Missing
4469,40,arch1PMic,NA
4469,14,arch1McTl,NA
4469,14,arch1XlMe,NA
4469,40,arch1Oxto,NA
4469,70,neighborhoodChar,NA
4470,0,func1PMic,Missing
4470,0,func1McTl,Missing
4470,0,func1XlMe,Missing
4470,0,func1Oxto,Missing
4470,40,arch1PMic,NA
4470,8,arch1McTl,NA
4470,8,arch1XlMe,NA
4470,40,arch1Oxto,NA
4470,70,neighborhoodChar,NA
4471,6,func1PMic,NA
4471,4,func1McTl,NA
4471,4,func1XlMe,NA
4471,0,func1Oxto,Missing
4471,2,arch1PMic,NA
4471,1,arch1McTl,NA
4471,1,arch1XlMe,NA
4471,40,arch1Oxto,NA
4471,70,neighborhoodChar,NA
4472,0,func1PMic,Missing
4472,0,func1McTl,Missing
4472,0,func1XlMe,Missing
4472,0,func1Oxto,Missing
4472,40,arch1PMic,NA
4472,8,arch1McTl,NA
4472,8,arch1XlMe,NA
4472,40,arch1Oxto,NA
4472,70,neighborhoodChar,NA
4473,65,ceramicField,NA
4473,6,func1PMic,NA
4473,4,func1McTl,NA
4473,4,func1XlMe,NA
4473,0,func1Oxto,Missing
4473,2,arch1PMic,NA
4473,1,arch1McTl,NA
4473,1,arch1XlMe,NA
4473,40,arch1Oxto,NA
4473,43,ceramicKrotser,NA
4473,35,funcOthXlMt,NA
4473,70,neighborhoodChar,NA
4474,0,func1PMic,Missing
4474,4,func1McTl,NA
4474,4,func1XlMe,NA
4474,0,func1Oxto,Missing
4474,40,arch1PMic,NA
4474,1,arch1McTl,NA
4474,1,arch1XlMe,NA
4474,40,arch1Oxto,NA
4474,70,neighborhoodChar,NA
4475,5,func1PMic,NA
4475,5,func1McTl,NA
4475,38,func1XlMe,NA
4475,38,func1Oxto,NA
4475,7,arch1PMic,NA
4475,7,arch1McTl,NA
4475,40,arch1XlMe,NA
4475,40,arch1Oxto,NA
4475,7,arch2XlMe,NA
4475,5,func2XlMe,NA
4475,70,neighborhoodChar,NA
4476,65,ceramicField,NA
4476,6,func1PMic,NA
4476,4,func1McTl,NA
4476,4,func1XlMe,NA
4476,0,func1Oxto,Missing
4476,2,arch1PMic,NA
4476,1,arch1McTl,NA
4476,1,arch1XlMe,NA
4476,40,arch1Oxto,NA
4476,43,ceramicKrotser,NA
4476,68,obsidianSpencePhase1,NA
4476,35,funcOthXlMt,NA
4476,70,neighborhoodChar,NA
4477,6,func1PMic,NA
4477,4,func1McTl,NA
4477,4,func1XlMe,NA
4477,0,func1Oxto,Missing
4477,2,arch1PMic,NA
4477,1,arch1McTl,NA
4477,1,arch1XlMe,NA
4477,40,arch1Oxto,NA
4477,70,neighborhoodChar,NA
4478,6,func1PMic,NA
4478,4,func1McTl,NA
4478,4,func1XlMe,NA
4478,0,func1Oxto,Missing
4478,40,arch1PMic,NA
4478,1,arch1McTl,NA
4478,1,arch1XlMe,NA
4478,40,arch1Oxto,NA
4478,70,neighborhoodChar,NA
4479,0,func1PMic,Missing
4479,4,func1McTl,NA
4479,4,func1XlMe,NA
4479,0,func1Oxto,Missing
4479,40,arch1PMic,NA
4479,1,arch1McTl,NA
4479,1,arch1XlMe,NA
4479,40,arch1Oxto,NA
4479,70,neighborhoodChar,NA
4480,0,func1PMic,Missing
4480,0,func1McTl,Missing
4480,0,func1XlMe,Missing
4480,0,func1Oxto,Missing
4480,8,arch1PMic,NA
4480,8,arch1McTl,NA
4480,8,arch1XlMe,NA
4480,40,arch1Oxto,NA
4480,70,neighborhoodChar,NA
4481,0,func1PMic,Missing
4481,0,func1McTl,Missing
4481,0,func1XlMe,Missing
4481,0,func1Oxto,Missing
4481,40,arch1PMic,NA
4481,40,arch1McTl,NA
4481,40,arch1XlMe,NA
4481,40,arch1Oxto,NA
4481,70,neighborhoodChar,NA
4482,0,func1PMic,Missing
4482,4,func1McTl,NA
4482,4,func1XlMe,NA
4482,0,func1Oxto,Missing
4482,40,arch1PMic,NA
4482,1,arch1McTl,NA
4482,1,arch1XlMe,NA
4482,40,arch1Oxto,NA
4482,70,neighborhoodChar,NA
4483,0,func1PMic,Missing
4483,0,func1McTl,Missing
4483,0,func1XlMe,Missing
4483,0,func1Oxto,Missing
4483,8,arch1PMic,NA
4483,8,arch1McTl,NA
4483,8,arch1XlMe,NA
4483,40,arch1Oxto,NA
4483,70,neighborhoodChar,NA
4484,5,func1PMic,NA
4484,5,func1McTl,NA
4484,38,func1XlMe,NA
4484,38,func1Oxto,NA
4484,7,arch1PMic,NA
4484,7,arch1McTl,NA
4484,40,arch1XlMe,NA
4484,40,arch1Oxto,NA
4484,70,neighborhoodChar,NA
4485,38,func1PMic,NA
4485,14,func1McTl,NA
4485,14,func1XlMe,NA
4485,38,func1Oxto,NA
4485,40,arch1PMic,NA
4485,14,arch1McTl,NA
4485,14,arch1XlMe,NA
4485,40,arch1Oxto,NA
4485,70,neighborhoodChar,NA
4486,5,func1PMic,NA
4486,5,func1McTl,NA
4486,38,func1XlMe,NA
4486,38,func1Oxto,NA
4486,7,arch1PMic,NA
4486,7,arch1McTl,NA
4486,40,arch1XlMe,NA
4486,40,arch1Oxto,NA
4486,70,neighborhoodChar,NA
4487,38,func1PMic,NA
4487,14,func1McTl,NA
4487,14,func1XlMe,NA
4487,38,func1Oxto,NA
4487,40,arch1PMic,NA
4487,14,arch1McTl,NA
4487,14,arch1XlMe,NA
4487,40,arch1Oxto,NA
4487,70,neighborhoodChar,NA
4488,65,ceramicField,NA
4488,6,func1PMic,NA
4488,4,func1McTl,NA
4488,4,func1XlMe,NA
4488,0,func1Oxto,Missing
4488,2,arch1PMic,NA
4488,1,arch1McTl,NA
4488,1,arch1XlMe,NA
4488,40,arch1Oxto,NA
4488,70,neighborhoodChar,NA
4489,6,func1PMic,NA
4489,4,func1McTl,NA
4489,4,func1XlMe,NA
4489,0,func1Oxto,Missing
4489,2,arch1PMic,NA
4489,1,arch1McTl,NA
4489,1,arch1XlMe,NA
4489,40,arch1Oxto,NA
4489,70,neighborhoodChar,NA
4490,0,func1PMic,Missing
4490,5,func1McTl,NA
4490,5,func1XlMe,NA
4490,0,func1Oxto,Missing
4490,40,arch1PMic,NA
4490,7,arch1McTl,NA
4490,7,arch1XlMe,NA
4490,40,arch1Oxto,NA
4490,70,neighborhoodChar,NA
4491,6,func1PMic,NA
4491,4,func1McTl,NA
4491,4,func1XlMe,NA
4491,0,func1Oxto,Missing
4491,2,arch1PMic,NA
4491,1,arch1McTl,NA
4491,1,arch1XlMe,NA
4491,40,arch1Oxto,NA
4491,70,neighborhoodChar,NA
4492,0,func1PMic,Missing
4492,4,func1McTl,NA
4492,4,func1XlMe,NA
4492,0,func1Oxto,Missing
4492,40,arch1PMic,NA
4492,1,arch1McTl,NA
4492,1,arch1XlMe,NA
4492,40,arch1Oxto,NA
4492,70,neighborhoodChar,NA
4493,5,func1PMic,NA
4493,5,func1McTl,NA
4493,5,func1XlMe,NA
4493,0,func1Oxto,Missing
4493,7,arch1PMic,NA
4493,7,arch1McTl,NA
4493,7,arch1XlMe,NA
4493,40,arch1Oxto,NA
4493,70,neighborhoodChar,NA
4494,5,func1PMic,NA
4494,5,func1McTl,NA
4494,5,func1XlMe,NA
4494,0,func1Oxto,Missing
4494,7,arch1PMic,NA
4494,7,arch1McTl,NA
4494,7,arch1XlMe,NA
4494,40,arch1Oxto,NA
4494,70,neighborhoodChar,NA
4495,65,ceramicField,NA
4495,6,func1PMic,NA
4495,4,func1McTl,NA
4495,4,func1XlMe,NA
4495,0,func1Oxto,Missing
4495,2,arch1PMic,NA
4495,1,arch1McTl,NA
4495,1,arch1XlMe,NA
4495,40,arch1Oxto,NA
4495,43,ceramicKrotser,NA
4495,70,neighborhoodChar,NA
4496,65,ceramicField,NA
4496,6,func1PMic,NA
4496,4,func1McTl,NA
4496,4,func1XlMe,NA
4496,0,func1Oxto,Missing
4496,2,arch1PMic,NA
4496,1,arch1McTl,NA
4496,1,arch1XlMe,NA
4496,40,arch1Oxto,NA
4496,70,neighborhoodChar,NA
4497,6,func1PMic,NA
4497,4,func1McTl,NA
4497,4,func1XlMe,NA
4497,0,func1Oxto,Missing
4497,2,arch1PMic,NA
4497,1,arch1McTl,NA
4497,1,arch1XlMe,NA
4497,40,arch1Oxto,NA
4497,70,neighborhoodChar,NA
4498,0,func1PMic,Missing
4498,0,func1McTl,Missing
4498,0,func1XlMe,Missing
4498,0,func1Oxto,Missing
4498,8,arch1PMic,NA
4498,8,arch1McTl,NA
4498,8,arch1XlMe,NA
4498,40,arch1Oxto,NA
4498,70,neighborhoodChar,NA
4499,23,func1PMic,NA
4499,23,func1McTl,NA
4499,23,func1XlMe,NA
4499,38,func1Oxto,NA
4499,21,arch1PMic,NA
4499,21,arch1McTl,NA
4499,21,arch1XlMe,NA
4499,40,arch1Oxto,NA
