SSN,Count,Variable,Where
4822,51,comalTot,NA
4822,64,nubbinTot,NA
4822,4,foreignTot,NA
4822,20,granTot,NA
4823,68,obsidianTot,NA
4823,1,basaltTot,NA
4823,24,figTot,NA
4823,6,candTot,NA
4823,305,totAll,NA
4823,10,totTzac,NA
4823,35,totMicc,NA
4823,93,totTlam,NA
4823,18,totXola,NA
4823,20,totMete,NA
4823,17,censerTot,NA
4823,36,toTot,NA
4823,10,smoTot,NA
4823,42,ollaTot,NA
4823,1,comalTot,NA
4823,4,nubbinTot,NA
4823,2,foreignTot,NA
4823,6,granTot,NA
4824,55,obsidianTot,NA
4824,1,basaltTot,NA
4824,1,shellTot,NA
4824,2,figTot,NA
4824,141,totAll,NA
4824,13,totTzac,NA
4824,28,totMicc,NA
4824,23,totTlam,NA
4824,8,totXola,NA
4824,5,totMete,NA
4824,2,censerTot,NA
4824,46,toTot,NA
4824,5,smoTot,NA
4824,7,ollaTot,NA
4824,5,nubbinTot,NA
4824,1,foreignTot,NA
4824,4,granTot,NA
4825,66,obsidianTot,NA
4825,1,basaltTot,NA
4825,10,figTot,NA
4825,1,candTot,NA
4825,94,totAll,NA
4825,3,totTzac,NA
4825,15,totMicc,NA
4825,17,totTlam,NA
4825,9,totXola,NA
4825,1,totMete,NA
4825,24,toTot,NA
4825,2,smoTot,NA
4825,11,ollaTot,NA
4825,2,nubbinTot,NA
4825,2,granTot,NA
4826,25,obsidianTot,NA
4826,1,basaltTot,NA
4826,2,candTot,NA
4826,70,totAll,NA
4826,4,totTzac,NA
4826,8,totMicc,NA
4826,11,totTlam,NA
4826,8,totXola,NA
4826,2,censerTot,NA
4826,19,toTot,NA
4826,5,smoTot,NA
4826,7,ollaTot,NA
4826,2,comalTot,NA
4827,28,obsidianTot,NA
4827,2,figTot,NA
4827,40,totAll,NA
4827,2,totTzac,NA
4827,2,totMicc,NA
4827,13,totTlam,NA
4827,3,totXola,NA
4827,2,totMete,NA
4827,13,toTot,NA
4827,2,smoTot,NA
4827,6,ollaTot,NA
4827,1,nubbinTot,NA
4828,40,obsidianTot,NA
4828,10,figTot,NA
4828,3,candTot,NA
4828,118,totAll,NA
4828,4,totTzac,NA
4828,10,totMicc,NA
4828,27,totTlam,NA
4828,15,totXola,NA
4828,2,totMete,NA
4828,3,censerTot,NA
4828,17,toTot,NA
4828,10,smoTot,NA
4828,9,ollaTot,NA
4828,1,comalTot,NA
4828,2,nubbinTot,NA
4828,1,granTot,NA
4829,25,obsidianTot,NA
4829,6,figTot,NA
4829,1,candTot,NA
4829,68,totAll,NA
4829,5,totTzac,NA
4829,4,totMicc,NA
4829,25,totTlam,NA
4829,9,totXola,NA
4829,5,totMete,NA
4829,2,censerTot,NA
4829,15,toTot,NA
4829,6,smoTot,NA
4829,12,ollaTot,NA
4829,1,comalTot,NA
4829,1,nubbinTot,NA
4830,3,obsidianTot,NA
4830,23,totAll,NA
4830,2,totTzac,NA
4830,2,totMicc,NA
4830,8,totTlam,NA
4830,5,totXola,NA
4830,1,censerTot,NA
4830,4,toTot,NA
4830,2,ollaTot,NA
4831,22,obsidianTot,NA
4831,6,figTot,NA
4831,2,candTot,NA
4831,110,totAll,NA
4831,12,totTzac,NA
4831,5,totMicc,NA
4831,39,totTlam,NA
4831,13,totXola,NA
4831,7,censerTot,NA
4831,17,toTot,NA
4831,6,smoTot,NA
4831,11,ollaTot,NA
4831,1,nubbinTot,NA
4831,1,foreignTot,NA
4831,1,granTot,NA
4832,13,obsidianTot,NA
4832,7,figTot,NA
4832,72,totAll,NA
4832,8,totTzac,NA
4832,9,totMicc,NA
4832,21,totTlam,NA
4832,4,totXola,NA
4832,1,totMete,NA
4832,3,censerTot,NA
4832,10,toTot,NA
4832,1,smoTot,NA
4832,3,ollaTot,NA
4832,3,comalTot,NA
4832,3,nubbinTot,NA
4832,1,granTot,NA
4833,38,obsidianTot,NA
4833,1,basaltTot,NA
4833,1,candTot,NA
4833,146,totAll,NA
4833,21,totTzac,NA
4833,6,totMicc,NA
4833,40,totTlam,NA
4833,14,totXola,NA
4833,5,totMete,NA
4833,6,censerTot,NA
4833,24,toTot,NA
4833,2,smoTot,NA
4833,20,ollaTot,NA
4833,6,nubbinTot,NA
4833,1,foreignTot,NA
4834,9,obsidianTot,NA
4834,2,basaltTot,NA
4834,1,candTot,NA
4834,95,totAll,NA
4834,15,totTzac,NA
4834,10,totMicc,NA
4834,26,totTlam,NA
4834,7,totXola,NA
4834,4,totMete,NA
4834,3,censerTot,NA
4834,15,toTot,NA
4834,1,smoTot,NA
4834,9,ollaTot,NA
4834,1,comalTot,NA
4834,8,nubbinTot,NA
4835,16,obsidianTot,NA
4835,4,figTot,NA
4835,58,totAll,NA
4835,9,totTzac,NA
4835,10,totMicc,NA
4835,9,totTlam,NA
4835,4,totXola,NA
4835,4,totMete,NA
4835,2,toTot,NA
4835,13,ollaTot,NA
4835,1,nubbinTot,NA
4835,1,granTot,NA
4836,43,obsidianTot,NA
4836,2,basaltTot,NA
4836,1,figTot,NA
4836,1,candTot,NA
4836,57,totAll,NA
4836,3,totTzac,NA
4836,10,totMicc,NA
4836,14,totTlam,NA
4836,8,totXola,NA
4836,2,toTot,NA
4836,2,smoTot,NA
4836,14,ollaTot,NA
4837,35,obsidianTot,NA
4837,2,basaltTot,NA
4837,5,figTot,NA
4837,46,totAll,NA
4837,3,totTzac,NA
4837,10,totMicc,NA
4837,8,totTlam,NA
4837,4,totXola,NA
4837,4,totMete,NA
4837,1,censerTot,NA
4837,2,toTot,NA
4837,10,ollaTot,NA
4837,1,granTot,NA
4838,12,obsidianTot,NA
4838,1,figTot,NA
4838,33,totAll,NA
4838,7,totMicc,NA
4838,8,totTlam,NA
4838,6,totXola,NA
4838,3,totMete,NA
4838,1,censerTot,NA
4838,3,toTot,NA
4838,3,ollaTot,NA
4839,51,obsidianTot,NA
4839,3,basaltTot,NA
4839,44,totAll,NA
4839,9,totTzac,NA
4839,7,totTlam,NA
4839,7,totXola,NA
4839,3,totMete,NA
4839,2,toTot,NA
4839,4,smoTot,NA
4839,6,ollaTot,NA
4840,15,obsidianTot,NA
4840,1,basaltTot,NA
4840,1,figTot,NA
4840,20,totAll,NA
4840,2,totTzac,NA
4840,8,totTlam,NA
4840,5,totXola,NA
4840,2,totMete,NA
4840,3,toTot,NA
4840,3,ollaTot,NA
4840,2,nubbinTot,NA
4841,87,obsidianTot,NA
4841,3,basaltTot,NA
4841,5,figTot,NA
4841,167,totAll,NA
4841,16,totTzac,NA
4841,29,totMicc,NA
4841,38,totTlam,NA
4841,6,totXola,NA
4841,1,censerTot,NA
4841,21,toTot,NA
4841,2,smoTot,NA
4841,34,ollaTot,NA
4841,1,comalTot,NA
4841,2,nubbinTot,NA
4841,3,foreignTot,NA
4841,6,granTot,NA
4842,41,obsidianTot,NA
4842,2,basaltTot,NA
4842,1,figTot,NA
4842,66,totAll,NA
4842,7,totTzac,NA
4842,9,totMicc,NA
4842,6,totTlam,NA
4842,8,totXola,NA
4842,5,totMete,NA
4842,1,censerTot,NA
4842,2,toTot,NA
4842,10,ollaTot,NA
4842,1,nubbinTot,NA
4842,2,granTot,NA
4843,24,obsidianTot,NA
4843,2,basaltTot,NA
4843,2,figTot,NA
4843,1,candTot,NA
4843,36,totAll,NA
4843,3,totTzac,NA
4843,12,totMicc,NA
4843,5,totTlam,NA
4843,7,totXola,NA
4843,4,toTot,NA
4843,9,ollaTot,NA
4843,1,nubbinTot,NA
4843,2,granTot,NA
4844,25,obsidianTot,NA
4844,3,figTot,NA
4844,117,totAll,NA
4844,7,totTzac,NA
4844,21,totMicc,NA
4844,37,totTlam,NA
4844,10,totXola,NA
4844,9,toTot,NA
4844,1,smoTot,NA
4844,16,ollaTot,NA
4844,2,comalTot,NA
4844,2,nubbinTot,NA
4844,1,granTot,NA
4845,8,obsidianTot,NA
4845,1,basaltTot,NA
4845,3,figTot,NA
4845,38,totAll,NA
4845,13,totMicc,NA
4845,15,totTlam,NA
4845,4,totXola,NA
4845,1,censerTot,NA
4845,4,toTot,NA
4845,1,smoTot,NA
4845,9,ollaTot,NA
4845,1,nubbinTot,NA
4845,3,granTot,NA
4846,43,obsidianTot,NA
4846,1,basaltTot,NA
4846,1,figTot,NA
4846,67,totAll,NA
4846,8,totTzac,NA
4846,15,totMicc,NA
4846,21,totTlam,NA
4846,12,totXola,NA
4846,1,censerTot,NA
4846,7,toTot,NA
4846,2,smoTot,NA
4846,14,ollaTot,NA
4846,2,nubbinTot,NA
4846,2,granTot,NA
4847,47,obsidianTot,NA
4847,5,basaltTot,NA
4847,4,figTot,NA
4847,73,totAll,NA
4847,12,totTzac,NA
4847,16,totMicc,NA
4847,7,totTlam,NA
4847,11,totXola,NA
4847,2,totMete,NA
4847,6,toTot,NA
4847,15,ollaTot,NA
4847,2,nubbinTot,NA
4848,39,obsidianTot,NA
4848,4,basaltTot,NA
4848,7,figTot,NA
4848,128,totAll,NA
4848,14,totTzac,NA
4848,13,totMicc,NA
4848,20,totTlam,NA
4848,4,totXola,NA
4848,4,censerTot,NA
4848,25,toTot,NA
4848,15,ollaTot,NA
4848,2,nubbinTot,NA
4848,1,foreignTot,NA
4849,43,obsidianTot,NA
4849,4,figTot,NA
4849,1,candTot,NA
4849,36,totAll,NA
4849,3,totTzac,NA
4849,6,totMicc,NA
4849,5,totTlam,NA
4849,4,totXola,NA
4849,2,totMete,NA
4849,1,toTot,NA
4849,1,smoTot,NA
4849,5,ollaTot,NA
4849,1,granTot,NA
4850,47,obsidianTot,NA
4850,1,basaltTot,NA
4850,1,figTot,NA
4850,41,totAll,NA
4850,3,totTzac,NA
4850,7,totMicc,NA
4850,4,totTlam,NA
4850,5,totXola,NA
4850,1,toTot,NA
4850,3,smoTot,NA
4850,2,ollaTot,NA
4851,3,obsidianTot,NA
4851,1,figTot,NA
4851,22,totAll,NA
4851,2,totTzac,NA
4851,2,totTlam,NA
4851,1,ollaTot,NA
4852,7,obsidianTot,NA
4852,1,basaltTot,NA
4852,13,totAll,NA
4852,2,totTzac,NA
4852,4,totMicc,NA
4852,1,totMete,NA
4852,2,toTot,NA
4852,2,ollaTot,NA
4853,7,obsidianTot,NA
4853,25,totAll,NA
4853,9,totTzac,NA
4853,3,totMicc,NA
4853,4,totTlam,NA
4853,1,toTot,NA
4853,6,ollaTot,NA
4853,2,nubbinTot,NA
4854,69,obsidianTot,NA
4854,5,basaltTot,NA
4854,7,figTot,NA
4854,1,candTot,NA
4854,177,totAll,NA
4854,11,totTzac,NA
4854,27,totMicc,NA
4854,37,totTlam,NA
4854,23,totXola,NA
4854,3,totMete,NA
4854,6,toTot,NA
4854,6,smoTot,NA
4854,41,ollaTot,NA
4854,4,comalTot,NA
4854,1,nubbinTot,NA
4854,1,foreignTot,NA
4854,4,granTot,NA
4855,26,obsidianTot,NA
4855,1,basaltTot,NA
4855,28,totAll,NA
4855,3,totTzac,NA
4855,5,totMicc,NA
4855,7,totTlam,NA
4855,2,totXola,NA
4855,1,toTot,NA
4855,4,ollaTot,NA
4855,4,granTot,NA
4856,123,obsidianTot,NA
4856,2,basaltTot,NA
4856,7,figTot,NA
4856,156,totAll,NA
4856,16,totTzac,NA
4856,36,totMicc,NA
4856,25,totTlam,NA
4856,34,totXola,NA
4856,5,totMete,NA
4856,3,censerTot,NA
4856,2,toTot,NA
4856,3,smoTot,NA
4856,31,ollaTot,NA
4856,4,nubbinTot,NA
4856,3,granTot,NA
4857,101,obsidianTot,NA
4857,23,basaltTot,NA
4857,24,figTot,NA
4857,386,totAll,NA
4857,44,totTzac,NA
4857,89,totMicc,NA
4857,87,totTlam,NA
4857,77,totXola,NA
4857,4,totMete,NA
4857,7,censerTot,NA
4857,40,toTot,NA
4857,5,smoTot,NA
4857,121,ollaTot,NA
4857,18,nubbinTot,NA
4857,6,granTot,NA
4858,35,obsidianTot,NA
4858,4,basaltTot,NA
4858,7,figTot,NA
4858,1,candTot,NA
4858,60,totAll,NA
4858,5,totTzac,NA
4858,17,totMicc,NA
4858,18,totTlam,NA
4858,5,totXola,NA
4858,1,toTot,NA
4858,18,ollaTot,NA
4858,1,comalTot,NA
4858,2,nubbinTot,NA
4858,2,granTot,NA
4859,126,obsidianTot,NA
4859,7,basaltTot,NA
4859,10,figTot,NA
4859,7,candTot,NA
4859,583,totAll,NA
4859,2,totPatl,NA
4859,28,totTzac,NA
4859,160,totMicc,NA
4859,209,totTlam,NA
4859,102,totXola,NA
4859,39,totMete,NA
4859,7,censerTot,NA
4859,53,toTot,NA
4859,50,smoTot,NA
4859,203,ollaTot,NA
4859,7,comalTot,NA
4859,5,nubbinTot,NA
4859,40,granTot,NA
4860,58,obsidianTot,NA
4860,5,basaltTot,NA
4860,5,figTot,NA
4860,2,candTot,NA
4860,150,totAll,NA
4860,13,totTzac,NA
4860,33,totMicc,NA
4860,39,totTlam,NA
4860,24,totXola,NA
4860,11,totMete,NA
4860,23,toTot,NA
4860,10,smoTot,NA
4860,56,ollaTot,NA
4860,5,comalTot,NA
4860,1,nubbinTot,NA
4860,8,granTot,NA
4861,49,obsidianTot,NA
4861,4,basaltTot,NA
4861,2,figTot,NA
4861,1,candTot,NA
4861,125,totAll,NA
4861,10,totTzac,NA
4861,28,totMicc,NA
4861,26,totTlam,NA
4861,31,totXola,NA
4861,12,totMete,NA
4861,1,censerTot,NA
4861,14,toTot,NA
4861,11,smoTot,NA
4861,31,ollaTot,NA
4861,1,comalTot,NA
4861,2,nubbinTot,NA
4861,6,granTot,NA
4862,79,obsidianTot,NA
4862,10,basaltTot,NA
4862,3,figTot,NA
4862,144,totAll,NA
4862,24,totTzac,NA
4862,38,totMicc,NA
4862,25,totTlam,NA
4862,31,totXola,NA
4862,13,totMete,NA
4862,4,censerTot,NA
4862,14,toTot,NA
4862,6,smoTot,NA
4862,35,ollaTot,NA
4862,1,comalTot,NA
4862,3,nubbinTot,NA
4862,10,granTot,NA
4863,47,obsidianTot,NA
4863,4,basaltTot,NA
4863,2,figTot,NA
4863,1,candTot,NA
4863,70,totAll,NA
4863,14,totTzac,NA
4863,19,totMicc,NA
4863,10,totTlam,NA
4863,10,totXola,NA
4863,3,totMete,NA
4863,2,censerTot,NA
4863,5,toTot,NA
4863,4,smoTot,NA
4863,22,ollaTot,NA
4863,1,nubbinTot,NA
4863,1,granTot,NA
4864,55,obsidianTot,NA
4864,6,basaltTot,NA
4864,3,figTot,NA
4864,146,totAll,NA
4864,1,totPatl,NA
4864,22,totTzac,NA
4864,36,totMicc,NA
4864,25,totTlam,NA
4864,13,totXola,NA
4864,2,censerTot,NA
4864,10,toTot,NA
4864,37,ollaTot,NA
4864,3,comalTot,NA
4864,3,nubbinTot,NA
4864,2,granTot,NA
4865,11,obsidianTot,NA
4865,1,basaltTot,NA
4865,29,totAll,NA
4865,3,totTzac,NA
4865,7,totMicc,NA
4865,3,totTlam,NA
4865,2,totXola,NA
4865,1,toTot,NA
4865,3,ollaTot,NA
4865,2,nubbinTot,NA
4866,93,obsidianTot,NA
4866,4,basaltTot,NA
4866,11,figTot,NA
4866,1,candTot,NA
4866,135,totAll,NA
4866,21,totTzac,NA
4866,20,totMicc,NA
4866,15,totTlam,NA
4866,12,totXola,NA
4866,1,censerTot,NA
4866,17,toTot,NA
4866,2,smoTot,NA
4866,20,ollaTot,NA
4866,1,comalTot,NA
4866,2,foreignTot,NA
4866,4,granTot,NA
4867,29,obsidianTot,NA
4867,1,basaltTot,NA
4867,3,figTot,NA
4867,59,totAll,NA
4867,9,totTzac,NA
4867,13,totMicc,NA
4867,4,totTlam,NA
4867,6,totXola,NA
4867,3,totMete,NA
4867,3,censerTot,NA
4867,9,toTot,NA
4867,2,smoTot,NA
4867,12,ollaTot,NA
4868,68,obsidianTot,NA
4868,4,figTot,NA
4868,1,candTot,NA
4868,99,totAll,NA
4868,5,totTzac,NA
4868,25,totMicc,NA
4868,12,totTlam,NA
4868,17,totXola,NA
4868,1,censerTot,NA
4868,13,toTot,NA
4868,3,smoTot,NA
4868,19,ollaTot,NA
4868,2,comalTot,NA
4868,3,nubbinTot,NA
4868,3,granTot,NA
4869,24,obsidianTot,NA
4869,4,figTot,NA
4869,66,totAll,NA
4869,9,totTzac,NA
4869,14,totMicc,NA
4869,6,totTlam,NA
4869,6,totXola,NA
4869,5,toTot,NA
4869,1,smoTot,NA
4869,9,ollaTot,NA
4869,1,comalTot,NA
4869,1,nubbinTot,NA
4870,67,obsidianTot,NA
4870,3,basaltTot,NA
4870,5,figTot,NA
4870,88,totAll,NA
4870,21,totTzac,NA
4870,21,totMicc,NA
4870,12,totTlam,NA
4870,14,totXola,NA
4870,6,toTot,NA
4870,1,smoTot,NA
4870,20,ollaTot,NA
4870,1,nubbinTot,NA
4870,3,granTot,NA
4871,81,obsidianTot,NA
4871,1,basaltTot,NA
4871,13,figTot,NA
4871,1,candTot,NA
4871,175,totAll,NA
4871,3,totPatl,NA
4871,11,totTzac,NA
4871,32,totMicc,NA
4871,67,totTlam,NA
4871,12,totXola,NA
4871,6,totMete,NA
4871,1,censerTot,NA
4871,10,toTot,NA
4871,1,smoTot,NA
4871,20,ollaTot,NA
4871,6,nubbinTot,NA
4871,3,granTot,NA
4872,18,obsidianTot,NA
4872,4,figTot,NA
4872,63,totAll,NA
4872,4,totTzac,NA
4872,10,totMicc,NA
4872,19,totTlam,NA
4872,8,totXola,NA
4872,3,toTot,NA
4872,1,smoTot,NA
4872,10,ollaTot,NA
4872,2,nubbinTot,NA
4873,41,obsidianTot,NA
4873,2,figTot,NA
4873,88,totAll,NA
4873,14,totTzac,NA
4873,21,totMicc,NA
4873,21,totTlam,NA
4873,10,totXola,NA
4873,4,censerTot,NA
4873,7,toTot,NA
4873,18,ollaTot,NA
4873,1,granTot,NA
4874,14,obsidianTot,NA
4874,2,basaltTot,NA
4874,3,figTot,NA
4874,82,totAll,NA
4874,14,totTzac,NA
4874,10,totMicc,NA
4874,15,totTlam,NA
4874,5,totXola,NA
4874,1,totMete,NA
4874,28,toTot,NA
4874,1,smoTot,NA
4874,13,ollaTot,NA
4874,2,comalTot,NA
4874,2,nubbinTot,NA
4874,2,granTot,NA
4875,24,obsidianTot,NA
4875,2,figTot,NA
4875,24,totAll,NA
4875,3,totMicc,NA
4875,1,totTlam,NA
4875,1,totXola,NA
4876,24,obsidianTot,NA
4876,2,basaltTot,NA
4876,3,figTot,NA
4876,31,totAll,NA
4876,1,totTzac,NA
4876,5,totMicc,NA
4876,2,totTlam,NA
4876,2,totXola,NA
4876,1,toTot,NA
4876,1,smoTot,NA
4876,2,ollaTot,NA
4876,1,nubbinTot,NA
4877,122,obsidianTot,NA
4877,4,basaltTot,NA
4877,7,figTot,NA
4877,1,candTot,NA
4877,90,totAll,NA
4877,7,totTzac,NA
4877,11,totMicc,NA
4877,8,totTlam,NA
4877,4,totXola,NA
4877,1,censerTot,NA
4877,2,toTot,NA
4877,1,smoTot,NA
4877,12,ollaTot,NA
4877,1,nubbinTot,NA
4877,1,granTot,NA
4878,8,totAll,NA
4878,5,totTzac,NA
4878,2,totTlam,NA
4878,1,ollaTot,NA
4879,12,obsidianTot,NA
4879,0,candTot,Missing
4879,43,totAll,NA
4879,9,totTzac,NA
4879,3,totMicc,NA
4879,3,totTlam,NA
4879,3,totXola,NA
4879,1,censerTot,NA
4879,11,toTot,NA
4879,1,smoTot,NA
4879,5,ollaTot,NA
4880,12,obsidianTot,NA
4880,0,basaltTot,Missing
4880,0,slateTot,Missing
4880,43,totAll,NA
4880,9,totTzac,NA
4880,8,totMicc,NA
4880,4,totTlam,NA
4880,1,totXola,NA
4880,2,censerTot,NA
4880,8,toTot,NA
4880,1,smoTot,NA
4880,4,ollaTot,NA
4880,1,nubbinTot,NA
4880,2,granTot,NA
4881,1,obsidianTot,NA
4881,2,figTot,NA
4881,18,totAll,NA
4881,1,totTzac,NA
4881,1,totTlam,NA
4881,11,toTot,NA
4882,7,obsidianTot,NA
4882,5,figTot,NA
4882,1,candTot,NA
4882,75,totAll,NA
4882,1,totPatl,NA
4882,4,totTzac,NA
4882,8,totMicc,NA
4882,17,totTlam,NA
4882,2,totXola,NA
4882,3,totMete,NA
4882,2,censerTot,NA
4882,8,toTot,NA
4882,4,ollaTot,NA
4882,3,nubbinTot,NA
4883,61,obsidianTot,NA
4883,1,basaltTot,NA
4883,37,figTot,NA
4883,2,candTot,NA
4883,280,totAll,NA
4883,16,totTzac,NA
4883,12,totMicc,NA
4883,63,totTlam,NA
4883,20,totXola,NA
4883,11,totMete,NA
4883,5,censerTot,NA
4883,31,toTot,NA
4883,6,smoTot,NA
4883,20,ollaTot,NA
4883,1,comalTot,NA
4883,1,nubbinTot,NA
4883,2,foreignTot,NA
4883,2,granTot,NA
4884,97,obsidianTot,NA
4884,1,basaltTot,NA
4884,12,figTot,NA
4884,5,candTot,NA
4884,197,totAll,NA
4884,9,totTzac,NA
4884,11,totMicc,NA
4884,50,totTlam,NA
4884,18,totXola,NA
4884,16,totMete,NA
4884,1,censerTot,NA
4884,65,toTot,NA
4884,12,smoTot,NA
4884,21,ollaTot,NA
4884,1,comalTot,NA
4884,2,nubbinTot,NA
4884,7,granTot,NA
4885,18,obsidianTot,NA
4885,30,figTot,NA
4885,14,candTot,NA
4885,282,totAll,NA
4885,6,totTzac,NA
4885,33,totMicc,NA
4885,90,totTlam,NA
4885,30,totXola,NA
4885,7,totMete,NA
4885,8,censerTot,NA
4885,37,toTot,NA
4885,22,smoTot,NA
4885,26,ollaTot,NA
4885,1,comalTot,NA
4885,7,nubbinTot,NA
4885,3,foreignTot,NA
4885,2,granTot,NA
4886,54,obsidianTot,NA
4886,1,basaltTot,NA
4886,4,figTot,NA
4886,1,candTot,NA
4886,27,totAll,NA
4886,1,totTzac,NA
4886,7,totTlam,NA
4886,7,totXola,NA
4886,1,censerTot,NA
4886,2,toTot,NA
4886,5,smoTot,NA
4886,3,ollaTot,NA
4887,66,obsidianTot,NA
4887,1,basaltTot,NA
4887,3,figTot,NA
4887,41,totAll,NA
4887,3,totMicc,NA
4887,7,totTlam,NA
4887,3,totXola,NA
4887,2,totMete,NA
4887,1,censerTot,NA
4887,8,toTot,NA
4887,1,smoTot,NA
4887,4,ollaTot,NA
4887,1,foreignTot,NA
4887,1,granTot,NA
4888,71,obsidianTot,NA
4888,14,figTot,NA
4888,192,totAll,NA
4888,23,totTzac,NA
4888,11,totMicc,NA
4888,60,totTlam,NA
4888,28,totXola,NA
4888,4,totMete,NA
4888,2,censerTot,NA
4888,25,toTot,NA
4888,6,smoTot,NA
4888,27,ollaTot,NA
4888,3,nubbinTot,NA
4888,4,granTot,NA
4889,71,obsidianTot,NA
4889,4,figTot,NA
4889,3,candTot,NA
4889,120,totAll,NA
4889,3,totTzac,NA
4889,6,totMicc,NA
4889,24,totTlam,NA
4889,18,totXola,NA
4889,13,totMete,NA
4889,2,censerTot,NA
4889,8,toTot,NA
4889,10,smoTot,NA
4889,12,ollaTot,NA
4889,1,comalTot,NA
4889,1,granTot,NA
4890,103,obsidianTot,NA
4890,7,figTot,NA
4890,6,candTot,NA
4890,126,totAll,NA
4890,5,totTzac,NA
4890,3,totMicc,NA
4890,15,totTlam,NA
4890,16,totXola,NA
4890,3,totMete,NA
4890,2,censerTot,NA
4890,22,toTot,NA
4890,7,smoTot,NA
4890,8,ollaTot,NA
4890,3,comalTot,NA
4891,29,obsidianTot,NA
4891,2,figTot,NA
4891,1,candTot,NA
4891,70,totAll,NA
4891,3,totTzac,NA
4891,3,totMicc,NA
4891,12,totTlam,NA
4891,7,totXola,NA
4891,1,totMete,NA
4891,1,censerTot,NA
4891,12,toTot,NA
4891,1,smoTot,NA
4891,7,ollaTot,NA
4891,1,granTot,NA
4892,23,obsidianTot,NA
4892,3,figTot,NA
4892,2,candTot,NA
4892,72,totAll,NA
4892,6,totTzac,NA
4892,4,totMicc,NA
4892,5,totTlam,NA
4892,9,totXola,NA
4892,1,censerTot,NA
4892,25,toTot,NA
4892,6,smoTot,NA
4892,3,ollaTot,NA
4892,1,granTot,NA
4893,7,obsidianTot,NA
4893,20,totAll,NA
4893,6,totTlam,NA
4893,3,totXola,NA
4893,7,toTot,NA
4893,1,smoTot,NA
4893,2,ollaTot,NA
4894,159,obsidianTot,NA
4894,12,figTot,NA
4894,1,candTot,NA
4894,104,totAll,NA
4894,4,totTzac,NA
4894,3,totMicc,NA
4894,24,totTlam,NA
4894,10,totXola,NA
4894,11,totMete,NA
4894,1,censerTot,NA
4894,27,toTot,NA
4894,10,smoTot,NA
4894,13,ollaTot,NA
4894,1,nubbinTot,NA
4894,3,granTot,NA
4895,857,obsidianTot,NA
4895,23,figTot,NA
4895,1,candTot,NA
4895,176,totAll,NA
4895,7,totTzac,NA
4895,19,totMicc,NA
4895,50,totTlam,NA
4895,20,totXola,NA
4895,18,totMete,NA
4895,3,censerTot,NA
4895,51,toTot,NA
4895,2,smoTot,NA
4895,20,ollaTot,NA
4895,5,comalTot,NA
4895,3,nubbinTot,NA
4895,1,foreignTot,NA
4895,10,granTot,NA
4896,83,obsidianTot,NA
4896,4,basaltTot,NA
4896,8,figTot,NA
4896,1,candTot,NA
4896,69,totAll,NA
4896,5,totTzac,NA
4896,8,totMicc,NA
4896,22,totTlam,NA
4896,6,totXola,NA
4896,3,censerTot,NA
4896,13,toTot,NA
4896,3,smoTot,NA
4896,9,ollaTot,NA
4896,1,comalTot,NA
4896,2,nubbinTot,NA
4896,3,granTot,NA
4897,30,obsidianTot,NA
4897,7,figTot,NA
4897,1,candTot,NA
4897,65,totAll,NA
4897,6,totTzac,NA
4897,6,totMicc,NA
4897,9,totTlam,NA
4897,6,totXola,NA
4897,2,censerTot,NA
4897,8,toTot,NA
4897,1,smoTot,NA
4897,5,ollaTot,NA
4897,2,granTot,NA
4898,20,obsidianTot,NA
4898,6,figTot,NA
4898,64,totAll,NA
4898,10,totTzac,NA
4898,1,totMicc,NA
4898,9,totTlam,NA
4898,3,totXola,NA
4898,3,totMete,NA
4898,1,censerTot,NA
4898,4,toTot,NA
4898,5,ollaTot,NA
4899,35,obsidianTot,NA
4899,1,basaltTot,NA
4899,5,figTot,NA
4899,1,candTot,NA
4899,99,totAll,NA
4899,13,totTzac,NA
4899,6,totMicc,NA
4899,31,totTlam,NA
4899,24,totXola,NA
4899,1,censerTot,NA
4899,13,toTot,NA
4899,6,smoTot,NA
4899,14,ollaTot,NA
4899,1,foreignTot,NA
4899,1,granTot,NA
4900,82,obsidianTot,NA
4900,5,basaltTot,NA
4900,4,figTot,NA
4900,1,candTot,NA
4900,129,totAll,NA
4900,8,totTzac,NA
4900,7,totMicc,NA
4900,39,totTlam,NA
4900,27,totXola,NA
4900,7,totMete,NA
4900,2,censerTot,NA
4900,19,toTot,NA
4900,14,smoTot,NA
4900,30,ollaTot,NA
4900,3,granTot,NA
4901,8,obsidianTot,NA
4901,2,figTot,NA
4901,22,totAll,NA
4901,4,totMicc,NA
4901,8,totTlam,NA
4901,2,totXola,NA
4901,2,toTot,NA
4901,2,ollaTot,NA
4901,2,granTot,NA
4902,12,obsidianTot,NA
4902,1,figTot,NA
4902,19,totAll,NA
4902,3,totMicc,NA
4902,3,totTlam,NA
4902,1,totXola,NA
4902,1,totMete,NA
4902,1,censerTot,NA
4902,7,toTot,NA
4902,2,ollaTot,NA
4903,17,obsidianTot,NA
4903,2,figTot,NA
4903,91,totAll,NA
4903,8,totMicc,NA
4903,12,totTlam,NA
4903,1,totXola,NA
4903,1,censerTot,NA
4903,6,toTot,NA
4903,1,smoTot,NA
4903,11,ollaTot,NA
4904,113,obsidianTot,NA
4904,6,basaltTot,NA
4904,3,figTot,NA
4904,187,totAll,NA
4904,3,totTzac,NA
4904,10,totMicc,NA
4904,16,totTlam,NA
