ArtCode1,ArtCode2,ArtCode3,SSN,Count,Where
0,0,146,4452,10480,NA
0,0,147,4452,17,NA
0,0,148,4452,6500,NA
6,22,136,4453,0,Missing
1,19,112,4453,1,NA
1,19,113,4453,1,NA
1,19,114,4453,2,NA
1,19,115,4453,1,NA
2,9,45,4453,20,NA
2,9,46,4453,5,NA
1,16,107,4453,1,NA
1,11,70,4453,1,NA
1,11,71,4453,1,NA
1,14,94,4453,0,Missing
1,14,97,4453,0,Missing
2,9,60,4453,1,NA
2,9,63,4453,1,NA
1,10,65,4453,12,NA
0,0,146,4453,4690,NA
0,0,148,4453,1444,NA
6,22,124,4454,1,NA
6,22,128,4454,1,NA
6,22,136,4454,0,Missing
2,9,45,4454,8,NA
2,9,46,4454,1,NA
1,10,64,4454,1,NA
1,16,107,4454,1,NA
2,9,57,4454,1,NA
2,9,44,4454,3,NA
0,0,146,4454,1300,NA
0,0,148,4454,462,NA
6,22,124,4455,1,NA
6,22,131,4455,1,NA
6,22,136,4455,0,Missing
1,19,112,4455,6,NA
1,19,113,4455,3,NA
1,19,114,4455,1,NA
1,19,115,4455,1,NA
1,19,116,4455,3,NA
1,12,74,4455,0,Missing
1,12,75,4455,0,Missing
1,12,76,4455,0,Missing
1,12,77,4455,0,Missing
1,12,78,4455,0,Missing
1,12,79,4455,0,Missing
1,12,80,4455,0,Missing
1,12,81,4455,0,Missing
1,12,82,4455,0,Missing
1,12,46,4455,0,Missing
2,7,31,4455,0,Missing
2,7,32,4455,1,NA
2,9,52,4455,1,NA
2,9,45,4455,54,NA
2,9,46,4455,29,NA
1,16,106,4455,2,NA
1,16,107,4455,4,NA
1,11,70,4455,2,NA
1,11,71,4455,1,NA
1,14,95,4455,2,NA
1,14,96,4455,2,NA
1,14,97,4455,0,Missing
2,9,57,4455,1,NA
1,13,85,4455,0,Missing
1,13,86,4455,0,Missing
1,13,87,4455,0,Missing
1,13,88,4455,0,Missing
1,13,89,4455,0,Missing
1,13,90,4455,0,Missing
1,13,91,4455,0,Missing
1,13,92,4455,2,NA
1,10,65,4455,2,NA
2,9,44,4455,3,NA
0,0,146,4455,2260,NA
0,0,148,4455,1232,NA
6,22,124,4456,1,NA
6,22,125,4456,3,NA
6,22,128,4456,2,NA
6,22,136,4456,0,Missing
1,19,112,4456,8,NA
1,19,113,4456,5,NA
1,12,74,4456,0,Missing
1,12,75,4456,0,Missing
1,12,76,4456,0,Missing
1,12,77,4456,0,Missing
1,12,78,4456,0,Missing
1,12,79,4456,0,Missing
1,12,80,4456,1,NA
1,12,81,4456,1,NA
1,12,82,4456,0,Missing
1,12,46,4456,0,Missing
1,12,84,4456,2,NA
2,7,31,4456,0,Missing
2,7,32,4456,1,NA
2,9,53,4456,1,NA
2,9,45,4456,47,NA
2,9,46,4456,40,NA
2,8,37,4456,1,NA
1,10,64,4456,1,NA
1,16,106,4456,1,NA
1,16,107,4456,4,NA
1,16,108,4456,3,NA
1,15,103,4456,6,NA
1,15,104,4456,4,NA
1,11,68,4456,1,NA
1,14,98,4456,1,NA
2,9,54,4456,2,NA
2,9,57,4456,5,NA
2,9,58,4456,0,Missing
2,9,60,4456,1,NA
1,10,65,4456,13,NA
0,0,146,4456,5400,NA
0,0,148,4456,2079,NA
6,22,125,4457,2,NA
6,22,131,4457,1,NA
6,22,136,4457,0,Missing
1,19,112,4457,3,NA
1,12,74,4457,0,Missing
1,12,75,4457,0,Missing
1,12,76,4457,0,Missing
1,12,77,4457,0,Missing
1,12,78,4457,0,Missing
1,12,79,4457,0,Missing
1,12,80,4457,0,Missing
1,12,81,4457,0,Missing
1,12,82,4457,0,Missing
1,12,46,4457,0,Missing
1,12,84,4457,0,Missing
2,9,45,4457,42,NA
2,9,46,4457,22,NA
1,10,64,4457,1,NA
1,11,68,4457,2,NA
1,14,95,4457,1,NA
1,10,65,4457,4,NA
2,9,44,4457,2,NA
0,0,146,4457,3020,NA
0,0,148,4457,0,Missing
6,22,124,4458,2,NA
6,22,136,4458,0,Missing
1,19,112,4458,6,NA
1,19,113,4458,4,NA
1,19,114,4458,2,NA
1,19,115,4458,2,NA
1,19,116,4458,5,NA
1,12,74,4458,0,Missing
1,12,75,4458,0,Missing
1,12,76,4458,0,Missing
1,12,77,4458,0,Missing
1,12,78,4458,0,Missing
1,12,79,4458,1,NA
1,12,80,4458,0,Missing
1,12,81,4458,0,Missing
1,12,82,4458,0,Missing
1,12,46,4458,0,Missing
1,12,84,4458,1,NA
2,9,45,4458,17,NA
2,9,46,4458,6,NA
1,10,64,4458,2,NA
1,16,107,4458,6,NA
1,16,108,4458,3,NA
1,15,100,4458,0,Missing
1,15,101,4458,2,NA
1,15,103,4458,4,NA
1,15,104,4458,2,NA
1,11,69,4458,1,NA
1,14,95,4458,3,NA
1,14,96,4458,2,NA
1,14,97,4458,0,Missing
2,9,63,4458,2,NA
1,10,65,4458,7,NA
0,0,146,4458,4640,NA
6,22,124,4459,2,NA
6,22,125,4459,1,NA
6,22,128,4459,2,NA
6,22,136,4459,0,Missing
1,19,112,4459,12,NA
1,19,113,4459,1,NA
1,19,114,4459,0,Missing
1,19,115,4459,3,NA
1,19,116,4459,4,NA
1,19,120,4459,1,NA
1,17,111,4459,2,NA
1,12,74,4459,2,NA
1,12,75,4459,0,Missing
1,12,76,4459,0,Missing
1,12,77,4459,0,Missing
1,12,78,4459,1,NA
1,12,79,4459,0,Missing
1,12,80,4459,0,Missing
1,12,81,4459,0,Missing
1,12,82,4459,0,Missing
1,12,46,4459,1,NA
1,12,84,4459,1,NA
2,7,27,4459,0,Missing
2,7,28,4459,0,Missing
2,7,29,4459,0,Missing
2,7,30,4459,0,Missing
2,9,53,4459,2,NA
2,9,45,4459,56,NA
2,9,46,4459,63,NA
1,16,106,4459,3,NA
1,16,107,4459,16,NA
1,16,108,4459,2,NA
1,15,104,4459,1,NA
1,15,105,4459,1,NA
1,11,70,4459,2,NA
1,11,71,4459,1,NA
1,14,96,4459,1,NA
1,14,97,4459,0,Missing
2,9,59,4459,1,NA
2,9,60,4459,1,NA
2,9,62,4459,2,NA
1,10,65,4459,18,NA
0,0,146,4459,6890,NA
0,0,148,4459,1936,NA
6,22,124,446,2,NA
6,22,127,446,1,NA
6,22,128,446,1,NA
6,22,136,446,0,Missing
1,19,112,446,13,NA
1,19,113,446,51,NA
1,19,114,446,36,NA
1,19,115,446,3,NA
1,19,116,446,2,NA
1,19,120,446,15,NA
1,18,18,446,1,NA
1,12,79,446,1,NA
1,12,46,446,2,NA
2,9,47,446,1,NA
2,7,31,446,2,NA
2,7,32,446,2,NA
2,9,43,446,2,NA
2,9,45,446,31,NA
2,9,46,446,226,NA
1,10,64,446,1,NA
1,15,100,446,1,NA
1,15,101,446,3,NA
1,15,102,446,1,NA
1,15,103,446,6,NA
1,15,104,446,2,NA
1,11,69,446,1,NA
1,13,91,446,1,NA
1,13,92,446,1,NA
1,10,65,446,2,NA
2,9,44,446,9,NA
0,0,146,446,2880,NA
0,0,147,446,17,NA
0,0,148,446,1728,NA
6,22,124,4460,1,NA
6,22,125,4460,1,NA
6,22,126,4460,1,NA
6,22,128,4460,3,NA
6,22,136,4460,0,Missing
1,19,112,4460,29,NA
1,19,113,4460,17,NA
1,19,114,4460,7,NA
1,19,115,4460,9,NA
1,19,116,4460,7,NA
1,19,119,4460,11,NA
1,19,120,4460,1,NA
1,17,111,4460,1,NA
1,12,74,4460,0,Missing
1,12,75,4460,0,Missing
1,12,76,4460,0,Missing
1,12,77,4460,0,Missing
1,12,78,4460,0,Missing
1,12,79,4460,0,Missing
1,12,80,4460,0,Missing
1,12,81,4460,0,Missing
1,12,82,4460,0,Missing
1,12,46,4460,0,Missing
1,12,84,4460,3,NA
2,7,27,4460,0,Missing
2,7,28,4460,0,Missing
2,7,29,4460,0,Missing
2,7,30,4460,0,Missing
2,7,31,4460,0,Missing
2,7,32,4460,6,NA
2,9,53,4460,1,NA
2,9,45,4460,225,NA
2,9,46,4460,32,NA
2,8,36,4460,1,NA
2,8,39,4460,1,NA
1,10,64,4460,3,NA
1,16,106,4460,6,NA
1,16,107,4460,12,NA
1,16,108,4460,3,NA
1,15,103,4460,1,NA
1,15,104,4460,0,Missing
1,15,105,4460,1,NA
1,11,71,4460,1,NA
1,14,95,4460,1,NA
2,9,57,4460,0,Missing
2,9,58,4460,1,NA
2,9,60,4460,2,NA
2,9,62,4460,3,NA
2,9,63,4460,3,NA
1,10,65,4460,10,NA
2,9,44,4460,11,NA
0,0,146,4460,7470,NA
0,0,147,4460,27,NA
0,0,148,4460,2376,NA
6,22,125,4461,1,NA
6,22,136,4461,0,Missing
1,19,112,4461,9,NA
1,19,113,4461,5,NA
1,19,114,4461,2,NA
1,19,115,4461,3,NA
1,19,116,4461,3,NA
1,18,18,4461,0,Missing
4,20,20,4461,1,NA
1,12,74,4461,0,Missing
1,12,75,4461,0,Missing
1,12,76,4461,0,Missing
1,12,77,4461,0,Missing
1,12,78,4461,0,Missing
1,12,79,4461,0,Missing
1,12,80,4461,0,Missing
1,12,81,4461,0,Missing
1,12,82,4461,0,Missing
1,12,46,4461,0,Missing
1,12,84,4461,1,NA
2,7,31,4461,0,Missing
2,7,32,4461,1,NA
2,9,53,4461,4,NA
2,9,45,4461,64,NA
2,9,46,4461,15,NA
2,8,36,4461,1,NA
2,8,38,4461,1,NA
1,16,106,4461,5,NA
1,16,107,4461,8,NA
1,16,108,4461,1,NA
1,15,102,4461,1,NA
1,15,103,4461,4,NA
1,15,105,4461,1,NA
1,14,96,4461,1,NA
1,14,97,4461,0,Missing
2,9,55,4461,1,NA
2,9,57,4461,0,Missing
2,9,59,4461,2,NA
2,9,60,4461,1,NA
2,9,62,4461,3,NA
1,10,65,4461,51,NA
0,0,146,4461,7400,NA
0,0,147,4461,27,NA
0,0,148,4461,3780,NA
6,22,124,4462,3,NA
6,22,125,4462,1,NA
6,22,128,4462,1,NA
6,22,136,4462,0,Missing
1,19,112,4462,8,NA
1,19,113,4462,5,NA
1,19,114,4462,3,NA
1,19,115,4462,7,NA
1,19,116,4462,4,NA
1,19,120,4462,1,NA
1,18,18,4462,0,Missing
4,20,20,4462,2,NA
1,12,74,4462,0,Missing
1,12,75,4462,0,Missing
1,12,76,4462,0,Missing
1,12,77,4462,0,Missing
1,12,78,4462,0,Missing
1,12,79,4462,0,Missing
1,12,80,4462,0,Missing
1,12,81,4462,0,Missing
1,12,82,4462,0,Missing
1,12,46,4462,0,Missing
1,12,84,4462,0,Missing
2,7,27,4462,0,Missing
2,7,28,4462,0,Missing
2,7,29,4462,0,Missing
2,7,30,4462,0,Missing
2,7,31,4462,0,Missing
2,7,32,4462,1,NA
2,9,45,4462,30,NA
2,9,46,4462,3,NA
1,16,106,4462,1,NA
1,16,107,4462,2,NA
1,16,108,4462,1,NA
2,9,57,4462,1,NA
2,9,63,4462,1,NA
1,10,65,4462,8,NA
0,0,146,4462,3180,NA
0,0,147,4462,2,NA
0,0,148,4462,1444,NA
6,22,124,4463,1,NA
6,22,125,4463,2,NA
6,22,136,4463,0,Missing
1,19,112,4463,10,NA
1,19,113,4463,3,NA
1,19,114,4463,2,NA
1,19,115,4463,2,NA
1,19,116,4463,1,NA
2,7,31,4463,0,Missing
2,7,32,4463,1,NA
2,9,45,4463,4,NA
2,9,46,4463,3,NA
2,8,37,4463,1,NA
2,8,38,4463,1,NA
1,16,106,4463,1,NA
1,16,107,4463,4,NA
1,15,104,4463,2,NA
1,14,96,4463,1,NA
1,14,97,4463,0,Missing
1,14,98,4463,0,Missing
2,9,60,4463,2,NA
2,9,62,4463,1,NA
2,9,63,4463,2,NA
1,10,65,4463,19,NA
2,9,44,4463,19,NA
0,0,146,4463,1220,NA
0,0,147,4463,1,NA
0,0,148,4463,782,NA
1,19,112,4464,6,NA
1,19,115,4464,1,NA
1,19,119,4464,1,NA
4,20,20,4464,0,Missing
2,9,52,4464,2,NA
2,9,45,4464,7,NA
1,16,106,4464,2,NA
1,16,107,4464,1,NA
1,15,101,4464,0,Missing
1,15,102,4464,0,Missing
1,15,103,4464,0,Missing
1,15,104,4464,0,Missing
1,14,95,4464,2,NA
1,14,96,4464,3,NA
2,9,57,4464,0,Missing
2,9,63,4464,2,NA
1,10,65,4464,32,NA
2,9,44,4464,1,NA
0,0,146,4464,90,NA
0,0,148,4464,0,Missing
6,22,125,4465,1,NA
6,22,128,4465,4,NA
6,22,136,4465,0,Missing
6,22,141,4465,1,NA
1,19,112,4465,6,NA
1,19,113,4465,3,NA
1,19,115,4465,1,NA
1,19,116,4465,3,NA
1,19,120,4465,4,NA
1,12,74,4465,1,NA
1,12,75,4465,0,Missing
1,12,76,4465,0,Missing
1,12,77,4465,0,Missing
1,12,78,4465,0,Missing
1,12,79,4465,1,NA
1,12,80,4465,0,Missing
1,12,81,4465,0,Missing
1,12,82,4465,0,Missing
1,12,46,4465,0,Missing
1,12,84,4465,2,NA
2,9,52,4465,3,NA
2,9,53,4465,1,NA
2,9,45,4465,22,NA
2,9,46,4465,7,NA
2,8,37,4465,1,NA
1,16,107,4465,10,NA
1,15,101,4465,2,NA
1,15,103,4465,4,NA
1,15,104,4465,1,NA
1,14,96,4465,1,NA
1,14,97,4465,0,Missing
2,9,57,4465,3,NA
2,9,62,4465,1,NA
1,10,65,4465,11,NA
0,0,146,4465,6300,NA
0,0,147,4465,10,NA
0,0,148,4465,3248,NA
6,22,136,4466,0,Missing
1,19,112,4466,15,NA
1,19,114,4466,2,NA
1,19,115,4466,1,NA
1,19,116,4466,3,NA
1,19,120,4466,1,NA
1,17,111,4466,1,NA
1,12,74,4466,2,NA
1,12,75,4466,0,Missing
1,12,76,4466,0,Missing
1,12,77,4466,0,Missing
1,12,78,4466,0,Missing
1,12,79,4466,0,Missing
1,12,80,4466,1,NA
1,12,81,4466,0,Missing
1,12,82,4466,0,Missing
1,12,46,4466,1,NA
2,7,31,4466,0,Missing
2,7,32,4466,2,NA
2,9,52,4466,1,NA
2,9,53,4466,1,NA
2,9,45,4466,20,NA
2,9,46,4466,16,NA
1,16,107,4466,4,NA
1,15,103,4466,1,NA
1,10,65,4466,3,NA
0,0,146,4466,2120,NA
0,0,148,4466,961,NA
6,22,136,4467,0,Missing
1,19,112,4467,2,NA
1,19,113,4467,2,NA
1,19,116,4467,1,NA
2,7,27,4467,0,Missing
2,7,28,4467,0,Missing
2,7,29,4467,0,Missing
2,7,30,4467,0,Missing
2,7,31,4467,0,Missing
2,7,32,4467,0,Missing
2,9,53,4467,2,NA
2,9,46,4467,7,NA
2,8,36,4467,1,NA
1,16,107,4467,2,NA
1,11,70,4467,1,NA
1,11,71,4467,1,NA
2,9,59,4467,1,NA
1,10,65,4467,3,NA
0,0,146,4467,3960,NA
0,0,148,4467,0,Missing
6,22,124,4468,2,NA
6,22,128,4468,1,NA
6,22,136,4468,0,Missing
1,19,112,4468,2,NA
1,19,114,4468,2,NA
1,19,120,4468,1,NA
2,7,27,4468,0,Missing
2,7,28,4468,0,Missing
2,7,29,4468,0,Missing
2,7,30,4468,0,Missing
2,9,45,4468,12,NA
2,9,46,4468,2,NA
2,8,37,4468,1,NA
1,16,107,4468,2,NA
1,15,102,4468,2,NA
1,15,103,4468,7,NA
1,14,96,4468,2,NA
1,14,97,4468,0,Missing
2,9,57,4468,0,Missing
1,10,65,4468,2,NA
0,0,146,4468,3380,NA
0,0,147,4468,9,NA
0,0,148,4468,2356,NA
6,22,124,4469,1,NA
6,22,125,4469,1,NA
6,22,136,4469,0,Missing
1,19,112,4469,1,NA
1,19,115,4469,1,NA
1,16,106,4469,1,NA
1,16,107,4469,2,NA
1,15,103,4469,2,NA
2,9,44,4469,3,NA
0,0,146,4469,3680,NA
0,0,148,4469,0,Missing
6,22,131,447,1,NA
6,22,136,447,0,Missing
1,19,112,447,8,NA
1,19,113,447,12,NA
1,19,114,447,7,NA
1,19,115,447,3,NA
1,12,78,447,1,NA
1,12,84,447,1,NA
2,7,31,447,3,NA
2,7,32,447,3,NA
2,9,45,447,17,NA
2,9,46,447,10,NA
2,8,36,447,2,NA
2,8,38,447,1,NA
1,16,107,447,1,NA
1,16,108,447,1,NA
1,15,101,447,4,NA
1,15,103,447,7,NA
1,11,70,447,1,NA
1,14,94,447,1,NA
2,9,63,447,1,NA
2,9,44,447,8,NA
0,0,146,447,2220,NA
0,0,147,447,7,NA
0,0,148,447,1760,NA
6,22,136,4470,0,Missing
1,19,113,4470,2,NA
1,19,116,4470,1,NA
1,19,120,4470,1,NA
6,21,122,4470,1,NA
1,12,74,4470,0,Missing
1,12,75,4470,0,Missing
1,12,76,4470,0,Missing
1,12,77,4470,0,Missing
1,12,78,4470,0,Missing
1,12,79,4470,0,Missing
1,12,80,4470,0,Missing
1,12,81,4470,0,Missing
1,12,82,4470,0,Missing
1,12,46,4470,0,Missing
2,9,46,4470,2,NA
1,10,64,4470,1,NA
1,16,106,4470,2,NA
1,16,107,4470,3,NA
1,16,108,4470,1,NA
1,15,103,4470,1,NA
1,10,65,4470,2,NA
0,0,146,4470,3000,NA
0,0,147,4470,1,NA
0,0,148,4470,0,Missing
6,22,136,4471,0,Missing
1,19,112,4471,3,NA
1,19,113,4471,2,NA
1,19,114,4471,2,NA
1,19,115,4471,1,NA
1,12,74,4471,1,NA
1,12,75,4471,0,Missing
1,12,76,4471,0,Missing
1,12,77,4471,0,Missing
1,12,78,4471,0,Missing
1,12,79,4471,0,Missing
1,12,80,4471,0,Missing
1,12,81,4471,0,Missing
1,12,82,4471,0,Missing
1,12,46,4471,1,NA
1,12,84,4471,1,NA
2,7,31,4471,0,Missing
2,7,32,4471,1,NA
2,9,45,4471,8,NA
2,9,46,4471,13,NA
1,16,106,4471,2,NA
1,16,107,4471,6,NA
1,15,104,4471,8,NA
2,9,57,4471,3,NA
1,10,65,4471,9,NA
2,9,44,4471,6,NA
0,0,146,4471,1680,NA
0,0,148,4471,912,NA
6,22,136,4472,0,Missing
2,9,45,4472,3,NA
2,9,46,4472,1,NA
2,9,44,4472,12,NA
0,0,146,4472,680,NA
0,0,148,4472,0,Missing
6,22,128,4473,2,NA
6,22,136,4473,0,Missing
1,19,112,4473,3,NA
1,19,113,4473,2,NA
1,19,114,4473,2,NA
1,12,74,4473,0,Missing
1,12,75,4473,0,Missing
1,12,76,4473,0,Missing
1,12,77,4473,0,Missing
1,12,78,4473,0,Missing
1,12,79,4473,0,Missing
1,12,80,4473,0,Missing
1,12,81,4473,0,Missing
1,12,82,4473,0,Missing
1,12,46,4473,0,Missing
2,7,27,4473,0,Missing
2,7,28,4473,0,Missing
2,7,29,4473,0,Missing
2,7,30,4473,0,Missing
2,7,31,4473,0,Missing
2,7,32,4473,4,NA
2,9,45,4473,12,NA
2,9,46,4473,44,NA
2,8,39,4473,1,NA
1,10,64,4473,2,NA
1,16,106,4473,1,NA
1,16,107,4473,9,NA
1,16,108,4473,1,NA
1,15,105,4473,1,NA
1,11,69,4473,2,NA
2,9,62,4473,1,NA
1,10,65,4473,12,NA
0,0,146,4473,4960,NA
0,0,147,4473,11,NA
0,0,148,4473,4234,NA
6,22,125,4474,1,NA
6,22,136,4474,0,Missing
1,19,112,4474,4,NA
1,19,113,4474,4,NA
1,19,115,4474,1,NA
1,12,74,4474,0,Missing
1,12,75,4474,0,Missing
1,12,76,4474,0,Missing
1,12,77,4474,0,Missing
1,12,78,4474,0,Missing
1,12,79,4474,0,Missing
1,12,80,4474,0,Missing
1,12,81,4474,0,Missing
1,12,82,4474,0,Missing
1,12,46,4474,0,Missing
2,9,53,4474,1,NA
2,9,46,4474,4,NA
2,8,36,4474,1,NA
2,8,39,4474,0,Missing
2,8,40,4474,0,Missing
1,10,64,4474,3,NA
1,16,106,4474,3,NA
1,16,107,4474,5,NA
1,15,104,4474,1,NA
1,14,96,4474,1,NA
1,14,97,4474,0,Missing
2,9,62,4474,3,NA
1,10,65,4474,4,NA
2,9,44,4474,4,NA
0,0,146,4474,1960,NA
0,0,147,4474,10,NA
0,0,148,4474,462,NA
6,22,136,4475,0,Missing
1,19,112,4475,1,NA
1,19,119,4475,2,NA
1,19,120,4475,1,NA
1,12,74,4475,2,NA
1,12,75,4475,0,Missing
1,12,76,4475,0,Missing
1,12,77,4475,0,Missing
1,12,78,4475,0,Missing
1,12,79,4475,1,NA
1,12,80,4475,1,NA
1,12,81,4475,0,Missing
1,12,82,4475,0,Missing
1,12,46,4475,0,Missing
2,7,27,4475,0,Missing
2,7,28,4475,0,Missing
2,7,29,4475,0,Missing
2,7,30,4475,0,Missing
2,9,45,4475,7,NA
2,8,36,4475,1,NA
2,8,38,4475,1,NA
1,16,107,4475,1,NA
1,15,105,4475,1,NA
1,14,96,4475,4,NA
1,14,97,4475,0,Missing
2,9,57,4475,0,Missing
1,10,65,4475,19,NA
2,9,44,4475,6,NA
0,0,146,4475,2760,NA
6,22,124,4476,1,NA
6,22,125,4476,2,NA
6,22,126,4476,1,NA
6,22,128,4476,3,NA
6,22,136,4476,0,Missing
1,19,112,4476,31,NA
1,19,113,4476,9,NA
1,19,114,4476,5,NA
1,19,115,4476,3,NA
1,19,116,4476,4,NA
1,19,120,4476,3,NA
1,12,74,4476,0,Missing
1,12,75,4476,0,Missing
1,12,76,4476,0,Missing
1,12,77,4476,0,Missing
1,12,78,4476,0,Missing
1,12,79,4476,0,Missing
1,12,80,4476,0,Missing
1,12,81,4476,0,Missing
1,12,82,4476,0,Missing
1,12,46,4476,0,Missing
1,12,84,4476,2,NA
2,7,31,4476,0,Missing
2,7,32,4476,5,NA
2,9,53,4476,4,NA
2,9,45,4476,34,NA
2,9,46,4476,33,NA
2,8,36,4476,1,NA
2,8,37,4476,1,NA
1,10,64,4476,3,NA
1,16,106,4476,2,NA
1,16,107,4476,16,NA
1,15,101,4476,3,NA
1,15,102,4476,9,NA
1,15,103,4476,13,NA
1,15,104,4476,8,NA
1,15,105,4476,6,NA
1,11,70,4476,1,NA
1,14,95,4476,2,NA
1,14,96,4476,2,NA
1,14,97,4476,0,Missing
2,9,55,4476,0,Missing
2,9,57,4476,0,Missing
2,9,58,4476,1,NA
2,9,59,4476,1,NA
2,9,63,4476,2,NA
1,10,65,4476,44,NA
2,9,44,4476,94,NA
0,0,146,4476,4840,NA
0,0,147,4476,2,NA
0,0,148,4476,1936,NA
6,22,126,4477,1,NA
6,22,136,4477,0,Missing
1,19,112,4477,3,NA
1,19,113,4477,1,NA
1,19,114,4477,1,NA
1,19,119,4477,3,NA
1,12,74,4477,0,Missing
1,12,75,4477,0,Missing
1,12,76,4477,0,Missing
1,12,77,4477,0,Missing
1,12,78,4477,0,Missing
1,12,79,4477,0,Missing
1,12,80,4477,0,Missing
1,12,81,4477,0,Missing
1,12,82,4477,0,Missing
1,12,46,4477,0,Missing
2,7,27,4477,0,Missing
2,7,28,4477,0,Missing
2,7,29,4477,0,Missing
2,7,30,4477,0,Missing
2,9,45,4477,12,NA
2,9,46,4477,10,NA
2,8,37,4477,1,NA
1,10,64,4477,3,NA
1,16,106,4477,2,NA
1,16,107,4477,5,NA
1,14,96,4477,1,NA
1,14,97,4477,0,Missing
2,9,62,4477,1,NA
2,9,63,4477,2,NA
2,9,44,4477,9,NA
0,0,146,4477,5050,NA
0,0,148,4477,1395,NA
6,22,125,4478,1,NA
6,22,127,4478,1,NA
6,22,128,4478,2,NA
6,22,136,4478,0,Missing
1,19,112,4478,2,NA
1,19,113,4478,2,NA
1,19,114,4478,7,NA
1,19,116,4478,1,NA
1,19,119,4478,2,NA
1,12,74,4478,0,Missing
1,12,75,4478,0,Missing
1,12,76,4478,0,Missing
1,12,77,4478,0,Missing
1,12,78,4478,0,Missing
1,12,79,4478,0,Missing
1,12,80,4478,0,Missing
1,12,81,4478,0,Missing
1,12,82,4478,0,Missing
1,12,46,4478,0,Missing
2,7,31,4478,0,Missing
2,7,32,4478,1,NA
2,9,45,4478,14,NA
2,9,46,4478,5,NA
2,8,38,4478,1,NA
1,16,107,4478,2,NA
1,15,102,4478,0,Missing
1,15,103,4478,3,NA
1,14,95,4478,1,NA
1,14,96,4478,2,NA
1,14,97,4478,0,Missing
2,9,54,4478,1,NA
2,9,57,4478,0,Missing
2,9,62,4478,1,NA
1,10,65,4478,8,NA
0,0,146,4478,2400,NA
0,0,148,4478,600,NA
6,22,125,4479,1,NA
6,22,128,4479,2,NA
6,22,136,4479,0,Missing
1,19,112,4479,2,NA
1,19,113,4479,2,NA
1,19,114,4479,2,NA
2,7,27,4479,0,Missing
2,7,28,4479,0,Missing
2,7,29,4479,0,Missing
2,7,30,4479,0,Missing
2,7,31,4479,0,Missing
2,7,32,4479,0,Missing
2,9,52,4479,1,NA
2,9,45,4479,10,NA
2,9,46,4479,4,NA
1,16,106,4479,1,NA
1,16,107,4479,2,NA
1,11,70,4479,1,NA
2,9,63,4479,2,NA
1,10,65,4479,1,NA
2,9,44,4479,1,NA
0,0,146,4479,2910,NA
0,0,148,4479,625,NA
6,22,124,448,3,NA
6,22,125,448,4,NA
6,22,128,448,1,NA
6,22,131,448,1,NA
1,16,133,448,1,NA
6,22,136,448,0,Missing
1,19,112,448,15,NA
1,19,113,448,80,NA
1,19,114,448,9,NA
1,19,115,448,4,NA
1,19,116,448,2,NA
1,19,120,448,3,NA
1,12,78,448,2,NA
1,12,80,448,4,NA
2,7,27,448,0,Missing
2,7,28,448,0,Missing
2,7,29,448,0,Missing
2,7,30,448,0,Missing
2,9,52,448,1,NA
2,9,53,448,1,NA
2,9,42,448,2,NA
2,9,45,448,29,NA
2,9,46,448,112,NA
2,8,37,448,3,NA
2,8,38,448,1,NA
1,10,64,448,1,NA
1,16,107,448,5,NA
1,15,100,448,2,NA
1,15,101,448,6,NA
1,15,102,448,4,NA
1,15,103,448,18,NA
1,15,104,448,6,NA
1,15,105,448,1,NA
1,11,69,448,1,NA
1,14,95,448,6,NA
1,14,96,448,5,NA
2,9,54,448,1,NA
1,13,92,448,2,NA
1,10,65,448,13,NA
2,9,44,448,4,NA
0,0,146,448,4320,NA
0,0,147,448,6,NA
0,0,148,448,2288,NA
6,22,128,4480,1,NA
6,22,136,4480,0,Missing
1,19,112,4480,1,NA
1,19,115,4480,1,NA
2,9,45,4480,3,NA
1,14,96,4480,1,NA
1,14,97,4480,0,Missing
2,9,62,4480,1,NA
1,10,65,4480,1,NA
0,0,146,4480,480,NA
0,0,148,4480,0,Missing
6,22,125,4481,2,NA
6,22,126,4481,1,NA
6,22,136,4481,0,Missing
1,19,112,4481,1,NA
1,19,114,4481,2,NA
1,19,115,4481,1,NA
1,19,116,4481,2,NA
1,19,119,4481,2,NA
2,9,45,4481,9,NA
2,9,46,4481,35,NA
2,9,44,4481,4,NA
0,0,146,4481,2120,NA
0,0,148,4481,0,Missing
6,22,125,4482,1,NA
6,22,128,4482,1,NA
6,22,136,4482,0,Missing
1,19,112,4482,2,NA
1,19,113,4482,2,NA
1,19,114,4482,1,NA
1,19,115,4482,1,NA
1,19,116,4482,3,NA
1,12,74,4482,0,Missing
1,12,75,4482,0,Missing
1,12,76,4482,0,Missing
1,12,77,4482,0,Missing
1,12,78,4482,0,Missing
1,12,79,4482,0,Missing
1,12,80,4482,0,Missing
1,12,81,4482,0,Missing
1,12,82,4482,0,Missing
1,12,46,4482,0,Missing
2,9,48,4482,1,NA
2,7,27,4482,0,Missing
2,7,28,4482,0,Missing
2,7,29,4482,0,Missing
2,7,30,4482,0,Missing
2,9,45,4482,34,NA
2,9,46,4482,7,NA
1,16,107,4482,2,NA
1,15,103,4482,2,NA
1,15,104,4482,1,NA
1,11,69,4482,1,NA
2,9,63,4482,1,NA
1,10,65,4482,3,NA
0,0,146,4482,880,NA
0,0,148,4482,240,NA
6,22,136,4483,0,Missing
1,19,113,4483,1,NA
1,19,115,4483,1,NA
