VarID,DF9b_VarName,VarName,Table,DataType,CovertToFactorVar,NAValue,CodedVar,CodesTable,DF8_VarName,Var_Description_Short,Var_Description_Long,VarValuesDomain,Changes,Comments,
188,labAnalyst2,labAnalysts,Data_labAnalysts,Integer,TRUE,-1,TRUE,Codes_personnel,CERANWK2,Ceramic analyst,,"domain set:
[-1,1..32]
1=René Millon
2=Bruce Drewitt
3=James A. Bennyhoff
4=Pedro Baños
5=George L. Cowgill
6=Michael W. Spence
7=Matthew Wallrath
8=Joseph D. Marino
9=Warren T. D. Barbour
10=Arnulfo de Lucio
11=José de Lucio
12=Darlena K. Blucher
13=Daniel W. Hungerford
14=Donald R. Sutherland
15=S. Jeffrey K. Wilkerson
16=Steve M. Sharnoff
17=Silvestre Sánchez
18=Charles K. Fletcher
19=Charles C. Kolb
20=Clara Millon
21=Wendy Drewitt
22=James W. Dow
23=Mario de Lucio
24=Paul Shankman
25=Chris D. Dodds
26=G. Raymond Krotser
27=A. Jane Quisenberry
28=Michael S. West
29=Dan B. Bruhns
30=Karen O. Bruhns
31=Silvia G. Duran
32=Erica West",,,
189,labAnalyst3,labAnalysts,Data_labAnalysts,Integer,TRUE,-1,TRUE,Codes_personnel,CERANWK3,Ceramic analyst,,"domain set:
[-1,1..32]
1=René Millon
2=Bruce Drewitt
3=James A. Bennyhoff
4=Pedro Baños
5=George L. Cowgill
6=Michael W. Spence
7=Matthew Wallrath
8=Joseph D. Marino
9=Warren T. D. Barbour
10=Arnulfo de Lucio
11=José de Lucio
12=Darlena K. Blucher
13=Daniel W. Hungerford
14=Donald R. Sutherland
15=S. Jeffrey K. Wilkerson
16=Steve M. Sharnoff
17=Silvestre Sánchez
18=Charles K. Fletcher
19=Charles C. Kolb
20=Clara Millon
21=Wendy Drewitt
22=James W. Dow
23=Mario de Lucio
24=Paul Shankman
25=Chris D. Dodds
26=G. Raymond Krotser
27=A. Jane Quisenberry
28=Michael S. West
29=Dan B. Bruhns
30=Karen O. Bruhns
31=Silvia G. Duran
32=Erica West",,,
190,analysisYear,analysisYear,Data_admin,Integer,FALSE,-1,FALSE,,CERANYR,Year of ceramic analysis,The last two digits of the year in which the ceramic analysis occurred.,"domain set:
[-1,62..71]
-1=missing data",,Analyses carried out in December are coded for the following year.,
191,analysisQuarter,analysisQuarter,Data_admin,Integer,TRUE,-1,TRUE,Codes_quarter,CERANQT,Quarter in which the ceramic analysis was done,Quarter in which the ceramic analysis occurred.,"domain set:
[-1,1..4]
1=December-February
2=March-May
3=June-August
4=September-November",,,
192,ceramicField,ceramicField,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopField,FLDCWKSH,Field judgement about whether the site was a ceramic workshop,,"domain set:
[0,1..4]
0=nothing special noted in the field
1=considered an area of concentration, of unspecified character
2=judged to be a workshop area
3=some sort of specialized concentration but not a workshop
4=possible workshop area",,"Coding is the same as for vars.125-126, but it is SUPERSEDED by var.287.",
193,ceramicAbundance,ceramicAbundance,Data_description,Integer,TRUE,-1,TRUE,Codes_ceramicAbundance,FLDCABUN,Field rating of ceramic abundance,,"domain set:
[0..9]
0=Absent
1=Very Sparse
2=Very Sparse to Sparse
3=Sparse
4=Sparse to Moderate
5=Moderate
6=Moderate to Abundant
7=Abundant
8=Abundant to Very Abundant
9=Very Abundant",,,
194,candTot,candTot,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,CANDTOTS,Total candeleros,,"domain set:
[-1,0..]
-1=missing data",,OK,
195,candCoat,candCoat,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,COATCAND,"""Coatlan"" (Early Tlamamilolpa) candeleros",,"domain set:
[-1,0..]
-1=missing data",,Variable not useful.,
196,candAtoy,candAtoy,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,ATOYCAND,"""Atoyac"" (Late Tlamimilolpa) candeleros",,"domain set:
[-1,0..]
-1=missing data",,Variable not useful.,
197,candEXol,candEXol,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,EXOLCAND,Early Xolalpan candeleros,,"domain set:
[-1,0..]
-1=missing data",,Variable not useful.,
198,candLXol,candLXol,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,LXOLCAND,Late Xolalpan candeleros,,"domain set:
[-1,0..]
-1=missing data",,Variable not useful.,
199,candMete,candMete,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,METECAND,Metepec candeleros,,"domain set:
[-1,0..]
-1=missing data",,Variable not useful.,
200,candComm,candComm,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,COMMCAND,"""Common"" candeleros",,"domain set:
[-1,0..]
-1=missing data",,OK,
201,burner3P,burner3P,Data_cerVessel,Integer,FALSE,-1,FALSE,,BRN3PRNG,Three-prong burners,,"domain set:
[-1,0..]
-1=missing data",,,
202,coverHandled,coverHandled,Data_cerVessel,Integer,FALSE,-1,FALSE,,HANDCOVR,Handled covers,,"domain set:
[-1,0..]
-1=missing data",,,
203,areaSite,areaSite,Data_description,Integer,FALSE,-1,FALSE,,AREASITE,Area of collection tract,,"domain set:
[-1,0..]
-1=missing data",,Var.203 (not289) is appropriate for the denominator in computing local densities of things collected; in multiples of 10 sq.m.,
204,totAll,totAll,Data_cerPhTot,Integer,FALSE,-1,FALSE,,SHRDSTOT,Total sherds collected,,"domain set:
[-1,0..]
-1=missing data",,Includes vars. 205-217; 201; 202; 230; 265; 274; 275; 276; 277; 284.  Does not include vars. 170-186; 194-200.,
205,totPrec,totPrec,Data_cerPhTot,Integer,FALSE,-1,FALSE,,OTHPCLAS,"""Other"" Preclassic",,"domain set:
[-1,0..]
-1=missing data",,,
206,totCuan,totCuan,Data_cerPhTot,Integer,FALSE,-1,FALSE,,CUANALAN,Cuanalan (Ticoman),,"domain set:
[-1,0..]
-1=missing data",,,
207,totTezo,totTezo,Data_cerPhTot,Integer,FALSE,-1,FALSE,,TEZOYUCA,Tezoyuca,,"domain set:
[-1,0..]
-1=missing data",,,
208,totPatl,totPatl,Data_cerPhTot,Integer,FALSE,-1,FALSE,,PATLACHI,Patlachique,,"domain set:
[-1,0..]
-1=missing data",,,
209,totTzac,totTzac,Data_cerPhTot,Integer,FALSE,-1,FALSE,,TZACUALL,Tzacualli,,"domain set:
[-1,0..]
-1=missing data",,,
210,totMicc,totMicc,Data_cerPhTot,Integer,FALSE,-1,FALSE,,MICCAOTL,Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,,
211,totTlam,totTlam,Data_cerPhTot,Integer,FALSE,-1,FALSE,,TLAMIMIL,Tlamimilolpa,,"domain set:
[-1,0..]
-1=missing data",,,
212,totXola,totXola,Data_cerPhTot,Integer,FALSE,-1,FALSE,,XOLALPAN,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,,
213,totMete,totMete,Data_cerPhTot,Integer,FALSE,-1,FALSE,,METEPEC,Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
214,totOxto,totOxto,Data_cerPhTot,Integer,FALSE,-1,FALSE,,OXTOTIPA,Oxtoticpac,,"domain set:
[-1,0..]
-1=missing data",,,
215,totXome,totXome,Data_cerPhTot,Integer,FALSE,-1,FALSE,,XOMETLA,Xometla,,"domain set:
[-1,0..]
-1=missing data",,,
216,totMaza,totMaza,Data_cerPhTot,Integer,FALSE,-1,FALSE,,MAZAPAN,Mazapan,,"domain set:
[-1,0..]
-1=missing data",,,
217,totAzte,totAzte,Data_cerPhTot,Integer,FALSE,-1,FALSE,,AZTEC,Aztec,,"domain set:
[-1,0..]
-1=missing data",,,
218,censerTot,censerTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,CNSRTOTS,Total censers; Patlachique-Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
219,censerPPat,censerPPat,Data_cerVessel,Integer,FALSE,-1,FALSE,,PPATCNSR,Pre-Patlachique,,"domain set:
[-1,0..]
-1=missing data",,,
220,censerPatl,censerPatl,Data_cerVessel,Integer,FALSE,-1,FALSE,,PATLCNSR,Patlachique,,"domain set:
[-1,0..]
-1=missing data",,,
221,censerTzac,censerTzac,Data_cerVessel,Integer,FALSE,-1,FALSE,,TZACCNSR,Tzacualli,,"domain set:
[-1,0..]
-1=missing data",,,
222,censerMicc,censerMicc,Data_cerVessel,Integer,FALSE,-1,FALSE,,MICCCNSR,Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,,
223,censerTlam,censerTlam,Data_cerVessel,Integer,FALSE,-1,FALSE,,TLAMCNSR,Tlamimilolpa,,"domain set:
[-1,0..]
-1=missing data",,,
224,censerXola,censerXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLACNSR,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,,
225,censerMete,censerMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METECNSR,Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
226,censerOxto,censerOxto,Data_cerVessel,Integer,FALSE,-1,FALSE,,OXTOCNSR,Oxtoticpac,,"domain set:
[-1,0..]
-1=missing data",,Post-Metepec censer frags. were very rarely counted; numbers in DF8 for vars.226-229 have little meaning.,
227,censerXome,censerXome,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOMECNSR,Xometla,,"domain set:
[-1,0..]
-1=missing data",,Post-Metepec censer frags. were very rarely counted; numbers in DF8 for vars.226-229 have little meaning.,
228,censerMaza,censerMaza,Data_cerVessel,Integer,FALSE,-1,FALSE,,MAZACNSR,Mazapan,,"domain set:
[-1,0..]
-1=missing data",,Post-Metepec censer frags. were very rarely counted; numbers in DF8 for vars.226-229 have little meaning.,
229,censerAzte,censerAzte,Data_cerVessel,Integer,FALSE,-1,FALSE,,AZTECNSR,Aztec,,"domain set:
[-1,0..]
-1=missing data",,Post-Metepec censer frags. were very rarely counted; numbers in DF8 for vars.226-229 have little meaning.,
230,toTot,toTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,THNOTOTS,Total Thin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
231,toRegular,toRegular,Data_cerVessel,Integer,FALSE,-1,FALSE,,REGTHNO,Regular Thin Orange,,"domain set:
[-1,0..]
-1=missing data",,"Includes ""Thick"" Thin Orange",
232,toCoarse,toCoarse,Data_cerVessel,Integer,FALSE,-1,FALSE,,CRSTHNO,Coarse Thin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
233,smoTot,smoTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,SMOTOTS,Total San Martin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
234,smoTlam,smoTlam,Data_cerVessel,Integer,FALSE,-1,FALSE,,TLAMSMO,Tlamimilolpa San Martin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
235,smoXola,smoXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLASMO,Xolalpan San Martin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
236,smoMete,smoMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METESMO,Metepec San Martin Orange,,"domain set:
[-1,0..]
-1=missing data",,,
237,ollaTot,ollaTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,OLLATOT,Total ollas; Patlachique-Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
238,ollaPatl,ollaPatl,Data_cerVessel,Integer,FALSE,-1,FALSE,,PATLOLLA,Patlachique,,"domain set:
[-1,0..]
-1=missing data",,,
239,ollaWedge,ollaWedge,Data_cerVessel,Integer,FALSE,-1,FALSE,,WDGROLLA,Wedge Rim ollas (Patlachique and Tzacualli),,"domain set:
[-1,0..]
-1=missing data",,,
240,ollaMicc,ollaMicc,Data_cerVessel,Integer,FALSE,-1,FALSE,,MICCOLLA,Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,,
241,ollaTlam,ollaTlam,Data_cerVessel,Integer,FALSE,-1,FALSE,,TLAMOLLA,Tlamimilolpa,,"domain set:
[-1,0..]
-1=missing data",,,
242,ollaXola,ollaXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLAOLLA,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,,
243,ollaMete,ollaMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METEOLLA,Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
244,comalTot,comalTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,COMLTOTS,Total comals; Patlachique-Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
245,comalPatl,comalPatl,Data_cerVessel,Integer,FALSE,-1,FALSE,,PATLCOML,Patlachique,,"domain set:
[-1,0..]
-1=missing data",,Category not used.,
246,comalTzac,comalTzac,Data_cerVessel,Integer,FALSE,-1,FALSE,,TZACCOML,Tzacualli,,"domain set:
[-1,0..]
-1=missing data",,,
247,comalMicc,comalMicc,Data_cerVessel,Integer,FALSE,-1,FALSE,,MICCCOML,Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,,
248,comalTlam,comalTlam,Data_cerVessel,Integer,FALSE,-1,FALSE,,TLAMCOML,Tlamimilolpa,,"domain set:
[-1,0..]
-1=missing data",,,
249,comalXola,comalXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLACOML,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,,
250,comalMete,comalMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METECOML,Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
251,comalOxto,comalOxto,Data_cerVessel,Integer,FALSE,-1,FALSE,,OXTOCOML,Oxtoticpac,,"domain set:
[-1,0..]
-1=missing data",,,
252,comalPOxt,comalPOxt,Data_cerVessel,Integer,FALSE,-1,FALSE,,POXTCOML,Post-Oxtoticpac,,"domain set:
[-1,0..]
-1=missing data",,,
253,nubbinTot,nubbinTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,NUBBTOTS,Total nubbins,,"domain set:
[-1,0..]
-1=missing data",,,
254,nubbinPatl,nubbinPatl,Data_cerVessel,Integer,FALSE,-1,FALSE,,PATLNUBB,Patlachique,,"domain set:
[-1,0..]
-1=missing data",,,
255,nubbinApet,nubbinApet,Data_cerVessel,Integer,FALSE,-1,FALSE,,APTENUBB,"""Apetlac"" nubbins",,"domain set:
[-1,0..]
-1=missing data",,Do not use.,
256,nubbinInset,nubbinInset,Data_cerVessel,Integer,FALSE,-1,FALSE,,INSTNUBB,Inset,,"domain set:
[-1,0..]
-1=missing data",,"Formerly ""Miccaotli""",
257,nubbinFlush,nubbinFlush,Data_cerVessel,Integer,FALSE,-1,FALSE,,FLSMNUBB,Flush,,"domain set:
[-1,0..]
-1=missing data",,"Formerly ""Early Tlamamilolpa""",
258,nubbinAtoy,nubbinAtoy,Data_cerVessel,Integer,FALSE,-1,FALSE,,ATOYNUBB,"""Atoyac""",,"domain set:
[-1,0..]
-1=missing data",,"Formerly ""Late Tlamimilolpa""; do not use.",
259,nubbinXola,nubbinXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLANUBB,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,,
260,nubbinMete,nubbinMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METENUBB,Metepec,,"domain set:
[-1,0..]
-1=missing data",,,
261,shrdStamped,shrdStamped,Data_cerVessel,Integer,FALSE,-1,FALSE,,STMPSHRD,Stamped sherds,,"domain set:
[-1,0..]
-1=missing data",,,
262,shrdPlanoR,shrdPlanoR,Data_cerVessel,Integer,FALSE,-1,FALSE,,PLRFSHRD,Plano-relief sherds,,"domain set:
[-1,0..]
-1=missing data",,,
263,shrdStucco,shrdStucco,Data_cerVessel,Integer,FALSE,-1,FALSE,,STCCSHRD,Stuccoed sherds,,"domain set:
[-1,0..]
-1=missing data",,,
264,shrdIncised,shrdIncised,Data_cerVessel,Integer,FALSE,-1,FALSE,,INCISHRD,Incised sherds,,"domain set:
[-1,0..]
-1=missing data",,,
265,foreignTot,foreignTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,FRNSHTOT,Total sherds identified as foreign,,"domain set:
[-1,0..]
-1=missing data",,,
266,mayaLow,mayaLow,Data_cerVessel,Integer,FALSE,-1,FALSE,,LOWMAYA,Lowland Maya,,"domain set:
[-1,0..]
-1=missing data",,,
267,mayaHigh,mayaHigh,Data_cerVessel,Integer,FALSE,-1,FALSE,,HIGHMAYA,Highland Maya,,"domain set:
[-1,0..]
-1=missing data",,,
268,huastec,huastec,Data_cerVessel,Integer,FALSE,-1,FALSE,,HUASTEC,Huastec,,"domain set:
[-1,0..]
-1=missing data",,,
269,tajin,tajin,Data_cerVessel,Integer,FALSE,-1,FALSE,,TAJIN,El Tajin,,"domain set:
[-1,0..]
-1=missing data",,,
270,gulfCoast,gulfCoast,Data_cerVessel,Integer,FALSE,-1,FALSE,,GULFCST,Central Veracruz or Gulf Coast,,"domain set:
[-1,0..]
-1=missing data",,,
271,monteAlban,monteAlban,Data_cerVessel,Integer,FALSE,-1,FALSE,,MONTEALB,Monte Alban,,"domain set:
[-1,0..]
-1=missing data",,,
272,oaxaca,oaxaca,Data_cerVessel,Integer,FALSE,-1,FALSE,,OAXACA,Oaxaca,,"domain set:
[-1,0..]
-1=missing data",,Not specifically Monte Alban.,
273,foreignOther,foreignOther,Data_cerVessel,Integer,FALSE,-1,FALSE,,OTHFRN,Other foreign (mainly unidentified),,"domain set:
[-1,0..]
-1=missing data",,,
274,adornos,adornos,Data_cerVessel,Integer,FALSE,-1,FALSE,,ADORNOS,Adornos,,"domain set:
[-1,0..]
-1=missing data",,May apply to both composite censer and cylinder vase fragments (tabulated seperately in the reanalysis data).,
275,minatures,minatures,Data_cerVessel,Integer,FALSE,-1,FALSE,,MINIATUR,Miniatures,,"domain set:
[-1,0..]
-1=missing data",,,
276,copas,copas,Data_cerVessel,Integer,FALSE,-1,FALSE,,COPAS,Copas,,"domain set:
[-1,0..]
-1=missing data",,Coding may be unreliable (confusion of shape and ware criteria?),
277,matteWare,matteWare,Data_cerVessel,Integer,FALSE,-1,FALSE,,MATTWARE,"""Matte Ware""",,"domain set:
[-1,0..]
-1=missing data",,Probably recorded by only a few analysts; category very differently conceived in ceramic reanalysis.,
278,granTot,granTot,Data_cerVessel,Integer,FALSE,-1,FALSE,,GRANTOTS,Total Granular Ware,,"domain set:
[-1,0..]
-1=missing data",,,
279,granPMic,granPMic,Data_cerVessel,Integer,FALSE,-1,FALSE,,PMICGRAN,Pre-Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,"Use with great caution, if at all.",
280,granMicc,granMicc,Data_cerVessel,Integer,FALSE,-1,FALSE,,MICCGRAN,Miccaotli,,"domain set:
[-1,0..]
-1=missing data",,"Use with great caution, if at all.",
281,granTlam,granTlam,Data_cerVessel,Integer,FALSE,-1,FALSE,,TLAMGRAN,Tlamimilolpa,,"domain set:
[-1,0..]
-1=missing data",,"Use with great caution, if at all.",
282,granXola,granXola,Data_cerVessel,Integer,FALSE,-1,FALSE,,XOLAGRAN,Xolalpan,,"domain set:
[-1,0..]
-1=missing data",,"Use with great caution, if at all.",
283,granMete,granMete,Data_cerVessel,Integer,FALSE,-1,FALSE,,METEGRAN,Metepec,,"domain set:
[-1,0..]
-1=missing data",,"Use with great caution, if at all.",
284,ceramicDisk,ceramicDisk,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,CERADISK,Ceramic disks,,"domain set:
[-1,0..]
-1=missing data",,,
285,obsidianSpencePhase1,obsidianSpencePhase1,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopSpence1,SOBSIWK1,Michael Spence identification of obsidian workshops by phase,Spence identification of obsidian workshop by interval. This is the primary phase/interval associated with obsidian workshops,"domain set:
[-1,0,1,2,3,4]
-1=missing data
0=not believed a workshop
1=present, Patlachique phase
2=present, Tzacualli phase
3=present, Miccaotli-Metepec phase
4=present, Aztec phase",,These data fields are probably useful indicators of obsidian concentrations (especially those likely to be pre-Miccaotli or Aztec) but otherwise should by used with great caution.,
286,obsidianSpencePhase2,obsidianSpencePhase2,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopSpence2,SOBSIWK2,Additional phase for multiphase obsidian workshops (Spence),Spence obsidianworkshopidentification: Additional interval for multi-interval obsidian workshops (spillover variable for sites with obsidian workshops in more than one phase),"domain set:
[-1,0,1,2,3,4]
-1=missing data
0=not a workshop in more than one phase
1=Patlachique phase
2=Tzacualli phase
3=Miccaotli-Metepec phase
4=Aztec phase",,These data fields are probably useful indicators of obsidian concentrations (especially those likely to be pre-Miccaotli or Aztec) but otherwise should by used with great caution.,
287,ceramicKrotser,ceramicKrotser,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopKrotser,KCERAWKS,Paula Krotser's classification of ceramic workshops,,"domain set:
[-1,1]
-1=missing data
0=not identified as a workshop
1=probably or surely a ceramic workshop",,,
288,figurineConcBarbour,figurineConcBarbour,Data_workshop,Integer,TRUE,-1,TRUE,Codes_figurineConcBarbour,BFIGCONC,Figurine concentrations identified by Warren Barbour,,"domain set:
[-1,1]
-1=missing data
0=not identified as a figurine concentration
1=identified as a figurine concentration",,,
289,areaStruct,areaStruct,Data_description,Integer,FALSE,-1,FALSE,,AREASTRC,Structure area,,"domain set:
[-1,0..]
-1=missing data",,,
290,insubstantialCount,insubstantialCount,Data_archInterp,Integer,FALSE,-1,FALSE,,INSUBSTR,Number of insubstantial structures in the site,,"domain set:
[-1,0..]
-1=missing data",,Probably not useful.,
291,boundInfoQual,boundInfoQual,Data_archInterp,Integer,TRUE,-1,TRUE,Codes_boundInfoQual,QUALBND,Quality of information on structural boundaries,,"domain set:
[-1,2]
-1=missing data
0=boundaries clear
1=not all boundaries clear
2=conventional symbols for insubstantial structures",,,
