"","SSN","site","subsite","unit","northing","easting","fieldWorker1","fieldWorker2","fieldWorker3","fieldWorker4","fieldWorker5","collectionYear","collectionQuarter","lastBuildPhase","burials","midden","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterUnpaint","plasterPaint","burntClay","almena","burnedStruct","floors","walls","drainSitu","wallFixSitu","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","intrusiveSherd","height","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","constructQual","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto","Cmplx_archInt1PaTz","Cmplx_archInt1McTl","Cmplx_archInt1XlMt","Cmplx_archInt2PaTz","Cmplx_archInt2McTl","Cmplx_archInt2XlMt","Cmplx_funcIntPaTz","Cmplx_funcIntMcTl","Cmplx_funcIntXlMt","Cmplx_funcResPaTz","Cmplx_funcResMcTl","Cmplx_funcResXlMt","Cmplx_funcTmpPaTz","Cmplx_funcTmpMcTl","Cmplx_funcTmpXlMt","Cmplx_funcCivPaTz","Cmplx_funcCivMcTl","Cmplx_funcCivXlMt","Cmplx_funcOthXlMt","Cmplx_Num","Cmplx_Unit","MCmplx_Num","MCmplx_Unit","MCmplx_presPaTz","MCmplx_presMcTl","MCmplx_presXlMt","MCmplx_funcIntPaTz","MCmplx_funcIntMcTl","MCmplx_funcIntXlMt","neighborhoodChar","freeStandWall","wells","jagueyArch","puestos","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","archaeoExcRest","pitMisc","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jagueyMod","erosion","silting","siteAlteration","slope","groundstoneField","obsidianField","manos","metates","mortars","pestles","plasterSmoothers","plumbBobs","wallFixSurf","fireGods","sculptureFrags","hammerStones","slingStones","smoothStones","whetStones","palettes","celts","lajasReworked","anvils","drainSurf","drainCovers","groundstoneOther","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz","slateTot","slatePainted","alabaster","serpentine","jade","workedBone","shellTot","shellWorked","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","labAnalyst1","labAnalyst2","labAnalyst3","analysisYear","analysisQuarter","ceramicField","ceramicAbundance","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm","burner3P","coverHandled","areaSite","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","ceramicDisk","obsidianSpencePhase1","obsidianSpencePhase2","ceramicKrotser","figurineConcBarbour","areaStruct","insubstantialCount","boundInfoQual"
"11",11,"L 5","NONE","N2W8",82,-358,NA,NA,NA,NA,NA,64,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,19,20,20,20,-1,77,77,77,-1,-1,41,41,41,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,39,17,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,64,3,0,4,0,0,0,0,0,0,0,0,0,450,116,0,1,0,28,35,0,1,1,0,0,4,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"12",12,"L 6","NONE","N2W8",88,-390,NA,NA,NA,NA,NA,64,3,0,0,0,5,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,20,20,20,-1,77,77,77,-1,41,41,41,41,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,27,6,3,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,70,1,0,5,0,0,0,0,0,0,0,0,0,496,148,0,1,0,14,5,0,5,0,0,7,24,37,52,1,0,1,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"13",13,"L 7","NONE","N2W8",84,-372,NA,NA,NA,NA,NA,64,3,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,20,20,20,77,77,77,77,-1,41,41,41,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,13,4,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,70,1,0,3,0,0,0,0,0,0,0,0,0,700,28,0,0,0,4,7,0,4,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"14",14,"L 8","NONE","N2W8",77,-354,NA,NA,NA,NA,NA,64,-1,0,0,0,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,20,20,20,77,77,77,77,-1,41,41,41,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,70,1,0,2,0,0,0,0,0,0,0,0,0,320,35,0,0,0,2,0,0,3,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"15",15,"L 9","NONE","N2W8",69,-352,NA,NA,NA,NA,NA,64,3,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,19,20,20,20,-1,77,77,77,-1,-1,41,41,41,-1,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,11,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,70,1,0,3,0,0,0,0,0,0,0,0,0,420,71,0,0,0,13,15,0,3,2,0,0,6,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1
"16",16,"L10","NONE","N2W8",88,-367,NA,NA,NA,NA,NA,64,3,4,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,19,20,20,20,-1,-1,-1,77,-1,-1,41,41,41,-1,-1,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,9,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,70,1,0,3,0,0,0,0,0,0,0,0,0,490,107,0,2,0,25,19,0,7,6,0,0,12,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"17",17,"1","NONE","N1W8",41,-352,NA,NA,NA,NA,NA,64,3,4,0,0,5,1,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,5,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,NA,NA,NA,-1,-1,0,5,0,0,0,0,0,0,0,0,0,350,208,0,0,0,4,10,21,41,23,3,1,4,9,53,2,0,0,0,1,0,1,0,0,0,0,0,34,31,3,2,0,2,0,34,3,11,0,19,4,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,2,1,0,0,0,0,0,0,0,2378,0,0
"18",18,"2","NONE","N1W8",42,-365,NA,NA,NA,NA,NA,64,3,4,0,0,5,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,11,2,4,4,20,-1,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,3,0,0,3,3,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,11,2,0,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,2,0,0,2,3,4,1,0,0,3,0,2,0,0,0,0,NA,NA,NA,-1,-1,0,5,0,0,0,0,0,0,0,1,1,400,192,0,0,0,5,13,6,36,13,7,3,5,6,79,3,0,0,0,1,2,0,0,0,0,0,0,16,16,0,4,0,3,1,33,3,11,1,19,0,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1512,0,1
"19",19,"3","NONE","N1W8",37,-373,NA,NA,NA,NA,NA,64,3,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,3,19,19,20,20,3,3,77,77,-1,39,39,41,41,1,1,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,3,0,0,0,3,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,NA,NA,NA,64,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,-1,0,0,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"20",20,"4","NONE","N1W8",37,-357,NA,NA,NA,NA,NA,64,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,0,19,19,20,20,3,3,77,77,-1,39,39,41,41,1,1,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,3,0,0,3,3,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,64,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,252,-1,0,0,0,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"21",21,"5","NONE","N1W8",32,-357,NA,NA,NA,NA,NA,64,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,2,0,3,3,20,20,77,77,77,77,1,1,1,41,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,0,0,0,3,3,0,3,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,2,0,0,0,2,0,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,64,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,384,-1,0,0,1,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,120,0,0
"22",22,"6","NONE","N1W8",16,-369,NA,NA,NA,NA,NA,64,3,0,0,0,-1,-1,0,3,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,3,19,19,19,20,77,77,77,77,-1,39,39,39,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,2,0,0,0,2,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,NA,NA,NA,64,-1,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,209,-1,0,5,0,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1
"23",23,"7","NONE","N1W8",17,-354,NA,NA,NA,NA,NA,64,3,4,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,3,3,3,20,77,77,77,77,1,1,1,1,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,64,3,0,3,0,0,0,0,0,0,0,0,0,313,161,0,0,0,29,24,10,29,14,1,5,5,24,6,0,0,0,0,0,0,0,0,0,0,0,0,14,13,1,6,0,6,0,59,9,28,1,27,3,0,3,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
"24",24,"8","NONE","N1W8",9,-354,NA,NA,NA,NA,NA,64,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,5,3,3,20,20,77,77,77,77,1,1,1,41,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,3,1,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,64,3,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,204,-1,0,0,0,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
"25",25,"9","NONE","N1W8",36,-384,NA,NA,NA,NA,NA,-1,-1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,2,3,19,19,20,77,-1,-1,77,1,1,41,41,41,77,-1,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,7,5,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,64,-1,0,3,0,0,0,0,0,0,0,0,0,76,63,0,1,0,8,24,0,4,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,16,3,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",26,"10","N","N1W8",4,-375,NA,NA,NA,NA,NA,64,3,4,0,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,4,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,2,0,2,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,-1,0,-1,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16,1,-1,-1,1,-1,-1,1,-1,0,1,0,0,0,0,0,0,NA,NA,NA,66,4,0,5,1,-1,-1,-1,-1,-1,0,3,0,612,324,0,0,0,4,16,4,12,6,8,3,9,205,34,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,2,0,2,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,912,0,0
"27",27,"10","S","N1W8",-1,-375,NA,NA,NA,NA,NA,66,1,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,2,2,20,-1,-1,-1,77,2,3,3,3,41,-1,-1,-1,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,10,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,66,1,0,3,0,0,0,0,0,0,0,0,0,200,86,0,0,0,0,6,6,0,5,0,0,16,17,5,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1152,-1,-1
"28",28,"L 1","NONE","N1W8",47,-363,NA,NA,NA,NA,NA,64,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,5,19,19,20,20,77,77,77,77,-1,39,39,41,41,-1,-1,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,7,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,66,4,0,4,0,0,0,0,0,0,0,0,0,294,43,0,0,0,0,4,0,6,0,0,0,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1
