"","SSN","site","subsite","unit","XLMEFNC1","description","2020Hierarchy","ZArch1_MCTL","ZArch1_OXTO","ZArch1_PMIC","ZArch1_XLME","ZArch2_MCTL","ZArch2_OXTO","ZArch2_PMIC","ZArch2_XLME","ZFunc1_MCTL","ZFunc1_OXTO","ZFunc1_PMIC","ZFunc1_XLME","ZFunc2_MCTL","ZFunc2_OXTO","ZFunc2_PMIC","ZFunc2_XLME","H2020_1_XLME","H2020_2_XLME","H2020_3_XLME","Workshop_2020"
"4606",4606,"7","NONE","S7E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,20,8,77,77,-1,77,43,41,41,43,77,77,-1,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"4607",4607,"8","NONE","S7E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,20,8,12,77,-1,12,43,41,41,43,28,77,-1,28,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"4608",4608,"9","NONE","S7E1",28,"utilized space1","Utilized Space1",12,20,20,12,77,77,77,77,28,41,41,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"4609",4609,"10","NONE","S7E1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,20,8,77,77,-1,77,43,41,41,43,77,77,-1,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"4610",4610,"11","NONE","S7E1",28,"utilized space1","Utilized Space1",12,20,20,12,77,77,-1,77,28,41,41,28,77,77,-1,77,"Open Space","Open Public Space","Utilized Space1","-1"
"4611",4611,"12","NONE","S7E1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,-1,77,28,41,28,28,77,77,-1,77,"Open Space","Open Public Space","Utilized Space1","-1"
"4612",4612,"13","NONE","S7E1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,-1,77,2,41,3,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"4613",4613,"14","NONE","S7E1",3,"residence of uncertain status","Uncertain Status Residential",4,20,2,4,-1,77,-1,-1,3,41,3,3,-1,77,-1,-1,"Architecture","House","Uncertain Status Residential","-1"
"4614",4614,"15","NONE","S7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,3,20,3,77,77,3,41,41,1,41,1,77,77,1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4615",4615,"16","NONE","S7E1",-1,"missing data","-1",20,20,3,20,3,77,-1,3,-1,41,-1,-1,-1,77,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4616",4616,"1","NONE","S1E2",22,"market or part of a market","Market",12,20,12,12,-1,-1,-1,-1,22,41,22,22,30,-1,30,30,"Open Space","Open Public Space","Market","-1"
"4617",4617,"2","NONE","S1E2",-1,"missing data","-1",12,20,12,12,19,-1,19,19,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space","-1"
"4618",4618,"3","NONE","S1E2",30,"possible ball court","Possible Ball Court",12,20,12,12,-1,-1,-1,-1,30,41,30,30,28,-1,28,28,"Architecture","Civic Structure","Possible Ball Court","-1"
"4619",4619,"4","NONE","S1E2",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"4620",4620,"5","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4621",4621,"6","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4622",4622,"7","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4623",4623,"8","NONE","S1E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4624",4624,"9","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4625",4625,"10","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4626",4626,"11","NONE","S1E2",24,"obsidian workshop","-1",4,20,2,4,-1,-1,-1,-1,24,41,24,24,77,77,77,77,"Architecture","House","Uncertain Status Residential","Obsidian Workshop"
"4627",4627,"12","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4628",4628,"13","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4629",4629,"14","NONE","S1E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",4,20,2,20,77,77,77,77,3,41,3,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4630",4630,"15","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,-1,77,77,2,2,3,2,77,-1,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4631",4631,"16","NONE","S1E2",-1,"missing data","-1",19,20,20,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4632",4632,"17","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4633",4633,"18","NONE","S1E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",19,20,19,19,-1,77,-1,-1,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4634",4634,"19","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4635",4635,"20","NONE","S1E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4636",4636,"21","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4637",4637,"22","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4638",4638,"23","NONE","S1E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4639",4639,"24","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4640",4640,"25","NONE","S1E2",42,"residential workshop","-1",4,20,2,4,77,77,77,77,42,41,42,42,-1,-1,-1,-1,"Architecture","House","Uncertain Status Residential","Residential Workshop"
"4641",4641,"26","NONE","S1E2",-1,"missing data","-1",19,20,19,19,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4642",4642,"27","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4643",4643,"28","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4644",4644,"29","ECS","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4645",4645,"29","W","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4646",4646,"30","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4647",4647,"31","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4648",4648,"32","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4649",4649,"33","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4650",4650,"34","EW","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4651",4651,"35","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4652",4652,"36","NONE","S1E2",-1,"missing data","-1",19,20,20,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4653",4653,"37","NONE","S1E2",-1,"missing data","-1",19,20,19,19,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4654",4654,"38","N","S1E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,3,77,3,3,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4655",4655,"38","S","S1E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,3,77,3,3,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4656",4656,"39","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4657",4657,"40","NONE","S1E2",28,"utilized space1","Utilized Space1",12,12,20,12,-1,-1,-1,-1,28,41,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"4658",4658,"41","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4659",4659,"42","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4660",4660,"43","NONE","S1E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4661",4661,"L 1","NONE","S1E2",30,"possible ball court","Possible Ball Court",12,20,12,12,77,77,77,77,30,41,30,30,-1,-1,-1,-1,"Architecture","Civic Structure","Possible Ball Court","-1"
"4662",4662,"L 2","NONE","S1E2",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"4663",4663,"L 3","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4664",4664,"L 4","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4665",4665,"L 5","NONE","S1E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,19,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4666",4666,"L 6","NONE","S1E2",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4667",4667,"L 7","NONE","S1E2",-1,"missing data","-1",19,20,20,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4668",4668,"L 8","NONE","S1E2",-1,"missing data","-1",19,20,20,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4669",4669,"1","NE","S2E2",42,"residential workshop","-1",4,20,2,4,77,77,77,77,42,41,42,42,77,77,77,77,"Architecture","House","Intermediate Status Residential","Residential Workshop"
"4670",4670,"1","SE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4671",4671,"1","SW","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4672",4672,"1","NW","S2E2",42,"residential workshop","-1",4,20,2,4,77,77,77,77,42,41,42,42,77,77,77,77,"Architecture","House","Intermediate Status Residential","Residential Workshop"
"4673",4673,"2","S","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,-1,-1,-1,2,41,41,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4674",4674,"3","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,-1,2,4,77,77,77,77,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4675",4675,"4","E","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4676",4676,"4","W","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4677",4677,"5","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4678",4678,"6","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4679",4679,"7","NONE","S2E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4680",4680,"8","NONE","S2E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,20,3,77,77,77,77,1,41,41,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4681",4681,"9","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,-1,-1,-1,2,41,41,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4682",4682,"10","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4683",4683,"11","NONE","S2E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",19,20,19,19,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4684",4684,"12","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,-1,-1,-1,2,41,41,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4685",4685,"13","NONE","S2E2",2,"intermediate status residence","Intermediate Status Residential",4,2,20,4,77,77,77,77,2,2,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4686",4686,"14","NONE","S2E2",-1,"missing data","-1",19,20,19,19,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4687",4687,"L 1","NONE","S2E2",-1,"missing data","-1",19,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4688",4688,"L 2","NONE","S2E2",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4689",4689,"L 3","NONE","S2E2",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4690",4690,"L 4","NONE","S2E2",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4691",4691,"L 5","NONE","S2E2",-1,"missing data","-1",19,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4692",4692,"L 6","NONE","S2E2",-1,"missing data","-1",19,20,20,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4693",4693,"1","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,2,2,4,77,77,77,77,2,2,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4694",4694,"2","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4695",4695,"3","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4696",4696,"4","NONE","S3E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,3,1,41,1,41,77,77,77,1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4697",4697,"5","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4698",4698,"6","NONE","S3E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,3,1,41,1,41,77,77,77,1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4699",4699,"7","NONE","S3E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4700",4700,"8","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4701",4701,"9","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4702",4702,"10","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4703",4703,"11","NONE","S3E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4704",4704,"1","NONE","S4E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4705",4705,"2","NONE","S4E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4706",4706,"3","NONE","S4E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4707",4707,"4","NONE","S4E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4708",4708,"5","NONE","S4E2",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4709",4709,"6","NONE","S4E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4710",4710,"7","NONE","S4E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4711",4711,"8","NONE","S4E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4712",4712,"9","NONE","S4E2",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4713",4713,"10","NONE","S4E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4714",4714,"11","NONE","S4E2",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4715",4715,"1","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4716",4716,"2","NONE","S1E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4717",4717,"3","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4718",4718,"4","NONE","S1E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,20,3,77,77,77,77,1,41,41,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4719",4719,"5","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,17,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4720",4720,"6","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4721",4721,"7","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4722",4722,"8","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4723",4723,"9","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4724",4724,"10","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4725",4725,"11","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4726",4726,"12","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,-1,-1,-1,2,41,3,2,-1,-1,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"4727",4727,"13","NONE","S1E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4728",4728,"14","NONE","S1E3",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,-1,1,41,1,41,77,77,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"4729",4729,"15","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4730",4730,"16","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"4731",4731,"17","NONE","S1E3",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,-1,-1,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"4732",4732,"L 1","NONE","S1E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4733",4733,"L 2","NONE","S1E3",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4734",4734,"L 3","NONE","S1E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4735",4735,"L 4","NONE","S1E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"4736",4736,"L 5","NONE","S1E3",-1,"missing data","-1",19,20,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4737",4737,"L 6","NONE","S1E3",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"4738",4738,"L 7","NONE","S1E3",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"4739",4739,"1","NONE","S2E3",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
